"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-ProfileManagement-001","Successful Profile Creation with Valid Data","Profile Management","7","User has installed SmartSave and opened the application for the first time.","First name = ""John"", Last name = ""Doe"", Email = ""john.doe@example.com"", Password = ""SecurePass123"", Confirm Password = ""SecurePass123""","1. Tap on ""Create Profile"" button.
2. Enter first name ""John"" in the First Name field.
3. Enter last name ""Doe"" in the Last Name field.
4. Enter email ""john.doe@example.com"" in the Email field.
5. Enter password ""SecurePass123"" in the Password field.
6. Re-enter password ""SecurePass123"" in the Confirm Password field.
7. Tap on ""Register"" button.","Profile is created successfully, and the user is redirected to the home screen with a confirmation message ""Profile created successfully."""
"TC-ProfileManagement-002","Profile Creation with Invalid Email Format","Profile Management","7","User has installed SmartSave and opened the application for the first time.","First name = ""John"", Last name = ""Doe"", Email = ""johndoeexample.com"", Password = ""SecurePass123"", Confirm Password = ""SecurePass123""","1. Tap on ""Create Profile"" button.
2. Enter first name ""John"" in the First Name field.
3. Enter last name ""Doe"" in the Last Name field.
4. Enter email ""johndoeexample.com"" in the Email field.
5. Enter password ""SecurePass123"" in the Password field.
6. Re-enter password ""SecurePass123"" in the Confirm Password field.
7. Tap on ""Register"" button.","Error message ""Invalid email format"" is displayed, and the user remains on the registration screen."
"TC-ProfileManagement-003","Profile Creation with Mismatched Passwords","Profile Management","7","User has installed SmartSave and opened the application for the first time.","First name = ""John"", Last name = ""Doe"", Email = ""john.doe@example.com"", Password = ""SecurePass123"", Confirm Password = ""DifferentPass123""","1. Tap on ""Create Profile"" button.
2. Enter first name ""John"" in the First Name field.
3. Enter last name ""Doe"" in the Last Name field.
4. Enter email ""john.doe@example.com"" in the Email field.
5. Enter password ""SecurePass123"" in the Password field.
6. Re-enter password ""DifferentPass123"" in the Confirm Password field.
7. Tap on ""Register"" button.","Error message ""Passwords do not match"" is displayed, and the user remains on the registration screen."
"TC-ConsumptionCalculati-004","Successful Consumption Calculation Submission","Consumption Calculation","9","User is logged in and has a created profile.","Electricity consumption = ""150 kWh"", Water consumption = ""200 liters"", Waste production = ""30 kg""","1. Tap on ""Calculate Consumption"" button.
2. Enter electricity consumption ""150 kWh"" in the respective field.
3. Enter water consumption ""200 liters"" in the respective field.
4. Enter waste production ""30 kg"" in the respective field.
5. Tap on ""Submit"" button.","Calculation is processed successfully, and a summary of the consumption indices is displayed with a suggestion for improvement."
"TC-ProfileManagement-005","Create new user profile with valid data","Profile Management","7","Application installed on the phone, first launch triggered","Username: ""testuser"", Name: ""Test User"", Date of Birth: ""1990-01-01"", Gender: ""Male"", Place of Birth: ""Rome"", Email: ""test@example.com""","1. Launch the application for the first time.
2. Fill in the registration form with the provided test data.
3. Submit the form.","Profile is created and saved in the database."
"TC-ProfileManagement-006","Overwrite existing data with confirmation","Profile Management","7","Application installed on the phone, existing profile data present","Username: ""newuser"", Name: ""New User"", Date of Birth: ""1985-05-15"", Gender: ""Female"", Place of Birth: ""Milan"", Email: ""new@example.com""","1. Launch the application and detect existing data.
2. Confirm the prompt to overwrite old data.
3. Fill in the registration form with the provided test data.
4. Submit the form.","Old data is deleted, new profile is created and saved."
"TC-ProfileManagement-007","Edit existing profile data","Profile Management","8","Application installed, profile created","Name: ""Updated User"", Email: ""updated@example.com""","1. Press the ""modifica utente"" (edit user) button.
2. Modify the name and email fields with the provided test data.
3. Save changes.","Profile is updated in the database with the new data."
"TC-ConsumptionCalculati-008","Add new data for consumption calculation","Consumption Calculation","9","Access to calculation page","Consumption values for a new period (e.g., ""kWh: 150"", ""Date: 2024-05-01"")","1. Press the ""Aggiungi Dati"" (Add Data) button.
2. Enter the test data for the new period.
3. Submit the form.","Consumption is calculated with the new data, and the historical data is updated."
"TC-HistoricalData-009","Modify past report data","Historical Data","11","At least one report inserted","Corrected consumption value for a past period (e.g., ""kWh: 120"")","1. Press the ""modifica storico"" (edit history) button.
2. Select a past report.
3. Modify the consumption value with the test data.
4. Save changes.","Historical data is updated with the corrected values."
"TC-UserProfile-010","Create User Profile","User Profile","14","User is on the application login/registration page.","Valid personal data (name, email, optional fields).","1. User clicks on ""Create Profile"" or ""Sign Up"" button.
2. User fills in required fields (name, email) and optional fields.
3. User clicks ""Submit"" or ""Create Profile.""","Profile is created successfully, and the user is redirected to the home page with a personalized greeting."
