"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Homepage-001","User navigates to settings from the homepage","Homepage","1","User is on the homepage.","None","1. Click on ""Impostazioni"".
2. Verify that the settings page opens.","The settings page should open successfully."
"TC-Homepage-002","User views a new location without interacting further","Homepage","1","User is on the homepage.","None","1. Click on ""Visualizzazione nuovo luogo"".
2. Verify that no further action is taken.","No additional page should open."
"TC-Homepage-003","User clicks on a location and then on Pathfinder","Homepage","1","User is on the homepage.","None","1. Click on ""Visualizzazione nuovo luogo"".
2. Click on ""Click sul luogo"".
3. Click on ""Click Pathfinder"".","The Pathfinder page should open."
"TC-Homepage-004","User swipes up on the homepage","Homepage","1","User is on the homepage.","None","1. Swipe up on the homepage.","No specific action should occur as there is no defined behavior for this interaction."
"TC-DetailPage-001","User navigates to the system map from the detailed page","Pagina dettagliata","2","User is on the detailed page.","None","1. Click on ""Navigate"".","The system map should open."
"TC-DetailPage-002","User opens Yelp in a browser from the detailed page and initiates a call","Pagina dettagliata","2","User is on the detailed page.","None","1. Click on ""Open in Browser"".
2. Click on ""Call Business"".","A call to the business should be initiated."
"TC-DetailPage-003","User returns to the homepage from the detailed page after opening Yelp in a browser","Pagina dettagliata","2","User is on the detailed page.","None","1. Click on ""Open in Browser"".
2. Click on ""Indietro"".","The homepage should be displayed."
"TC-DetailPage-004","User returns to the homepage from the detailed page after initiating a call","Pagina dettagliata","2","User is on the detailed page.","None","1. Click on ""Call Business"".
2. Click on ""Indietro"".","The homepage should be displayed."
"TC-DetailPage-005","User modifies preferences from the detailed page","Pagina dettagliata","2","User is on the detailed page.","None","1. Click on ""Like/Dislike"".","Preferences should be modified."
"TC-Pathfinder-001","User navigates back to the homepage from the Pathfinder page","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".","The homepage should be displayed."
"TC-Pathfinder-002","User views a question and selects a response leading to a suggested location","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Scelta risposta"".
4. Click on ""Visualizzazione luogo suggerito"".","A suggested location should be displayed."
"TC-Pathfinder-003","User views a question and selects a response leading to no suggested location","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Scelta risposta"".
4. Click on ""suggerimento non disponibile"".","A message indicating no suggestion is available should be displayed."
"TC-Pathfinder-004","User navigates back to the homepage without viewing a question","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".","The homepage should be displayed."
"TC-Pathfinder-005","User navigates to the homepage from the Pathfinder page without any interaction","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".","The homepage should be displayed."
"TC-Pathfinder-006","User navigates to the homepage from the Pathfinder page after viewing a question but without selecting a response","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Indietro"".","The homepage should be displayed."
"TC-Pathfinder-007","User navigates to the homepage from the Pathfinder page after viewing a question and selecting a response but without a suggestion","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Scelta risposta"".
4. Click on ""suggerimento non disponibile"".
5. Click on ""Indietro"".","The homepage should be displayed."
"TC-Pathfinder-008","User navigates to the homepage from the Pathfinder page after viewing a question and selecting a response leading to a suggested location","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Scelta risposta"".
4. Click on ""Visualizzazione luogo suggerito"".
5. Click on ""Indietro"".","The homepage should be displayed."
"TC-Pathfinder-009","User navigates to the homepage from the Pathfinder page after viewing a question and selecting a response leading to a suggested location and then modifies preferences","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Scelta risposta"".
4. Click on ""Visualizzazione luogo suggerito"".
5. Click on ""Indietro"".
6. Click on ""Like/Dislike"".","The homepage should be displayed and preferences should be modified."
"TC-Pathfinder-010","User navigates to the homepage from the Pathfinder page after viewing a question and selecting a response leading to no suggested location and then modifies preferences","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Scelta risposta"".
4. Click on ""suggerimento non disponibile"".
5. Click on ""Indietro"".
6. Click on ""Like/Dislike"".","The homepage should be displayed and preferences should be modified."
"TC-Pathfinder-011","User navigates to the homepage from the Pathfinder page after viewing a question and selecting a response leading to a suggested location and then returns to the homepage","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Scelta risposta"".
4. Click on ""Visualizzazione luogo suggerito"".
5. Click on ""Indietro"".","The homepage should be displayed."
"TC-Pathfinder-012","User navigates to the homepage from the Pathfinder page after viewing a question and selecting a response leading to no suggested location and then returns to the homepage","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Scelta risposta"".
4. Click on ""suggerimento non disponibile"".
5. Click on ""Indietro"".","The homepage should be displayed."
"TC-Pathfinder-013","User navigates to the homepage from the Pathfinder page after viewing a question and selecting a response leading to a suggested location and then modifies preferences and returns to the homepage","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Scelta risposta"".
4. Click on ""Visualizzazione luogo suggerito"".
5. Click on ""Indietro"".
6. Click on ""Like/Dislike"".
7. Click on ""Indietro"".","The homepage should be displayed and preferences should be modified."
"TC-Pathfinder-014","User navigates to the homepage from the Pathfinder page after viewing a question and selecting a response leading to no suggested location and then modifies preferences and returns to the homepage","Apertura pagina Pathfinder","3","User is on the Pathfinder page.","None","1. Click on ""Indietro"".
2. Click on ""Visualizzazione domanda"".
3. Click on ""Scelta risposta"".
4. Click on ""suggerimento non disponibile"".
5. Click on ""Indietro"".
6. Click on ""Like/Dislike"".
7. Click on ""Indietro"".","The homepage should be displayed and preferences should be modified."
