Test Case ID,Title,Module,Source UML Pages,Preconditions,Test Data,Test Steps,Expected Result
TC-AUTHENTICATION-001,Successful user registration with OTP verification,User Registration,3,"- User has a valid email and password.
- Server and database are operational.
- Network connectivity is stable.","- Email: `testuser@example.com`
- Password: `SecurePass123!`
- OTP: `123456` (generated by server)","1. User opens the app and fills registration form with email and password.
2. App calls `doRegistration()` on the server.
3. Server saves user data to the database.
4. Server generates OTP (`123456`) and saves it to `password_reset_tokens` table.
5. User enters OTP (`123456`) in the app.
6. App calls `sendOtp()` with the OTP.
7. Server retrieves saved OTP from the database and verifies it.
8. Server generates and returns an authentication token to the app.","- User account is created in the `users` table.
- OTP is stored in `password_reset_tokens` with an expiry date.
- Authentication token is returned to the app.
- User is logged in automatically."
TC-AUTHENTICATION-002,Failed OTP verification during registration,User Registration,3,"- User has submitted registration data.
- Server generated OTP (`123456`) but user enters incorrect OTP.","- Email: `testuser@example.com`
- Password: `SecurePass123!`
- Incorrect OTP: `654321`","1. User fills registration form and submits.
2. Server generates and saves OTP (`123456`).
3. User enters incorrect OTP (`654321`).
4. App calls `sendOtp()` with incorrect OTP.
5. Server retrieves saved OTP and compares it with the input.","- Server rejects the OTP.
- App displays an error message: ""Invalid OTP. Please try again.""
- User account is **not** created in the database.
- No authentication token is generated."
TC-AUTHENTICATION-003,Successful user login with valid credentials,User Login,4,"- User exists in the `users` table with `is_active = true`.
- Server and database are operational.","- Email: `testuser@example.com`
- Password: `SecurePass123!`
- Stored password hash: `hashed_SecurePass123!`","1. User enters email and password in the app.
2. App calls `emailValidate()` and `passwordValidate()` on the server.
3. Server requests the password hash from the database for the given email.
4. Database returns the stored password hash (`hashed_SecurePass123!`).
5. Server calls `checkPassword()` to compare the input password hash with the stored hash.
6. Server generates an authentication token and sends it to the app.
7. App saves the token and opens the home screen.","- Server validates email and password successfully.
- Authentication token is generated and returned.
- App saves the token and navigates to the home screen.
- User session is created in the `sessions` table."
TC-AUTHENTICATION-004,Failed login with incorrect password,User Login,4,"- User exists in the `users` table.
- Server and database are operational.","- Email: `testuser@example.com`
- Incorrect Password: `WrongPass123!`
- Stored password hash: `hashed_SecurePass123!`","1. User enters email (`testuser@example.com`) and incorrect password (`WrongPass123!`).
2. App calls `emailValidate()` and `passwordValidate()`.
3. Server retrieves the stored password hash from the database.
4. Server calls `checkPassword()` to compare hashes.
5. Server detects a mismatch.","- Server rejects the login attempt.
- App displays an error message: ""Invalid email or password.""
- No authentication token is generated.
- No session is created in the `sessions` table."
TC-AUTHENTICATION-005,Password recovery request with valid email,Password Recovery,5,"- User exists in the `users` table with email `testuser@example.com`.
- Server and database are operational.","- Email: `testuser@example.com`
- New Password: `NewSecurePass456!`","1. User requests password recovery via the app.
2. App calls `LostPSWRequest()` on the server.
3. Server checks the email in the database and confirms it exists.
4. Server generates a recovery token (e.g., `abc123xyz`) and saves it to `password_reset_tokens`.
5. Server sends an email with a reset link containing the token to the user.
6. User clicks the link and submits the new password (`NewSecurePass456!`) along with the token.
7. Server validates the token and updates the user's password in the database.","- Recovery token is generated and stored in `password_reset_tokens`.
- Email with reset link is sent successfully.
- New password is updated in the `users` table.
- User receives confirmation: ""Password changed successfully."""
TC-AUTHENTICATION-006,Password recovery request with invalid email,Password Recovery,5,- Server and database are operational.,- Invalid Email: `nonexistent@example.com`,"1. User requests password recovery with an invalid email.
2. App calls `LostPSWRequest()`.
3. Server checks the email in the database and finds no match.
4. Server does not generate a token or send an email.","- App displays an error message: ""Email not found. Please check and try again.""
- No token is generated in `password_reset_tokens`.
- No email is sent."
TC-PROFILE-BROWSING-001,Load initial set of cards on homepage,Profile Browsing,6,"- User is logged in.
- Database contains at least 10 product/profile records.
- Server and database are operational.",- Preload count (`n`): `10`,"1. User opens the homepage.
2. App calls `initCards(10)`.
3. App requests `10` objects from the server.
4. Server queries the database for `10` records (e.g., profiles/products).
5. Database returns `10` records to the server.
6. Server sends the records to the app.
7. App populates and displays the cards to the user.","- App displays `10` cards with profile/product data.
- No errors or loading issues occur."
TC-PROFILE-BROWSING-002,Load additional cards after swiping,Profile Browsing,6,"- User has already loaded and swiped `5` cards.
- Database contains at least `15` records.
- Server and database are operational.","- Initial load: `10` cards.
- Swipe count: `5` (half of initial load).
- Offset: `5` (for next batch).","1. User swipes `5` cards.
2. App requests `5` more objects with offset `5` from the server.
3. Server queries the database for `5` records starting from offset `5`.
4. Database returns `5` records to the server.
5. Server sends the records to the app.
6. App populates and displays the next `5` cards.","- App displays the next `5` cards without duplication or gaps.
- No errors occur during the request/response cycle."
TC-MATCHING-001,Successful match between two users,User Matching,7,"- User 1 and User 2 exist in the `users` table.
- Both users have active sessions.
- Server and database are operational.",,"1. User 2 swipes right on User 1’s profile.
2. App utente 2 calls `trackObjectPref(true)` for User 1.
3. Server saves the preference in the database.
4. User 1 swipes right on User 2’s profile.
5. App utente 1 calls `trackObjectPref(true)` for User 2.
6. Server saves the preference in the database.
7. Server checks for mutual matches and confirms a match exists.
8. Server sends a notification to both apps.
9. Both apps display the match screen and open the chat.","- Mutual match is recorded in the database (e.g., in a `matches` table if it exists).
- Both users receive a notification and see the match screen.
- Chat interface is opened for both users."
TC-MATCHING-002,No match due to one-sided swipe,User Matching,7,"- User 1 and User 2 exist.
- Server and database are operational.",,"1. User 2 swipes right on User 1’s profile.
2. App utente 2 calls `trackObjectPref(true)`.
3. Server saves the preference.
4. User 1 swipes left on User 2’s profile (no match).
5. App utente 1 calls `trackObjectPref(false)`.
6. Server saves the preference.
7. Server checks for mutual matches and finds none.","- No match is recorded.
- No notifications are sent to either user.
- Both users continue browsing without any match alerts."
