item_type,item_text,best_testcase_id,best_similarity,best_testcase_text
concept,users,"TC-User-016
Title",0.8546684980392456,test case id: tc-user-016 title title: module: source pages: preconditions: test data: test steps: expected result:
concept,areas,"TC-User-016
Title",0.8471174240112305,test case id: tc-user-016 title title: module: source pages: preconditions: test data: test steps: expected result:
concept,categories,"TC-User-016
Title",0.8261634111404419,test case id: tc-user-016 title title: module: source pages: preconditions: test data: test steps: expected result:
concept,notifications,"TC-User-016
Title",0.7945808172225952,test case id: tc-user-016 title title: module: source pages: preconditions: test data: test steps: expected result:
concept,reports,"TC-User-016
Title",0.834696888923645,test case id: tc-user-016 title title: module: source pages: preconditions: test data: test steps: expected result:
concept,utente,"TC-User-016
Title",0.8458251357078552,test case id: tc-user-016 title title: module: source pages: preconditions: test data: test steps: expected result:
concept,ui,"TC-User-016
Title",0.8328505754470825,test case id: tc-user-016 title title: module: source pages: preconditions: test data: test steps: expected result:
concept,firebaseauthentication,TC-User-001,0.8024652004241943,"test case id: tc-user-001 title: user registration with valid credentials module: user registration source pages: 2,3 preconditions: test data: - email: test@example.com - password: test123 - name: john doe - nationality: united states - role: user test steps: 1. user enters registration data into the ui. 2. ui sends the registration data to firebaseauthentication. 3. firebaseauthentication validates the data. 4. firebaseauthentication returns a valid token and confirms the user's save. 5. ui saves the user data. 6. ui confirms the successful registration. expected result: user is registered successfully and receives a confirmation message."
concept,firebasefirestore,"TC-User-016
Title",0.7812669277191162,test case id: tc-user-016 title title: module: source pages: preconditions: test data: test steps: expected result:
concept,firebasestorage,"TC-User-016
Title",0.7414202094078064,test case id: tc-user-016 title title: module: source pages: preconditions: test data: test steps: expected result:
