Test Case ID,Title,Module,Source UML Pages,Preconditions,Test Data,Test Steps,Expected Result
TC-Navigation-001,Navigate to Detailed Page,Navigation,2,User is on the homepage.,None,"1. Click ""Navigate""
2. Verify that the detailed page is displayed.",The detailed page is successfully loaded and displayed.
TC-Navigation-002,Open in Browser,Navigation,2,User is on the detailed page.,None,"1. Click ""Open in Browser""
2. Verify that the page opens in the default web browser.",The page opens in the default web browser.
TC-Navigation-003,Call Business,Navigation,2,User is on the detailed page.,None,"1. Click ""Call Business""
2. Verify that the call is initiated.",The call is successfully initiated.
TC-Navigation-004,Like/Dislike Content,Navigation,2,User is on the detailed page.,None,"1. Click ""Like/Dislike""
2. Verify that the user's preference is updated.",The user's preference is successfully updated.
TC-Navigation-005,Return to Homepage,Navigation,2,User is on any page.,None,"1. Click ""Homepage""
2. Verify that the user is redirected to the homepage.",The user is successfully redirected to the homepage.
TC-Navigation-006,Modify Preferences,Navigation,2,User is on the homepage.,None,"1. Click ""Modifica preferenze""
2. Verify that the user is redirected to the preferences page.",The user is successfully redirected to the preferences page.
TC-Navigation-007,Invalid Navigation Path,Navigation,2,User is on the homepage.,None,"1. Click ""Navigate"" -> Click ""Call Business"" -> Click ""Like/Dislike"" -> Click ""Homepage"" -> Click ""Modifica preferenze""
2. Verify that the user is redirected to the homepage.",The user is redirected to the homepage.
TC-Navigation-008,Homepage Loop,Navigation,2,User is on the homepage.,None,"1. Click ""Homepage"" -> Click ""Modifica preferenze"" -> Click ""Homepage""
2. Verify that the user is redirected to the homepage.",The user is redirected to the homepage.
TC-Navigation-009,Detailed Page Navigation,Navigation,2,User is on the detailed page.,None,"1. Click ""Homepage"" -> Click ""Modifica preferenze"" -> Click ""Homepage""
2. Verify that the user is redirected to the homepage.",The user is redirected to the homepage.
TC-Navigation-010,Detailed Page Invalid Navigation,Navigation,2,User is on the detailed page.,None,"1. Click ""Homepage"" -> Click ""Modifica preferenze"" -> Click ""Homepage"" -> Click ""Call Business"" -> Click ""Like/Dislike"" -> Click ""Homepage""
2. Verify that the user is redirected to the homepage.",The user is redirected to the homepage.
