"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Registration-001","Successful User Registration","Registration","3,9","User has an Android device with internet access","Valid email (e.g., test@example.com), strong password (e.g., P@ssw0rd!), full name (e.g., John Doe)","1. Open the application.
2. Navigate to the registration screen.
3. Enter valid email address.
4. Enter a strong password.
5. Re-enter the same password.
6. Enter full name.
7. Click the ""Register"" button.","User account is created successfully, and the user is redirected to the login screen with a confirmation message."
"TC-Login-002","Successful User Login","Login","3,10","User has registered and verified account","Registered email (e.g., test@example.com), correct password (e.g., P@ssw0rd!)","1. Open the application.
2. Navigate to the login screen.
3. Enter registered email address.
4. Enter correct password.
5. Click the ""Login"" button.","User is logged in successfully and redirected to the home screen."
"TC-ModificaProfiloProfi-003","Successful Profile Update","Modifica Profilo (Profile Update)","3,11","User is logged in","Updated full name (e.g., John Smith), updated phone number (e.g., +393123456789)","1. Open the application and log in.
2. Navigate to the profile section.
3. Click on ""Modifica profilo"" (Edit Profile).
4. Enter updated full name.
5. Enter updated phone number.
6. Click the ""Salva"" (Save) button.","Profile is updated successfully, and changes are reflected in the profile section."
"TC-CreazioneOggettodaNo-004","Successful Creation of Rental Object","Creazione Oggetto da Noleggiare (Create Rental Object)","3,12","User is logged in","Object name (e.g., Drill), object description (e.g., High-quality drill), rental price (e.g., 5 EUR/day), availability (e.g., Available from 01/01/2023 to 31/12/2023)","1. Open the application and log in.
2. Navigate to the ""Crea oggetto da noleggiare"" (Create Rental Object) section.
3. Enter object name.
4. Enter object description.
5. Enter rental price.
6. Set availability dates.
7. Click the ""Crea"" (Create) button.","Object is listed successfully in the user's rental objects section."
"TC-EliminazioneOggettod-005","Successful Deletion of Rental Object","Eliminazione Oggetto da Noleggiare (Delete Rental Object)","3,13","User has created and listed at least one rental object","Existing rental object (e.g., Drill)","1. Open the application and log in.
2. Navigate to the user's rental objects section.
3. Select the object to delete (e.g., Drill).
4. Click the ""Elimina"" (Delete) button.
5. Confirm deletion in the pop-up dialog.","Object is removed from the rental objects list, and a confirmation message is displayed."
"TC-RichiestaOggettoinNo-006","Successful Request for Rental Object","Richiesta Oggetto in Noleggio (Request Rental Object)","3,13","User is logged in, and there is at least one available rental object listed by another user","Available rental object (e.g., Drill), rental dates (e.g., 15/01/2023 to 16/01/2023)","1. Open the application and log in.
2. Navigate to the rental objects section.
3. Search for and select an available object (e.g., Drill).
4. Enter rental dates.
5. Click the ""Richiedi"" (Request) button.","Request is sent successfully to the object owner, and a confirmation message is displayed."
"TC-CreazioneServizioCre-007","Successful Creation of Service","Creazione Servizio (Create Service)","3,14","User is logged in","Service name (e.g., Home Cleaning), service description (e.g., Cleaning of entire apartment), service price (e.g., 30 EUR), service area (e.g., Mestre)","1. Open the application and log in.
2. Navigate to the ""Crea servizio"" (Create Service) section.
3. Enter service name.
4. Enter service description.
5. Enter service price.
6. Select service area.
7. Click the ""Crea"" (Create) button.","Service is listed successfully in the user's service offerings section."
"TC-EliminazioneServizio-008","Successful Deletion of Service","Eliminazione Servizio (Delete Service)","3,15","User has created and listed at least one service","Existing service (e.g., Home Cleaning)","1. Open the application and log in.
2. Navigate to the user's service offerings section.
3. Select the service to delete (e.g., Home Cleaning).
4. Click the ""Elimina"" (Delete) button.
5. Confirm deletion in the pop-up dialog.","Service is removed from the service offerings list, and a confirmation message is displayed."
"TC-RichiestaServizioReq-009","Successful Request for Service","Richiesta Servizio (Request Service)","3,15","User is logged in, and there is at least one available service listed by another user","Available service (e.g., Home Cleaning), service date (e.g., 20/01/2023)","1. Open the application and log in.
2. Navigate to the services section.
3. Search for and select an available service (e.g., Home Cleaning).
4. Enter service date.
5. Click the ""Richiedi"" (Request) button.","Request is sent successfully to the service provider, and a confirmation message is displayed."
"TC-CreazioneAnnuncioCre-010","Successful Creation of Advertisement","Creazione Annuncio (Create Advertisement)","3,16","User is logged in","Advertisement title (e.g., Need Help with Moving), advertisement description (e.g., Looking for 2 people to help with moving on 25/01/2023), location (e.g., Cannaregio)","1. Open the application and log in.
2. Navigate to the ""Crea annuncio"" (Create Advertisement) section.
3. Enter advertisement title.
4. Enter advertisement description.
5. Select location.
6. Click the ""Crea"" (Create) button.","Advertisement is posted successfully in the community section."
