"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-UserRegistration-001","Successful User Registration with Valid Data","User Registration","3,10","User is on the registration page of the app.","Valid email (e.g., test@example.com), strong password (e.g., Passw0rd!), full name (e.g., John Doe), address (e.g., Via Roma 1, 30175 Venezia)","1. Open the registration page.
2. Enter valid email address.
3. Enter strong password.
4. Re-enter the same password.
5. Enter full name.
6. Enter address.
7. Click ""Register"" button.","User account is created successfully, and a confirmation message appears. User is redirected to the login page."
"TC-UserLogin-002","Successful User Login with Valid Credentials","User Login","3,10","User has a registered account.","Registered email (e.g., test@example.com), correct password (e.g., Passw0rd!)","1. Open the login page.
2. Enter registered email address.
3. Enter correct password.
4. Click ""Login"" button.","User is logged in successfully, and the app redirects to the home screen or profile page."
"TC-UserLogin-003","Failed User Login with Incorrect Password","User Login","3,10","User has a registered account.","Registered email (e.g., test@example.com), incorrect password (e.g., wrongpass)","1. Open the login page.
2. Enter registered email address.
3. Enter incorrect password.
4. Click ""Login"" button.","Error message appears stating ""Invalid email or password."" User remains on the login page."
"TC-AddIncidentReport-004","Add New Incident Report with Valid Data","Add Incident Report","3,11","User is logged in.","Valid incident type (e.g., Theft), valid location (e.g., Piazza San Marco), description (e.g., ""Suspicious activity observed""), timestamp (current date/time)","1. Navigate to the ""Add Report"" section.
2. Select incident type from dropdown (e.g., Theft).
3. Specify location (e.g., Piazza San Marco).
4. Enter description.
5. Click ""Submit"" button.","Incident report is saved successfully, and a confirmation message appears. Report is visible in the user’s report history."
"TC-SpecifyIncidentType-005","Specify Incident Type for New Report","Specify Incident Type","3,11","User is logged in and on the ""Add Report"" page.","Predefined incident types (e.g., Theft, Vandalism, Noise, Illegal Parking)","1. Open the ""Add Report"" page.
2. Click the dropdown menu for incident type.
3. Select an incident type (e.g., Vandalism).
4. Verify the selected type is displayed.","Selected incident type is saved and displayed correctly in the report form."
"TC-SpecifyIncidentLocat-006","Specify Location for New Report","Specify Incident Location","3,12","User is logged in and on the ""Add Report"" page.","Valid location (e.g., Via Roma 1, 30175 Venezia), GPS coordinates (if applicable)","1. Open the ""Add Report"" page.
2. Enter location details (e.g., Via Roma 1).
3. Optionally, enter GPS coordinates if required.
4. Verify the location is displayed on a map (if applicable).","Location is saved and displayed correctly in the report form. Map (if available) shows the selected location."
"TC-ReceiveNotifications-007","Receive Notification for Nearby Incident Reported by Another User","Receive Notifications","3,12","User is logged in and has enabled notifications. Another user has reported an incident within a predefined radius (e.g., 500 meters).","Incident reported by another user (e.g., Theft at Piazza San Marco), user’s location set to within 500 meters of the incident.","1. Another user reports an incident (e.g., Theft at Piazza San Marco).
2. Ensure the reporting user’s location is within 500 meters of the test user’s location.
3. Wait for notification to appear.","User receives a real-time notification about the incident, including type, location, and timestamp. Notification appears in the app’s notification center."
"TC-ViewProfile-008","View User Profile Information","View Profile","3,14","User is logged in.","User profile data (e.g., full name, email, address, registration date)","1. Navigate to the ""Profile"" section.
2. Click ""View Profile"" button.","User’s profile information is displayed correctly, including full name, email, address, and registration date."
"TC-ModifyProfile-009","Modify User Profile with Valid Data","Modify Profile","3,14","User is logged in and on the profile page.","Updated profile data (e.g., new address: Via Garibaldi 2, new phone number: +393451234567)","1. Navigate to the ""Profile"" section.
2. Click ""Edit Profile"" button.
3. Update address field with new address.
4. Update phone number field with new number.
5. Click ""Save Changes"" button.","Profile is updated successfully, and a confirmation message appears. Updated data is reflected in the profile view."
"TC-ModifyIncidentReport-010","Modify Existing Incident Report","Modify Incident Report","3,13","User is logged in and has at least one reported incident.","Existing incident report (e.g., Theft at Piazza San Marco), updated description (e.g., ""Suspicious person seen near ATM""), updated location (e.g., Via Roma 2)","1. Navigate to the ""My Reports"" section.
2. Select an existing report to modify.
3. Update the description field with new details.
4. Update the location if necessary.
5. Click ""Save Changes"" button.","Incident report is updated successfully, and a confirmation message appears. Updated details are reflected in the report history."
