Test Case ID,Title,Module,Source UML Pages,Preconditions,Test Data,Test Steps,Expected Result
TC-User-001,User registration as Customer,User,1,None,"- Nome: John Doe
- Cognome: Smith
- Email: john.doe@example.com
- Password: password123
- IsVenditore: false
- Immagine: ""default.jpg""","1. Navigate to the registration page.
2. Enter the provided data.
3. Submit the form.",A new customer record is created with the provided details. The user should be logged in as a customer.
TC-User-002,User registration as Seller,User,1,None,"- Nome: Jane Doe
- Cognome: Smith
- Email: jane.doe@example.com
- Password: password123
- IsVenditore: true
- NomeNegozio: My Store
- Indirizzo: 123 Main St","1. Navigate to the registration page.
2. Enter the provided data.
3. Submit the form.",A new seller record is created with the provided details. The user should be logged in as a seller.
TC-User-003,Customer creates a report,Report,"1, 5",User is logged in as a customer.,"- Titolo: Broken Product
- Descrizione: The product is not working as expected.","1. Navigate to the report section.
2. Enter the provided title and description.
3. Submit the report.",A new report is created with the provided details. The report should be associated with the current customer.
TC-User-004,Customer writes a review,Review,"1, 5",User is logged in as a customer.,"- Titolo: Great Product
- Descrizione: Highly recommend this product.
- Voto: 5","1. Navigate to the review section.
2. Enter the provided title, description, and vote.
3. Submit the review.",A new review is created with the provided details. The review should be associated with the current customer and a specific product.
TC-User-005,Seller modifies a product,Product,"1, 3",User is logged in as a seller.,"- Nome: Updated Product Name
- Categoria: Electronics
- Prezzo: 99.99
- Descrizione: Updated product description.
- Scadenza: 2023-12-31","1. Navigate to the product management section.
2. Select the product to modify.
3. Enter the updated details.
4. Click ""Modifica"".
5. Confirm the fields are correct.
6. Click ""Applica modifiche"".",The selected product is updated with the provided details. The changes should be reflected in the product database.
TC-User-006,Seller adds a new product,Product,"1, 4",User is logged in as a seller.,"- Nome: New Product
- Categoria: Clothing
- Prezzo: 49.99
- Descrizione: New product description.
- Scadenza: 2023-12-31","1. Navigate to the product addition section.
2. Enter the provided details.
3. Click ""Aggiungi"".
4. Confirm the fields are correct.
5. Click ""Aggiungi prodotto"".",A new product is added with the provided details. The product should be associated with the current seller.
TC-User-007,Check user position accessibility,Position,2,User has granted location permissions.,None,"1. Navigate to the map section.
2. Check if the user's position is accessible.","The system should display the user's position if accessible. If not, an error message should be shown."
TC-User-008,Create list based on user position,List,2,User's position is accessible.,None,"1. Navigate to the map section.
2. Ensure the user's position is accessible.
3. Create a list based on the user's position.",A list of nearby products or services should be generated based on the user's position.
TC-User-009,Validate product modification fields,Validation,3,User is logged in as a seller.,"- Nome: Empty
- Categoria: Electronics
- Prezzo: 99.99
- Descrizione: Updated product description.
- Scadenza: 2023-12-31","1. Navigate to the product modification section.
2. Enter the provided details.
3. Click ""Modifica"".
4. Confirm the fields are incorrect.
5. Click ""Segnala errore"".",An error message should be displayed indicating that the name field is empty.
TC-User-010,Validate product addition fields,Validation,4,User is logged in as a seller.,"- Nome: Empty
- Categoria: Electronics
- Prezzo: 99.99
- Descrizione: New product description.
- Scadenza: 2023-12-31","1. Navigate to the product addition section.
2. Enter the provided details.
3. Click ""Aggiungi"".
4. Confirm the fields are incorrect.
5. Click ""Segnala errore"".",An error message should be displayed indicating that the name field is empty.
