"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Signup-001","User can sign up","Signup","1,2,3,5","User has access to the application","Valid email, password, name, and phone number","1. Open the application
2. Tap on the ""Sign Up"" button
3. Enter the email, password, name, and phone number
4. Tap on the ""Sign Up"" button","The user is successfully registered and can log in"
"TC-Login-002","User can log in","Login","1,2,3,5","User has registered and the application is open","Valid email and password","1. Open the application
2. Tap on the ""Log In"" button
3. Enter the email and password
4. Tap on the ""Log In"" button","The user is successfully logged in"
"TC-CreateAnnouncement-003","User can create an announcement","Create Announcement","1,2,3,5","User is logged in","Service to offer, title, description, location, and points required","1. Open the application
2. Tap on the ""Create Announcement"" button
3. Enter the service to offer, title, description, location, and points required
4. Tap on the ""Create"" button","The announcement is successfully created and can be viewed by others"
"TC-Geolocation-004","Geolocation and Device Identification","Geolocation","7","User has enabled location services on their device.","User's location.","1. Open the application.
2. Allow the application to access the user's location.
3. Verify that the application is able to identify the user's location.
4. Verify that the application is able to identify nearby devices.","The application successfully identifies the user's location and nearby devices."
"TC-UserManagement-005","Change of Target Audience","User Management","7","Administrator has access to the application's settings.","New target audience (e.g. seniors).","1. Access the application's settings.
2. Navigate to the target audience settings.
3. Change the target audience to the desired group (e.g. seniors).
4. Save the changes.","The application's target audience is successfully changed to the specified group."
"TC-Currency-006","Virtual Currency (Punti Quartiere)","Currency","7","User has performed a service for another user.","Service performed by the user.","1. Perform a service for another user.
2. Verify that the user receives the agreed upon number of Punti Quartiere.","The user receives the agreed upon number of Punti Quartiere."
"TC-UserInterface-007","User Interface (UI)","User Interface","8","User has access to the application.","None.","1. Open the application.
2. Navigate through the application's interface.
3. Verify that the interface is user-friendly and intuitive.","The interface is user-friendly and intuitive."
"TC-UserExperience-008","User Experience (UX)","User Experience","8","User has access to the application.","None.","1. Open the application.
2. Navigate through the application's interface.
3. Verify that the user experience is positive and enjoyable.","The user experience is positive and enjoyable."
"TC-UserInterface-009","Shortcuts","User Interface","8","User has access to the application and is familiar with the keyboard shortcuts.","None.","1. Open the application.
2. Use a keyboard shortcut to perform a common action.
3. Verify that the action is performed correctly.","The action is performed correctly using the keyboard shortcut."
"TC-Performance-010","Throughput","Performance","8","User has access to the application and is performing actions.","None.","1. Open the application.
2. Perform actions within the application.
3. Measure the time it takes to complete the actions.","The application has a reasonable throughput and the actions are completed in a timely manner."
"TC-User-011","User Registration","User","13","None","User details","1. Navigate to the registration page.
2. Enter the user details.
3. Click on the submit button.","A new user profile is created."
"TC-Login-012","User Login","Login","14","User account created","User credentials","1. Navigate to the login page.
2. Enter the user credentials.
3. Click on the login button.","User is logged in and redirected to the home page."
"TC-Announcement-013","Create Announcement","Announcement","14","User logged in","Announcement details","1. Navigate to the create announcement page.
2. Enter the announcement details.
3. Click on the submit button.","A new announcement is created and displayed on the announcement list."
"TC-Announcement-014","View Announcement","Announcement","14","Announcement created","None","1. Navigate to the announcement list page.
2. Select an announcement to view.","The selected announcement is displayed."
"TC-Booking-015","Pre-book Announcement","Booking","15","User logged in, Announcement created","None","1. Navigate to the announcement details page.
2. Click on the pre-book button.","The user is added to the list of candidates for the announcement."
"TC-Acceptance-016","Accept Announcement","Acceptance","16","User logged in as the announcement creator, Candidate list available","Candidate details","1. Navigate to the candidate list page.
2. Select a candidate to accept.","The selected candidate is accepted for the announcement."
"TC-Announcement-017","Delete Announcement","Announcement","16","Announcement created","None","1. Navigate to the announcement list page.
2. Select an announcement to delete.","The selected announcement is deleted from the announcement list."
"TC-Profile-018","View Other User's Profile","Profile","17","Announcement created","None","1. Navigate to the announcement list page.
2. Select an announcement created by another user.
3. Click on the user's name to view their profile.","The selected user's profile is displayed."
"TC-Account-019","Update Account Information","Account","17","User logged in","Updated user details","1. Navigate to the account settings page.
2. Update the user details.
3. Click on the save button.","The user's account information is updated."
"TC-Announcement-020","Update Announcement","Announcement","17","Announcement created","Updated announcement details","1. Navigate to the announcement details page.
2. Update the announcement details.
3. Click on the save button.","The announcement details are updated."
