"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Authentication-001","Create Account Functionality","Authentication","7","User has a valid email address and password, internet connection","Email: testuser@example.com, Password: SecurePass123!, Confirm Password: SecurePass123!","1. Open the app and navigate to the registration screen.
2. Enter the email address ""testuser@example.com"".
3. Enter the password ""SecurePass123!"".
4. Re-enter the password ""SecurePass123!"".
5. Click the ""Create Account"" button.","Account creation confirmation message appears, and a verification email is sent to the provided email address."
"TC-Authentication-002","Email Confirmation for Account Creation","Authentication","7","User has created an account but not confirmed email","Email: testuser@example.com, Verification link: <link from email>","1. Check the email inbox for ""testuser@example.com"".
2. Locate the verification email from ECO-DIGIFY.
3. Click the verification link in the email.","User account is confirmed, and the app displays a success message upon next login."
"TC-ObjectManagement-003","Add Object to System","Object Management","8","User is logged in, has a verified account","Object name: ""Old Laptop"", Description: ""Functional, 8GB RAM"", Category: Electronics, Condition: Good","1. Navigate to the ""Add Object"" screen.
2. Enter ""Old Laptop"" in the object name field.
3. Enter ""Functional, 8GB RAM"" in the description field.
4. Select ""Electronics"" as the category.
5. Select ""Good"" as the condition.
6. Click the ""Add Object"" button.","Object is successfully added to the user's profile and appears in their list of available objects."
"TC-ObjectBrowsing-004","View Another User’s Object","Object Browsing","8","User is logged in, another user has added an object","Object: ""Vintage Book"", Owner: User2","1. Navigate to the ""Browse Objects"" screen.
2. Locate the object ""Vintage Book"" owned by User2.
3. Click on the object card.","Object details (name, description, category, condition, owner info) are displayed."
"TC-UserInteraction-005","Express Interest in an Object","User Interaction","9","User is logged in, another user has added an object","Object: ""Vintage Book"", Owner: User2","1. Navigate to the ""Browse Objects"" screen.
2. Locate the object ""Vintage Book"".
3. Swipe the object card to the right (express interest).","System notifies the owner (User2) of the interest, and the object card disappears from the user's browse feed."
"TC-MatchingSystem-006","Match Between Two Users","Matching System","9","User1 has expressed interest in User2’s object, User2 has expressed interest in User1’s object","User1’s object: ""Old Laptop"", User2’s object: ""Vintage Book""","1. User1 swipes User2’s object (""Vintage Book"") to the right.
2. User2 swipes User1’s object (""Old Laptop"") to the right.","A match notification appears for both users, and a chat option is enabled for coordination."
"TC-Communication-007","Initiate Chat After Match","Communication","10","A match exists between User1 and User2","Match: User1 (Old Laptop) and User2 (Vintage Book)","1. Open the match notification for User1 and User2.
2. Click the ""Chat"" button.","Chat interface opens, allowing both users to message each other."
"TC-SwapManagement-008","Swap Objects After Agreement","Swap Management","10","Users have agreed via chat to swap objects, match is active","User1’s object: ""Old Laptop"", User2’s object: ""Vintage Book""","1. Both users confirm the swap in the chat.
2. User1 clicks the ""Confirm Swap"" button in the match details.","Objects are marked as swapped in the system, and both users receive a confirmation notification. Objects are removed from available listings."
"TC-AccountCreation-009","Create New Account","Account Creation","7","Application is installed on the device","Valid email, password, name, and other required fields","1. Open the application for the first time
2. Fill in the registration form with valid data
3. Submit the form","User receives an email with a confirmation link and account creation is pending until email confirmation"
"TC-ObjectManagement-010","Add New Object to Profile","Object Management","8","User is logged into the application","Valid object details (name, description, images)","1. Navigate to the ""Add Object"" section
2. Fill in the required fields (name, description, images)
3. Submit the form","New object is added to the user’s profile and is available for barter"
"TC-ObjectManagement-011","Incomplete Object Form Submission","Object Management","8","User is logged into the application","Missing required fields (e.g., no name or description)","1. Navigate to the ""Add Object"" section
2. Fill in only some of the required fields
3. Attempt to submit the form","Form submission is rejected, and an error message is displayed"
"TC-Authentication-012","Successful Login with Valid Credentials","Authentication","14","User account exists in the system with valid credentials","Registered username and correct password","1. Open the application.
2. Navigate to the login screen.
3. Enter the registered username.
4. Enter the correct password.
5. Click the ""Login"" button.","User is successfully logged in and redirected to the home screen."
