"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-UserAuthentication-001","User registration and login","User Authentication","15","User has not registered before","Valid email, password, name, and surname","1. Open the application
2. Tap on the ""Register"" button
3. Enter the required information (email, password, name, and surname)
4. Tap on the ""Register"" button again
5. Verify that the user is registered and can log in with the provided credentials","The user is able to register and log in successfully"
"TC-CarbonFootprintCalcu-002","Carbon footprint calculation","Carbon Footprint Calculation","16","User is logged in","User's activities data","1. Open the application
2. Tap on the ""Carbon Footprint"" tab
3. Enter the user's activities data (e.g. transportation, food, energy consumption)
4. Tap on the ""Calculate"" button
5. Verify that the carbon footprint is calculated correctly","The carbon footprint is calculated correctly based on the user's activities data"
"TC-CarbonFootprintReduc-003","Suggestions for reducing carbon footprint","Carbon Footprint Reduction Suggestions","16","User has calculated their carbon footprint","User's carbon footprint","1. Open the application
2. Tap on the ""Carbon Footprint"" tab
3. Verify that suggestions for reducing carbon footprint are displayed based on the user's carbon footprint","The suggestions for reducing carbon footprint are displayed correctly based on the user's carbon footprint"
"TC-SocialFeatures-004","Social features to share carbon footprint reduction achievements with friends","Social Features","17","User has reduced their carbon footprint and has friends in the application","User's carbon footprint reduction achievements","1. Open the application
2. Tap on the ""Social"" tab
3. Verify that the user's carbon footprint reduction achievements are displayed
4. Tap on the ""Share"" button
5. Verify that the user can share their carbon footprint reduction achievements with their friends","The user can share their carbon footprint reduction achievements with their friends successfully"
"TC-Registration-005","User Registration","Registration","8","The Android app is installed on the device.","Username
Password
Email","1. Launch the app.
2. The user is prompted to create an account.
3. The user enters the required details (username, password, email) in the registration form.","The user is notified of successful registration and is redirected to the Home page."
"TC-Login-006","User Login","Login","8","The user has the app installed and has an account.","Username
Password","1. Launch the app.
2. The user is prompted to enter login credentials.
3. The user enters the username and password of their account.","The user is authenticated and is redirected to the main application page."
"TC-UserInterface-007","Verify the display of the carbon footprint calculation","User Interface","16","User has logged in and selected a device","None","1. Navigate to the carbon footprint calculation page
2. Select a replacement option (component or device)
3. Observe the carbon footprint calculation result","The carbon footprint calculation result is displayed correctly"
"TC-UserInterface-008","Verify the display of device hardware information","User Interface","18","User has logged in and selected a device","None","1. Navigate to the device information page
2. Observe the device's hardware information (memory, battery status, model)","The device's hardware information is displayed correctly"
"TC-UserInterface-009","Verify the display of the device's carbon footprint history","User Interface","16","User has logged in and selected a device","None","1. Navigate to the carbon footprint history page
2. Observe the carbon footprint history of the selected device","The carbon footprint history of the selected device is displayed correctly"
"TC-Security-010","Verify the deletion of user data upon account deletion","Security","17","User has requested account deletion","User's account and data","1. Request account deletion
2. Observe the deletion of the user's account and data from the database","The user's account and data are deleted from the database"
"TC-Security-011","Verify the deletion of user data upon application uninstallation","Security","17","User has uninstalled the application","User's data","1. Uninstall the application
2. Observe the deletion of the user's data from the device","The user's data is deleted from the device"
"TC-Security-012","Verify the elimination of sensitive user data","Security","17","User has requested account deletion","Sensitive user data","1. Request account deletion
2. Observe the elimination of sensitive user data from the database","Sensitive user data is eliminated from the database"
"TC-Hardware-013","Verify the scanning of device hardware","Hardware","18","User has logged in and selected a device","None","1. Navigate to the device information page
2. Observe the scanning and display of the device's hardware information (memory, battery status, model)","The device's hardware information is correctly scanned and displayed"
"TC-Efficiency-014","Response Time for Data Retrieval and Database Access","Efficiency","20","The application is running and connected to the internet.","N/A","1. Retrieve data from the database.
2. Measure the time taken for the data retrieval operation.","The time taken for the data retrieval operation should be less than 100 milliseconds."
"TC-UsabilityandAccessib-015","User Interface Simplicity and Intuitiveness","Usability and Accessibility","20","The application is running and the user interface is visible.","N/A","1. Navigate through the user interface.
2. Observe the size and placement of the user interface elements.
3. Check if the user interface uses stylized images to represent actions.","The user interface should be easy to navigate and intuitive."
"TC-Security-016","Database Protection from SQL Injection","Security","20, 21","The application is running and connected to the database.","N/A","1. Attempt to perform an SQL injection attack on the database.
2. Observe if the attack is successfully blocked.","The SQL injection attack should be blocked, ensuring the protection of sensitive data in the database."
"TC-ExternalRequirements-017","Compliance with European and Italian Data Protection Laws","External Requirements","23","The application is running and handling user data.","N/A","1. Collect user data within the application.
2. Ensure that the data is handled according to European and Italian data protection laws.","The application should use user data in compliance with European and Italian data protection laws."
"TC-ExternalRequirements-018","Internet Connection for Data Communication","External Requirements","23","The application is running and connected to the internet.","N/A","1. Attempt to send and receive data to and from the internet.","The application should be able to send and receive data to and from the internet."
"TC-ExternalRequirements-019","Ethical Use of Calculated and Provided Data","External Requirements","23","The application is running and providing data to the user.","N/A","1. Observe the use of calculated and provided data within the application.","The data should not be used for profit-making purposes, as the developers aim to sensitize users about their ecological impact."
"TC-AccountCreation-020","User can create an account","Account Creation","26","The application must be downloaded from the store","None","1. Open the application
2. Navigate to the account creation screen
3. Enter the required information
4. Submit the form","The user is redirected to the login page and their data is saved in the database"
"TC-AccountLogin-021","User can log in","Account Login","26","The application must be downloaded from the store","Valid user credentials","1. Open the application
2. Navigate to the login screen
3. Enter the user credentials
4. Submit the form","The user is logged in and can access the application"
"TC-AccountModification-022","User can modify account information","Account Modification","26","The user must have created an account","Updated user information","1. Log in to the application
2. Navigate to the account settings screen
3. Edit the user information
4. Submit the form","The user information is updated"
"TC-AccountLogout-023","User can log out","Account Logout","26","The user must be logged in","None","1. Log in to the application
2. Navigate to any screen in the application
3. Log out of the application","The user is no longer logged in and cannot access the application"
"TC-AccountDeletion-024","User can delete account","Account Deletion","27","The user must have created an account","None","1. Log in to the application
2. Navigate to the account settings screen
3. Select the option to delete the account
4. Confirm the deletion","The user no longer has a personal account and is redirected to the login page, their data is deleted from the database"
"TC-EnvironmentalImpact-025","User is informed about their environmental impact","Environmental Impact","26","The application must be installed","None","1. Open the application
2. Navigate to the environmental impact screen","The user is informed about their environmental impact"
"TC-ApplicationResources-026","User is informed about the resources used by the application","Application Resources","26","The application must be installed","None","1. Open the application
2. Navigate to the resources screen","The user is informed about the resources used by the application"
"TC-DeviceHardware-027","User can view hardware specifications of their device","Device Hardware","29","The user must be logged in","None","1. Log in to the application
2. Navigate to the device hardware screen","The user can view the hardware specifications of their device"
"TC-Compatibility-028","Application is compatible with Android devices running version 7.0 (Nougat) or higher","Compatibility","30","None","Android device running version 7.0 (Nougat) or higher","1. Install the application on an Android device running version 7.0 (Nougat) or higher","The application is compatible with the device and can be used"
"TC-Compatibility-029","Application requires at least 300MB of RAM","Compatibility","30","None","Android device with less than 300MB of RAM","1. Install the application on an Android device with less than 300MB of RAM","The application is not compatible with the device and cannot be used"
"TC-Compatibility-030","Application requires at least 100MB of storage space","Compatibility","30","None","Android device with less than 100MB of storage space","1. Install the application on an Android device with less than 100MB of storage space","The application is not compatible with the device and cannot be used"
"TC-Compatibility-031","Application requires an accelerometer","Compatibility","30","None","Android device without an accelerometer","1. Install the application on an Android device without an accelerometer","The application is not compatible with the device and cannot be used"
"TC-ResourceVerification-032","Verify the use of slides provided by the teacher A. Cortesi","Resource Verification","31","The slides provided by the teacher A. Cortesi are available on Moodle.","N/A","1. Access the Moodle platform for the Ingegneria del Software 2024/25 course.
2. Navigate to the section containing the slides provided by the teacher A. Cortesi.
3. Verify that the slides used for this project are present and accessible.","The slides provided by the teacher A. Cortesi are present and accessible."
"TC-ResourceVerification-033","Verify the use of video recordings of the teacher A. Spanò regarding Android Studio","Resource Verification","31","The video recordings of the teacher A. Spanò regarding Android Studio are available.","N/A","1. Access the video recordings of the teacher A. Spanò regarding Android Studio.
2. Verify that the video recordings used for this project are present and accessible.","The video recordings of the teacher A. Spanò regarding Android Studio are present and accessible."
"TC-ResourceVerification-034","Verify the use of previous project examples","Resource Verification","31","Previous project examples are available.","N/A","1. Access the previous project examples.
2. Verify that the examples used for this project are present and accessible.","The previous project examples are present and accessible."
"TC-ResourceVerification-035","Verify the use of ChatGPT for clarifications and grammatical revisions","Resource Verification","31","ChatGPT is accessible.","N/A","1. Access ChatGPT.
2. Verify that clarifications and grammatical revisions used for this project were made using ChatGPT.","Clarifications and grammatical revisions used for this project were made using ChatGPT."
"TC-ResourceVerification-036","Verify the use of YouTube for enhancing knowledge about Android Studio","Resource Verification","31","YouTube is accessible.","N/A","1. Access YouTube.
2. Verify that knowledge about Android Studio used for this project was enhanced using YouTube.","Knowledge about Android Studio used for this project was enhanced using YouTube."
