"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-SystemModels-001","Verify the description of UML in the context of use cases","System Models","6","None","UML","1. Locate the explanation of UML in the document.
2. Confirm that UML is described as a method for representing use case models.","The document should explain that UML is used to represent use case models, highlighting actors, relationships, and use case objectives."
"TC-FunctionalRequiremen-002","Verify the presence of service descriptions","Functional Requirements","15-16","None","Service descriptions","1. Review the list of services provided by the application.
2. Ensure each service is described with its purpose.","The document should list and describe the services offered by the application."
"TC-NonFunctionalRequire-003","Verify the definition of efficiency","Non-Functional Requirements","21","None","Efficiency","1. Locate the definition of efficiency in the document.
2. Confirm that the definition aligns with the concept of performance optimization.","The document should define efficiency as a property related to performance optimization."
"TC-NonFunctionalRequire-004","Verify the definition of usability and accessibility","Non-Functional Requirements","22","None","Usability and Accessibility","1. Locate the definitions of usability and accessibility in the document.
2. Confirm that the definitions align with user experience and accessibility standards.","The document should define usability and accessibility according to user experience and accessibility standards."
"TC-NonFunctionalRequire-005","Verify the definition of security","Non-Functional Requirements","22","None","Security","1. Locate the definition of security in the document.
2. Confirm that the definition aligns with data protection and privacy standards.","The document should define security in terms of data protection and privacy standards."
"TC-NonFunctionalRequire-006","Verify the definition of maintainability","Non-Functional Requirements","23","None","Maintainability","1. Locate the definition of maintainability in the document.
2. Confirm that the definition aligns with the ease of updating and modifying the application.","The document should define maintainability as the ease of updating and modifying the application."
"TC-NonFunctionalRequire-007","Verify the presence of process requirements","Non-Functional Requirements","23","None","Process requirements","1. Review the list of process requirements.
2. Ensure each requirement is described with its purpose.","The document should list and describe the process requirements for the application."
"TC-NonFunctionalRequire-008","Verify the presence of external requirements","Non-Functional Requirements","24","None","External requirements","1. Review the list of external requirements.
2. Ensure each requirement is described with its purpose.","The document should list and describe the external requirements for the application."
"TC-NonFunctionalRequire-009","Verify the presence of measurement criteria","Non-Functional Requirements","26","None","Measurement criteria","1. Review the list of measurement criteria.
2. Ensure each criterion is described with its purpose.","The document should list and describe the measurement criteria for the application."
"TC-SpecificRequirements-010","Verify the presence of specific requirements","Specific Requirements","27","None","Specific requirements","1. Review the list of specific requirements.
2. Ensure each requirement is described with its purpose.","The document should list and describe the specific requirements for the application."
"TC-SpecificRequirements-011","Verify the presence of a traceability table","Specific Requirements","30","None","Traceability table","1. Locate the traceability table in the document.
2. Confirm that the table links requirements to their sources.","The document should contain a traceability table linking requirements to their sources."
"TC-Registration-012","User Registration","Registration","8","The Android app is installed on the device.","None","1. Launch the app.
2. Click on the option to create an account.
3. Enter a username, password, and email in the registration form.
4. Submit the form.","Notification of successful registration.
User redirected to the Home page.
User data and device used for login saved in the database."
"TC-Authentication-013","User Login","Authentication","8","The user has installed the app and created an account.","None","1. Launch the app.
2. Click on the login option.
3. Enter the username and password in the login form.
4. Submit the form.","User authenticated and redirected to the main application page.
Device used for login saved in the database."
"TC-ProfileManagement-014","View Profile","Profile Management","9","User is logged in.","None","1. Click on the profile view button.","Display of user's account information (username and email).
Option to modify profile or password."
"TC-ProfileManagement-015","Edit Profile","Profile Management","9","User is on the profile view page.","None","1. Click on the edit profile button.
2. Modify the user's account information (e.g., email or password).
3. Save the changes.","Updated profile data stored in the database.
User redirected to the profile view page."
"TC-ProfileManagement-016","Delete Profile","Profile Management","10","User is on the profile view page.","None","1. Click on the delete profile button.
2. Confirm the deletion.","User profile and related data removed from the database.
User redirected to the login page."
"TC-Authentication-017","Logout","Authentication","10","User is on the profile view page.","None","1. Click on the logout button.","User logged out.
Redirected to the login page."
