"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Dashboard-001","Display Carbon Footprint Metrics for Cloud Services","Dashboard","5","User is logged in to the app and has connected at least one cloud service (e.g., Google Drive).","Sample data for cloud storage usage (e.g., 5GB stored, 10 uploads/downloads in the last month).","1. User opens the dashboard.
2. User navigates to the ""Cloud Services"" section.
3. System displays a summary of carbon emissions associated with cloud storage and data transfers.","The dashboard shows accurate and real-time carbon footprint metrics for cloud services, including a breakdown of emissions per activity (e.g., storage, transfers).
--"
"TC-Dashboard-002","Display Carbon Footprint Metrics for Streaming Services","Dashboard","5","User is logged in and has enabled streaming service tracking (e.g., YouTube, Netflix).","Sample data for streaming activity (e.g., 10 hours of video watched in the last week).","1. User opens the dashboard.
2. User navigates to the ""Streaming"" section.
3. System displays carbon emissions associated with streaming activities.","The dashboard shows accurate carbon footprint metrics for streaming, including emissions per hour watched and total emissions for the selected period.
--"
"TC-Dashboard-003","Display Carbon Footprint Metrics for Social Media Usage","Dashboard","5","User is logged in and has connected social media accounts (e.g., Facebook, Instagram).","Sample data for social media activity (e.g., 50 posts, 200 likes, 100 comments in the last month).","1. User opens the dashboard.
2. User navigates to the ""Social Media"" section.
3. System displays carbon emissions associated with social media interactions.","The dashboard shows accurate carbon footprint metrics for social media usage, including emissions per interaction type (e.g., posts, likes, comments).
--"
"TC-Dashboard-004","Display Carbon Footprint Metrics for Web Browsing","Dashboard","5","User is logged in and has enabled web browsing tracking.","Sample data for browsing activity (e.g., 50 websites visited, 10 hours of browsing in the last week).","1. User opens the dashboard.
2. User navigates to the ""Web Browsing"" section.
3. System displays carbon emissions associated with web browsing activities.","The dashboard shows accurate carbon footprint metrics for web browsing, including emissions per hour spent and total emissions for the selected period.
--"
"TC-Dashboard-005","Display Carbon Footprint Metrics for Battery Consumption","Dashboard","5","User is logged in and has enabled battery consumption tracking.","Sample data for battery usage (e.g., 80% battery usage in the last day).","1. User opens the dashboard.
2. User navigates to the ""Battery Consumption"" section.
3. System displays carbon emissions associated with battery usage.","The dashboard shows accurate carbon footprint metrics for battery consumption, including emissions per percentage of battery used and total emissions for the selected period.
--"
"TC-EducationSensitizati-006","Display Educational Notifications for Sustainable Digital Habits","Education & Sensitization","5","User is logged in and has not dismissed any educational notifications in the last 24 hours.","None (system-generated notifications).","1. User opens the app.
2. System checks for pending educational notifications.
3. System displays a notification with tips for reducing digital carbon footprint.","The app shows a notification with clear, actionable advice for reducing the environmental impact of digital activities (e.g., ""Reduce video quality to lower emissions"").
--"
"TC-Gamification-007","Award Badge for Reducing Carbon Footprint by 10%","Gamification","5","User has reduced their carbon footprint by at least 10% compared to the previous week.","Sample data showing a 10% reduction in carbon emissions from the baseline.","1. User logs in to the app.
2. System calculates the user’s carbon footprint reduction over the last week.
3. User completes a week with a 10% reduction.
4. System awards a badge for the achievement.","The app displays a new badge in the user’s profile, labeled ""Eco-Saver,"" and shows a congratulatory message.
--"
"TC-Gamification-008","Display Leaderboard for Top Users by Carbon Reduction","Gamification","5","Multiple users have logged their carbon footprint data for the current month.","Sample data for at least 5 users with varying carbon footprint reductions.","1. User navigates to the ""Leaderboard"" section.
2. System ranks users based on their carbon footprint reduction.
3. User views the top 5 users in the leaderboard.","The leaderboard displays the top 5 users with the highest percentage of carbon footprint reduction, along with their usernames and reduction percentages.
--"
"TC-CloudIntegration-009","Connect Google Drive Account to Track Cloud Storage Emissions","Cloud Integration","5,6","User has not connected any cloud services to the app.","Valid Google Drive account credentials.","1. User navigates to ""Settings"" > ""Cloud Services.""
2. User selects ""Google Drive"" and clicks ""Connect.""
3. User enters valid credentials and grants permissions.
4. System connects to Google Drive and retrieves storage data.","The app successfully connects to Google Drive, retrieves storage and activity data, and starts tracking carbon emissions associated with cloud usage.
--"
"TC-SocialMediaIntegrati-010","Connect Social Media Accounts to Track Emissions","Social Media Integration","5","User has not connected any social media accounts to the app.","Valid Facebook/Instagram account credentials.","1. User navigates to ""Settings"" > ""Social Media.""
2. User selects ""Facebook"" and clicks ""Connect.""
3. User enters valid credentials and grants permissions.
4. System connects to Facebook and retrieves activity data.","The app successfully connects to Facebook, retrieves post/like/comment data, and starts tracking carbon emissions associated with social media activity.
--
No further test cases can be derived from the provided pages as they lack explicit functional or technical details for other modules (e.g., database, device requirements, or specific error-handling scenarios)."
"TC-UserAuthentication-011","Successful User Registration","User Authentication","10","The app is installed on the user's device.","Valid username, valid email, valid password","1. User opens the application.
2. User selects the registration option.
3. User enters a valid username, valid email, and valid password.
4. User submits the form.","The user account is successfully registered in the database, and the user can access application functionalities."
"TC-UserAuthentication-012","Redirect to Login for Existing User","User Authentication","10","The app is installed on the user's device.","None","1. User opens the application.
2. User attempts to register but is already registered.
3. User is prompted to complete the login form instead.","The system redirects the user to the login form."
"TC-UserAuthentication-013","Successful User Login","User Authentication","11","The user has already registered an account.","Valid email and password of a registered user","1. User opens the application.
2. User selects the login option.
3. User enters a valid email and password.
4. User submits the form.","The user is authenticated and redirected to the home screen of the application."
"TC-UserAuthentication-014","Redirect to Registration for Unregistered User","User Authentication","11","The app is installed on the user's device.","None","1. User opens the application.
2. User attempts to log in but has no account.
3. User is prompted to register first.","The system redirects the user to the registration form."
"TC-HomeScreen-015","Display CO2 Emission Overview","Home Screen","12","The user has accepted the required permissions for device data access.","None","1. User logs in or navigates to the home screen.
2. The system retrieves battery and network traffic data.
3. The system displays an overview of CO2 emissions based on the data.","The home screen shows a graphical and textual overview of battery and network traffic consumption, reflecting CO2 emissions."
