"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Signup-001","Successful User Registration with Valid Data","Signup","3, 22, 36","User is on the Signup screen of the app.","Valid email (e.g., user@example.com), valid password (e.g., ""Password123!""), valid name (e.g., ""John Doe""), valid phone number (e.g., ""+393123456789"")","1. Enter valid email address in the email field.
2. Enter valid password in the password field.
3. Re-enter the same password in the confirm password field.
4. Enter valid name in the name field.
5. Enter valid phone number in the phone number field.
6. Click on the ""Register"" button.","User account is successfully created, and a confirmation message is displayed. User is redirected to the Login screen."
"TC-Signup-002","User Registration with Invalid Email Format","Signup","3, 22, 36","User is on the Signup screen of the app.","Invalid email (e.g., ""user@example""), valid password (e.g., ""Password123!""), valid name (e.g., ""John Doe""), valid phone number (e.g., ""+393123456789"")","1. Enter invalid email address in the email field.
2. Enter valid password in the password field.
3. Re-enter the same password in the confirm password field.
4. Enter valid name in the name field.
5. Enter valid phone number in the phone number field.
6. Click on the ""Register"" button.","Error message is displayed indicating the email format is invalid. User remains on the Signup screen."
"TC-Signup-003","User Registration with Mismatched Passwords","Signup","3, 22, 36","User is on the Signup screen of the app.","Valid email (e.g., ""user@example.com""), first password (e.g., ""Password123!""), second password (e.g., ""Password456!""), valid name (e.g., ""John Doe""), valid phone number (e.g., ""+393123456789"")","1. Enter valid email address in the email field.
2. Enter first password in the password field.
3. Enter second password (different from the first) in the confirm password field.
4. Enter valid name in the name field.
5. Enter valid phone number in the phone number field.
6. Click on the ""Register"" button.","Error message is displayed indicating the passwords do not match. User remains on the Signup screen."
"TC-Login-004","Successful Login with Valid Credentials","Login","3, 22, 37","User has a registered account and is on the Login screen of the app.","Valid email (e.g., ""user@example.com""), valid password (e.g., ""Password123!"")","1. Enter valid email address in the email field.
2. Enter valid password in the password field.
3. Click on the ""Login"" button.","User is successfully logged in and redirected to the home screen."
"TC-Login-005","Failed Login with Invalid Password","Login","3, 22, 37","User has a registered account and is on the Login screen of the app.","Valid email (e.g., ""user@example.com""), invalid password (e.g., ""WrongPassword!"")","1. Enter valid email address in the email field.
2. Enter invalid password in the password field.
3. Click on the ""Login"" button.","Error message is displayed indicating invalid credentials. User remains on the Login screen."
"TC-CreateAnnouncement-006","Successful Creation of a Service Announcement","Create Announcement","3, 22, 37","User is logged in and on the ""Create Announcement"" screen.","Valid title (e.g., ""Need help with gardening""), valid description (e.g., ""I need help trimming my bushes""), valid service type (e.g., ""Gardening""), valid location (e.g., ""Via Roma, 123""), valid date and time (e.g., ""2023-12-25 10:00"")","1. Enter valid title in the title field.
2. Enter valid description in the description field.
3. Select valid service type from the dropdown menu.
4. Enter valid location in the location field.
5. Select valid date and time for the service.
6. Click on the ""Post Announcement"" button.","Announcement is successfully created and displayed in the user's profile and the neighborhood feed."
"TC-CreateAnnouncement-007","Creation of Announcement with Missing Required Field","Create Announcement","3, 22, 37","User is logged in and on the ""Create Announcement"" screen.","Missing title, valid description (e.g., ""I need help trimming my bushes""), valid service type (e.g., ""Gardening""), valid location (e.g., ""Via Roma, 123""), valid date and time (e.g., ""2023-12-25 10:00"")","1. Leave the title field empty.
2. Enter valid description in the description field.
3. Select valid service type from the dropdown menu.
4. Enter valid location in the location field.
5. Select valid date and time for the service.
6. Click on the ""Post Announcement"" button.","Error message is displayed indicating the title field is required. User remains on the ""Create Announcement"" screen."
"TC-ViewAnnouncement-008","Successful Viewing of an Announcement","View Announcement","3, 23, 38","User is logged in and there is at least one announcement posted in the system.","Existing announcement (e.g., ""Need help with gardening"")","1. Navigate to the neighborhood feed or search for an existing announcement.
2. Click on the announcement titled ""Need help with gardening"".","Announcement details (title, description, service type, location, date, and time) are displayed correctly."
"TC-BookAnnouncement-009","Successful Booking of an Announcement","Book Announcement","3, 23, 39","User is logged in and there is at least one available announcement.","Existing announcement (e.g., ""Need help with gardening"")","1. Navigate to the neighborhood feed and find the announcement titled ""Need help with gardening"".
2. Click on the ""Book"" button next to the announcement.
3. Confirm the booking in the confirmation dialog.","Announcement is marked as booked, and a notification is sent to the service provider. User receives a confirmation message."
"TC-AcceptAnnouncement-010","Successful Acceptance of a Booking Request","Accept Announcement","3, 24, 39","User is logged in as a service provider and has received a booking request for an announcement.","Pending booking request for an announcement (e.g., ""Need help with gardening"")","1. Navigate to the ""Booking Requests"" section.
2. Find the pending booking request for the announcement titled ""Need help with gardening"".
3. Click on the ""Accept"" button next to the request.","Booking request is accepted, and a confirmation message is displayed. Both the user and the service provider receive notifications."
"TC-DeleteAnnouncement-011","Successful Deletion of an Announcement","Delete Announcement","3, 24, 40","User is logged in as the owner of an announcement.","Existing announcement (e.g., ""Need help with gardening"")","1. Navigate to the user's profile or announcement list.
2. Find the announcement titled ""Need help with gardening"".
3. Click on the ""Delete"" button next to the announcement.
4. Confirm deletion in the confirmation dialog.","Announcement is successfully deleted, and a confirmation message is displayed. The announcement is no longer visible in the feed or user's profile."
"TC-ViewProfile-012","Successful Viewing of Another User's Profile","View Profile","3, 25, 41","User is logged in and there is at least one other user in the system.","Existing user profile (e.g., ""Jane Smith"")","1. Navigate to the neighborhood feed or search for another user.
2. Click on the profile of ""Jane Smith"".","User profile details (name, email, phone number, posted announcements, and booking history) are displayed correctly."
"TC-EditAccount-013","Successful Editing of User Account Information","Edit Account","3, 25, 42","User is logged in and on the account settings screen.","Updated name (e.g., ""Johnathan Doe""), updated phone number (e.g., ""+393987654321"")","1. Navigate to the account settings.
2. Enter updated name in the name field.
3. Enter updated phone number in the phone number field.
4. Click on the ""Save Changes"" button.","Account information is successfully updated, and a confirmation message is displayed."
"TC-EditAnnouncement-014","Successful Editing of an Announcement","Edit Announcement","3, 26, 42","User is logged in as the owner of an announcement and on the announcement details screen.","Existing announcement (e.g., ""Need help with gardening""), updated description (e.g., ""I need help trimming my bushes and mowing the lawn"")","1. Navigate to the announcement titled ""Need help with gardening"".
2. Click on the ""Edit"" button.
3. Enter updated description in the description field.
4. Click on the ""Save Changes"" button.","Announcement is successfully updated, and a confirmation message is displayed. Updated details are visible in the announcement."
"TC-UserAccount-015","Successful User Registration","User Account","12","User is not registered in the system","Valid email, password, name, and location data","1. User opens the application.
2. User navigates to the registration page.
3. User enters valid email address.
4. User enters valid password.
5. User enters name.
6. User enters location data.
7. User confirms registration by clicking ""Sign Up"" or equivalent button.","User account is created successfully, and the system redirects the user to the login or home page with a confirmation message."
"TC-UserAccount-016","Registration with Missing Required Field","User Account","12","User is not registered in the system","Valid email, empty password field, name, and location data","1. User opens the application.
2. User navigates to the registration page.
3. User enters valid email address.
4. User leaves password field empty.
5. User enters name.
6. User enters location data.
7. User attempts to confirm registration by clicking ""Sign Up"" or equivalent button.","System displays an error message indicating that the password field is required."
"TC-UserAccount-017","Registration with Invalid Email Format","User Account","12","User is not registered in the system","Invalid email format (e.g., ""user@example""), password, name, and location data","1. User opens the application.
2. User navigates to the registration page.
3. User enters invalid email format (e.g., ""user@example"").
4. User enters valid password.
5. User enters name.
6. User enters location data.
7. User attempts to confirm registration by clicking ""Sign Up"" or equivalent button.","System displays an error message indicating that the email format is invalid."
"TC-Geolocalization-018","Device Geo-localization and Nearby User Identification","Geo-localization","7","User is logged in and has enabled location services","User location data (e.g., coordinates of a specific neighborhood)","1. User opens the application.
2. System requests and obtains user location permissions.
3. User grants location access.
4. System displays a map or list of nearby users/devices.
5. User verifies the number of active users in the vicinity.","System accurately identifies and displays nearby users/devices within the selected neighborhood or area."
