"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-UserManagement-001","Successful User Registration","User Management","7","User is not already registered in the system.","Valid email (e.g., test@example.com), valid password (e.g., Passw0rd!), valid name (e.g., John Doe)","1. User navigates to the registration page.
2. User enters valid email, password, and name.
3. User clicks the ""Register"" button.","System confirms registration success and redirects to login page."
"TC-UserManagement-002","Registration with Invalid Email Format","User Management","7","User is not registered.","Invalid email (e.g., test@example), valid password, valid name","1. User navigates to the registration page.
2. User enters invalid email, valid password, and name.
3. User clicks the ""Register"" button.","System displays an error message indicating invalid email format."
"TC-Authentication-003","Successful User Login","Authentication","8","User is registered in the system.","Valid registered email (e.g., test@example.com), correct password (e.g., Passw0rd!)","1. User navigates to the login page.
2. User enters valid email and password.
3. User clicks the ""Login"" button.","System grants access to the user dashboard."
"TC-Authentication-004","Login with Incorrect Password","Authentication","8","User is registered.","Valid registered email, incorrect password (e.g., wrongpass)","1. User navigates to the login page.
2. User enters valid email and incorrect password.
3. User clicks the ""Login"" button.","System displays an error message indicating incorrect credentials."
"TC-WeatherVisualization-005","Display Weather Data","Weather Visualization","9","User is logged in.","None","1. User navigates to the weather visualization section.
2. User requests weather data display.","System displays current weather data (e.g., temperature, humidity, etc.)."
"TC-GreenhouseManagement-006","View List of Greenhouses","Greenhouse Management","10","User is logged in and has at least one greenhouse registered.","None","1. User navigates to the greenhouse list section.
2. User requests to view all greenhouses.","System displays a list of all registered greenhouses with their details."
"TC-GreenhouseManagement-007","Add New Greenhouse","Greenhouse Management","11","User is logged in.","Valid greenhouse name (e.g., Greenhouse A), valid location (e.g., Garden), valid sensor data (e.g., temperature sensor)","1. User navigates to the greenhouse addition section.
2. User enters greenhouse name, location, and sensor details.
3. User clicks the ""Add Greenhouse"" button.","System confirms greenhouse addition and updates the greenhouse list."
"TC-GreenhouseManagement-008","Remove Existing Greenhouse","Greenhouse Management","12","User is logged in and has at least one greenhouse registered.","Existing greenhouse name (e.g., Greenhouse A)","1. User navigates to the greenhouse list section.
2. User selects a greenhouse to remove.
3. User confirms removal.","System removes the greenhouse and updates the list accordingly."
"TC-UserSettings-009","Modify User Settings","User Settings","13","User is logged in.","New language preference (e.g., English), new notification setting (e.g., Enable)","1. User navigates to the settings section.
2. User modifies language preference and notification settings.
3. User saves changes.","System applies the changes and confirms updates."
"TC-DataVisualization-010","View Latest Data for Greenhouse","Data Visualization","14","User is logged in and has at least one greenhouse with recorded data.","Existing greenhouse name (e.g., Greenhouse A)","1. User navigates to the latest data section.
2. User selects a greenhouse.","System displays the latest recorded data for the selected greenhouse."
"TC-DataVisualization-011","View Data Graphs for Greenhouse","Data Visualization","15","User is logged in and has at least one greenhouse with recorded data.","Existing greenhouse name (e.g., Greenhouse A), time range (e.g., Last 7 days)","1. User navigates to the graphs section.
2. User selects a greenhouse and a time range.","System displays a graph of the selected data for the chosen time range."
"TC-HardwareManagement-012","Manage Connected Hardware","Hardware Management","16","User is logged in and has at least one connected hardware device.","Existing hardware device ID (e.g., Sensor-001)","1. User navigates to the hardware management section.
2. User selects a device to manage (e.g., view status, update firmware).","System displays device details and allows management actions (e.g., status update, firmware update confirmation)."
"TC-UserProfile-013","Update User Profile Information","User Profile","17","User is logged in.","Updated profile details (e.g., new phone number, new address)","1. User navigates to the profile section.
2. User updates personal information (e.g., phone number, address).
3. User saves changes.","System confirms profile update and reflects changes in the user profile."
"TC-UserRegistration-014","Successful User Registration","User Registration","7","App installed on device, device connected to internet","Valid name, valid email, valid password","1. Open the registration screen.
2. Enter a valid name in the name field.
3. Enter a valid email in the email field.
4. Enter a valid password in the password field.
5. Click the ""Register"" button.","User account is created successfully, and a confirmation message is displayed."
"TC-UserRegistration-015","Registration Error for Existing User","User Registration","7","App installed on device, device connected to internet, an existing user with the same email","Name, email of an existing user, valid password","1. Open the registration screen.
2. Enter a name in the name field.
3. Enter an email of an existing user in the email field.
4. Enter a valid password in the password field.
5. Click the ""Register"" button.","Error message is displayed stating the user is already registered."
"TC-UserLogin-016","Successful User Login","User Login","8","App installed on device, device connected to internet, registered user","Valid email, valid password","1. Open the login screen.
2. Enter a valid email in the email field.
3. Enter a valid password in the password field.
4. Click the ""Login"" button.","User is logged in successfully and redirected to the user profile/dashboard."
"TC-UserLogin-017","Login Error for Unregistered User","User Login","8","App installed on device, device connected to internet","Non-registered email, valid password","1. Open the login screen.
2. Enter a non-registered email in the email field.
3. Enter a valid password in the password field.
4. Click the ""Login"" button.","Error message is displayed stating the user is not registered."
"TC-UserLogin-018","Login Error for Incorrect Credentials","User Login","8","App installed on device, device connected to internet, registered user","Valid email, incorrect password","1. Open the login screen.
2. Enter a valid email in the email field.
3. Enter an incorrect password in the password field.
4. Click the ""Login"" button.","Error message is displayed stating the credentials are incorrect."
