item_type,item_text,best_testcase_id,best_similarity,best_testcase_text
flow,"user -> trip — type=association; label=""user""; explanation=""user creates a trip""",TC-User-013,0.8102140426635742,test case id: tc-user-013 title: view all trips module: trip source pages: 4 preconditions: multiple trips exist. test data: test steps: 1. user calls `viewalltrips()` method. expected result: list of all trips is displayed.
flow,"trip -> placetovisit — type=association; label=""trip""; explanation=""trip has a place to visit""",TC-User-009,0.8387424945831299,test case id: tc-user-009 title: view place to visit module: placetovisit source pages: 1 preconditions: place to visit exists. test data: test steps: 1. user calls `viewplacetovisit()` method. expected result: place to visit details are displayed.
flow,"placetovisit -> category — type=association; label=""category""; explanation=""place to visit has a category""",TC-User-009,0.8212484121322632,test case id: tc-user-009 title: view place to visit module: placetovisit source pages: 1 preconditions: place to visit exists. test data: test steps: 1. user calls `viewplacetovisit()` method. expected result: place to visit details are displayed.
flow,"dailyplan -> weather — type=association; label=""weather""; explanation=""daily plan has weather""",TC-User-008,0.8355860710144043,test case id: tc-user-008 title: view weather forecast module: weather source pages: 1 preconditions: daily plan exists. test data: test steps: 1. user calls `viewweatherforecast()` method. expected result: weather forecast details are displayed.
flow,"user -> dailyplan — type=association; label=""user""; explanation=""user has a daily plan""",TC-User-007,0.8492552042007446,test case id: tc-user-007 title: view daily plan module: dailyplan source pages: 4 preconditions: daily plan exists. test data: test steps: 1. user calls `viewdailyplan()` method. expected result: daily plan details are displayed.
flow,"trip -> dailyplan — type=association; label=""trip""; explanation=""trip has a daily plan""",TC-User-007,0.8297127485275269,test case id: tc-user-007 title: view daily plan module: dailyplan source pages: 4 preconditions: daily plan exists. test data: test steps: 1. user calls `viewdailyplan()` method. expected result: daily plan details are displayed.
flow,user -> trip -> placetovisit -> category -> dailyplan -> weather -> user,TC-User-008,0.7958213686943054,test case id: tc-user-008 title: view weather forecast module: weather source pages: 1 preconditions: daily plan exists. test data: test steps: 1. user calls `viewweatherforecast()` method. expected result: weather forecast details are displayed.
flow,user -> dailyplan -> weather -> user,TC-User-008,0.821428656578064,test case id: tc-user-008 title: view weather forecast module: weather source pages: 1 preconditions: daily plan exists. test data: test steps: 1. user calls `viewweatherforecast()` method. expected result: weather forecast details are displayed.
flow,the diagram models a user's interaction with a trip planning system.,TC-User-009,0.7648043036460876,test case id: tc-user-009 title: view place to visit module: placetovisit source pages: 1 preconditions: place to visit exists. test data: test steps: 1. user calls `viewplacetovisit()` method. expected result: place to visit details are displayed.
flow,"the user can create a trip, which has a place to visit, category, and daily plan.",TC-Trip-005,0.7965201139450073,test case id: tc-trip-005 title: list trips module: trip source pages: 4 preconditions: multiple trips exist. test data: test steps: 1. user calls `listtrips()` method. expected result: list of all trips is displayed.
flow,the daily plan has weather information.,TC-User-008,0.8242506980895996,test case id: tc-user-008 title: view weather forecast module: weather source pages: 1 preconditions: daily plan exists. test data: test steps: 1. user calls `viewweatherforecast()` method. expected result: weather forecast details are displayed.
flow,the user can view their daily plan and weather.,TC-User-008,0.8281729817390442,test case id: tc-user-008 title: view weather forecast module: weather source pages: 1 preconditions: daily plan exists. test data: test steps: 1. user calls `viewweatherforecast()` method. expected result: weather forecast details are displayed.
