"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Registrazione-001","Registrazione Utente","Registrazione","3, 10","N/A","N/A","1. Aprire l'applicazione
2. Selezionare l'opzione ""Registrati""
3. Inserire i dati richiesti (nome, cognome, email, password)
4. Selezionare l'opzione ""Registrati""","L'utente deve essere in grado di registrarsi e ricevere una conferma di registrazione."
"TC-Login-002","Login Utente","Login","3, 10","L'utente deve essere registrato","N/A","1. Aprire l'applicazione
2. Selezionare l'opzione ""Accedi""
3. Inserire l'email e la password
4. Selezionare l'opzione ""Accedi""","L'utente deve essere in grado di accedere all'applicazione con le proprie credenziali."
"TC-Segnalazione-003","Aggiungere Segnalazione","Segnalazione","3, 11","L'utente deve essere loggato","N/A","1. Aprire l'applicazione
2. Selezionare l'opzione ""Segnalare""
3. Inserire i dati richiesti (tipo di segnalazione, luogo, descrizione)
4. Selezionare l'opzione ""Invia""","La segnalazione deve essere inviata e visualizzata nell'applicazione."
"TC-Segnalazione-004","Specifica Tipo Segnalazione","Segnalazione","3, 11","L'utente deve essere loggato","N/A","1. Aprire l'applicazione
2. Selezionare l'opzione ""Segnalare""
3. Selezionare il tipo di segnalazione","Il tipo di segnalazione deve essere selezionabile e visualizzabile nell'applicazione."
"TC-Segnalazione-005","Specifica Luogo Segnalazione","Segnalazione","3, 12","L'utente deve essere loggato","N/A","1. Aprire l'applicazione
2. Selezionare l'opzione ""Segnalare""
3. Selezionare il luogo di segnalazione","Il luogo di segnalazione deve essere selezionabile e visualizzabile nell'applicazione."
"TC-Notifiche-006","Riceve Notifica","Notifiche","3, 12","L'utente deve essere loggato","N/A","1. Aprire l'applicazione
2. Ricevere una notifica","L'utente deve ricevere la notifica e essere in grado di visualizzarla."
"TC-Segnalazione-007","Visualizzare Segnalazione","Segnalazione","3, 13","L'utente deve essere loggato","N/A","1. Aprire l'applicazione
2. Selezionare l'opzione ""Segnalazioni""","Le segnalazioni deve essere visualizzabili nell'applicazione."
"TC-Segnalazione-008","Modificare Segnalazione","Segnalazione","3, 13","L'utente deve essere loggato e avere la possibilità di modificare la segnalazione","N/A","1. Aprire l'applicazione
2. Selezionare l'opzione ""Segnalazioni""
3. Selezionare una segnalazione
4. Modificare i dati richiesti (tipo di segnalazione, luogo, descrizione)
5. Selezionare l'opzione ""Salva""","La segnalazione deve essere modificata e visualizzata nell'applicazione."
"TC-Profilo-009","Visualizzare Profilo","Profilo","3, 14","L'utente deve essere loggato","N/A","1. Aprire l'applicazione
2. Selezionare l'opzione ""Profilo""","Il profilo dell'utente deve essere visualizzabile nell'applicazione."
"TC-Profilo-010","Modificare Profilo","Profilo","3, 14","L'utente deve essere loggato","N/A","1. Aprire l'applicazione
2. Selezionare l'opzione ""Profilo""
3. Modificare i dati richiesti (nome, cognome, email)
4. Selezionare l'opzione ""Salva""","Il profilo dell'utente deve essere modificato e visualizzato nell'applicazione."
"TC-UserRegistration-011","User Registration","User Registration","10","The app is installed on the device","Username, Password, Name, Surname, Gender, Date of Birth, Phone, Email","1. Launch the application
2. Click on the Register button
3. Enter the required information
4. Click on the Register button","The account is registered and the user is logged in"
"TC-UserLogin-012","User Login","User Login","10","The user has installed the app and has an account","Email, Password","1. Launch the application
2. Click on the Login button
3. Enter the email and password
4. Click on the Login button","The user is authenticated and redirected to the main screen of the application"
"TC-ReportEmergency-013","Report Emergency","Report Emergency","11","The user has an account","Type of Emergency, Location","1. Click on the Report Emergency button
2. Select the type of emergency
3. Enter the location of the emergency
4. Click on the Submit button","The emergency is reported and saved in the database"
"TC-User-014","Create User","User","13,14","None","None","1. Open the application for the first time.
2. Navigate to the registration screen.
3. Fill out the registration form with required information.
4. Submit the registration form.","The user is registered and added to the database."
"TC-User-015","Modify Profile","User","14","User is registered.","New information (residence, phone number, personal data).","1. Navigate to the profile screen.
2. Select the ""Modify Profile"" option.
3. Update the user's information.
4. Save the changes.","The user's information is updated in the database."
"TC-IncidentReport-016","Report Incident","Incident Report","13","User is registered.","Incident details (location, description, type).","1. Navigate to the incident report screen.
2. Fill out the incident report form with required information.
3. Submit the incident report.","The incident is reported and added to the database."
"TC-IncidentView-017","View Incident","Incident View","13","User is registered.","None","1. Navigate to the incident view screen.
2. Select an incident from the list.
3. View the incident details.","The incident details are displayed."
"TC-IncidentComment-018","Add Comment to Incident","Incident Comment","13","User is registered.","Comment text.","1. Navigate to the incident comment screen.
2. Select an incident from the list.
3. Enter a comment in the comment box.
4. Submit the comment.","The comment is added to the incident."
"TC-Map-019","View Incidents on Map","Map","13","User is registered.","None","1. Navigate to the map screen.
2. View the incidents marked on the map.","The incidents are displayed on the map."
"TC-Collaboration-020","Collaborate on Incident","Collaboration","13","User is registered.","None","1. Navigate to the incident collaboration screen.
2. Select an incident from the list.
3. Collaborate with other users on the incident.","The incident is managed collaboratively with other users."
"TC-Location-021","Update User Location","Location","16","User is registered.","None","1. The user's location is periodically updated.","The user's location is updated in the database."
"TC-NearbyIncidents-022","View Nearby Incidents","Nearby Incidents","16","User is registered.","None","1. Navigate to the nearby incidents screen.
2. View the incidents nearby the user.","The nearby incidents are displayed."
"TC-Reporting-023","Add a Report","Reporting","19","User is logged in.","Incident type (as defined in the PDF).","1. Navigate to the reporting section.
2. Select the incident type.
3. Enter incident details.
4. Submit the report.","The report is added to the system and visible to other users."
"TC-UserInterface-024","Clean and intuitive interface","User Interface","25,26,27,28,29,30","User is on the application","N/A","1. Open the application
2. Navigate through the application
3. Observe the layout and design of the application","The application should have a clean and intuitive interface that is easy to navigate."
"TC-Database-025","Firebase database usage","Database","26","User is on the application and has an internet connection","N/A","1. Open the application
2. Check if the application is able to connect to the Firebase database","The application should be able to connect to the Firebase database and store/retrieve data as required."
"TC-Network-026","Internet connection requirement","Network","26,28","User is on the application","N/A","1. Open the application
2. Check if the application requires an internet connection to function","The application should require an internet connection to function."
"TC-Location-027","GPS functionality requirement","Location","26,29","User is on the application and has GPS enabled on their device","N/A","1. Open the application
2. Check if the application requires GPS to function","The application should require GPS to function and be able to track the user's location."
"TC-DataSecurity-028","Data security","Data Security","28","User is on the application and has an internet connection","Sensitive user data","1. Open the application
2. Enter sensitive user data
3. Check if the data is transmitted securely and stored securely in the database","The sensitive user data should be transmitted securely and stored securely in the database."
"TC-Performance-029","Performance","Performance","28","User is on the application","N/A","1. Open the application
2. Perform various actions within the application
3. Check if the application performs well and responds in a timely manner","The application should perform well and respond in a timely manner."
"TC-Portability-030","Portability","Portability","28","User is on the application","N/A","1. Install the application on a device running Android version 8.1 or higher
2. Check if the application is compatible with the device and runs without any issues","The application should be compatible with the device and run without any issues."
"TC-Storage-031","Storage requirement","Storage","28","User is on the application","N/A","1. Install the application
2. Check if the application requires sufficient storage space to install and run","The application should require approximately 300 MB of storage space to install and run."
"TC-Communication-032","Chat functionality","Communication","29","User is on the application","N/A","1. Open the application
2. Check if there is a chat feature for users to communicate in real-time","There should be a chat feature for users to communicate in real-time."
"TC-Comments-033","Comments feature","Comments","29","User is on the application","N/A","1. Open the application
2. Check if there is a feature for users to add comments to events","There should be a feature for users to add comments to events."
"TC-Registration-034","User can create an account","Registration","31","The application is downloaded from the store and installed correctly on the phone.","None","1. Launch the application.
2. Click on the ""Register"" button.
3. Enter the required details (username, email, password, etc.).
4. Click on the ""Register"" button.","The user is able to create an account and navigate within the application."
"TC-Profile-035","User can modify personal information","Profile","31","The user has registered correctly.","New phone number and address.","1. Navigate to the profile section.
2. Click on the ""Edit"" button.
3. Update the phone number and address fields.
4. Click on the ""Save"" button.","The user has modified their personal information related to the application."
"TC-Report-036","User can add a predefined report","Report","32","The user has registered correctly and is aware of the application rules.","A predefined report type.","1. Navigate to the report section.
2. Select a predefined report type.
3. Enter the required details for the report.
4. Click on the ""Submit"" button.","A new report is created."
"TC-ViewReports-037","User can view all reports made by the community","View Reports","32","The user has registered correctly and is aware of the application rules.","None","1. Navigate to the view reports section.
2. Verify that the map displays all reports made by the community.","The user has visualized the map with all reports."
"TC-Disconnect-038","User can disconnect from the application","Disconnect","33","The user is connected to the application.","None","1. Navigate to the settings section.
2. Click on the ""Logout"" button.","The user is no longer connected to the application."
"TC-Connect-039","User can reconnect to the application","Connect","36","The user is not connected to the app.","None","1. Launch the application.
2. Click on the ""Login"" button.
3. Enter the registered username and password.
4. Click on the ""Login"" button.","The user is connected to the app."
"TC-ManageReports-040","User can manage reports","Manage Reports","34","The user has registered correctly and is aware of the application rules.","A report.","1. Navigate to the manage reports section.
2. Select a report.
3. Perform the desired action on the report (edit, delete, etc.).","The user has modified the reports."
"TC-Traceability-041","Verification of traceability between requirements","Traceability","35","None","None","1. Verify the traceability between functional and non-functional requirements as listed in the table.","The traceability between functional and non-functional requirements is correct."
