"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Registration-001","User Registration","Registration","4,5","None","Username, Password","1. Open the registration form.
2. Enter a unique username.
3. Enter a password.
4. Confirm the password.
5. Click on the ""Register"" button.","The system should validate the entered data and create a new account."
"TC-Authentication-002","User Login","Authentication","4,5","A registered user exists.","Username, Password","1. Open the login form.
2. Enter the registered username.
3. Enter the corresponding password.
4. Click on the ""Login"" button.","The system should authenticate the user and redirect to the main application page."
"TC-Search-003","Search City","Search","4","A city with POIs exists in the database.","City name","1. Open the search form.
2. Enter the name of the city.
3. Click on the ""Search"" button.","The system should display the list of POIs associated with the searched city."
"TC-InformationDisplay-004","View City Information","Information Display","4","A city with POIs exists in the database.","City name","1. Open the city information page.
2. Enter the name of the city.
3. Click on the ""View"" button.","The system should display the basic information of the city and its POIs."
"TC-EventManagement-005","Insert Event","Event Management","4","A logged-in user exists.","Event details (city, date, description)","1. Open the event insertion form.
2. Select the city where the event will take place.
3. Enter the event date.
4. Provide a description of the event.
5. Click on the ""Insert"" button.","The system should save the event details and update the city's event list."
"TC-EventManagement-006","View Events","Event Management","4","An event has been inserted for a city.","City name","1. Open the event view page.
2. Enter the name of the city.
3. Click on the ""View"" button.","The system should display the list of events associated with the selected city."
"TC-EventManagement-007","Modify Event","Event Management","4","An event has been inserted for a city.","Event details (city, date, description)","1. Open the event modification form.
2. Select the city where the event is located.
3. Choose the event to modify.
4. Update the event date or description.
5. Click on the ""Update"" button.","The system should update the event details and reflect the changes in the city's event list."
"TC-EventManagement-008","Delete Event","Event Management","4","An event has been inserted for a city.","Event details (city, date, description)","1. Open the event deletion form.
2. Select the city where the event is located.
3. Choose the event to delete.
4. Click on the ""Delete"" button.","The system should remove the event from the city's event list and update the database accordingly."
"TC-Login-009","User Login","Login","8","User has installed the application on their Android device.","None","1. Launch the application after installation.
2. Click on the login option.
3. Enter personal details such as email and password.","User can access the main functions of the application."
"TC-Search-010","City Search","Search","9","User has logged into the application.","None","1. Tap the button indicating the desire to search for a city.
2. Enter the name of the city to be searched and select it.","Information about the selected city is displayed."
"TC-Search-011","Display City Information","Search","9","User has searched for an existing city in Veneto.","None","1. Tap the button to start searching for the city based on the entered name.","All available information about the searched city is displayed."
"TC-Search-012","POI Search","Search","10","User has downloaded the app and logged in correctly.","None","1. Tap the button indicating the desire to search for a specific type of POI.
2. Select the types of POI the user is interested in via a menu.","A list of all selected POIs present in Veneto with their positions is displayed."
"TC-Search-013","Display POI List","Search","10","User has initiated a search for POIs according to specific types.","None","1. Enter the types of POIs to search for and tap the button to initiate the search.","A list of all POIs of the specified type present in Veneto with their positions is displayed."
"TC-EventManagement-014","Insert Event in City","Event Management","11","User has downloaded the app and logged in correctly.","None","1. Search for a specific city and then click on the button to add an event.
2. Fill out the form with event name, event type, date, and optional description.","The event is added to the database if considered valid and a confirmation message is sent to the user."
"TC-EventManagement-015","Edit Event","Event Management","12","User has downloaded the app and logged in correctly.","None","1. Enter the left menu and select ""My Events"".
2. Choose an event and click the ""edit"" button.","The user can modify the event's data."
