"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-UserConfiguration-001","User adds custom vehicle details","User Configuration","6","The application is installed on the user's Android device.","Custom vehicle details (make, model, year, fuel type, consumption)","1. Indicate the custom vehicle make.
2. Indicate the custom vehicle model.
3. Indicate the custom vehicle year.
4. Indicate the custom vehicle fuel type.
5. Indicate the custom vehicle consumption.","The custom vehicle details are saved and used by the application to provide relevant information."
"TC-Configuration-002","Configuration Initialization","Configuration","7,8","None","User's vehicle details and preferences","1. Open the application
2. Follow the initial setup process
3. Enter the required vehicle details and preferences","The application is configured with the user's vehicle details and preferences."
"TC-Vehicle-003","Add Custom Vehicle","Vehicle","11","None","Custom vehicle details","1. Open the application
2. Navigate to the vehicle settings
3. Select the option to add a custom vehicle
4. Enter the required custom vehicle details","The custom vehicle is added to the application."
"TC-Stations-004","Access Gas Stations List","Stations","7,8,9","Application is configured","None","1. Open the application
2. Navigate to the gas stations list","The list of gas stations is displayed."
"TC-Navigation-005","Open External Navigation","Navigation","7,8,10,11,12","A gas station is selected","None","1. Select a gas station from the list
2. Tap the navigation button","The external navigation application is opened with the route to the selected gas station."
"TC-Statistics-006","Access Statistics","Statistics","7,8,9","Application is configured","None","1. Open the application
2. Navigate to the statistics section","The user's statistics are displayed."
"TC-Statistics-007","Modify Statistics","Statistics","9","User has made a purchase to register","Modified statistics data","1. Open the statistics section
2. Tap the modify button
3. Enter the modified statistics data","The user's statistics are updated with the new data."
"TC-Statistics-008","Clear Statistics","Statistics","9","User has statistics data","None","1. Open the statistics section
2. Tap the clear button","The user's statistics are cleared."
"TC-Settings-009","Access Settings","Settings","7,8,10","Application is configured","None","1. Open the application
2. Navigate to the settings section","The application settings are displayed."
"TC-Vehicle-010","Modify/Delete Vehicle","Vehicle","9","Application is configured","Modified/deleted vehicle details","1. Open the settings section
2. Tap the vehicle option
3. Select the vehicle to modify or delete
4. Modify or delete the vehicle details","The vehicle details are updated or deleted as specified."
"TC-Settings-011","Modify Preferred Radius","Settings","9","Application is configured","Modified preferred radius","1. Open the settings section
2. Tap the preferences option
3. Modify the preferred radius","The preferred radius is updated with the new value."
"TC-Statistics-012","View Statistics","Statistics","13","User is logged in.","N/A","1. Tap on the ""Statistics"" button on the main menu.
2. Verify that the user is redirected to the statistics page.
3. Verify that the user can see their fuel consumption statistics.","The user can view their fuel consumption statistics."
"TC-Vehicles-013","Modify Vehicle List","Vehicles","14","User is logged in.","New vehicle data.","1. Tap on the ""Vehicles"" button on the main menu.
2. Tap on the ""Modify List"" button.
3. Enter the new vehicle data.
4. Tap on the ""Save"" button.
5. Verify that the new data is saved and displayed on the vehicles page.","The user can modify the list of vehicles."
"TC-Affordability-014","Check Affordability","Affordability","15,16,17,18","User is logged in.","N/A","1. Tap on the ""Affordability"" button on the main menu.
2. Verify that the user is redirected to the affordability page.
3. Verify that the user can see the list of fuel stations and their prices.
4. Verify that the user can filter the list based on their preferences.
5. Verify that the user can see the most affordable fuel station.","The user can check the affordability of fuel stations."
"TC-Affordability-015","Find Nearest Station","Affordability","15,16,17,18","User is logged in.","N/A","1. Tap on the ""Find Nearest Station"" button on the affordability page.
2. Verify that the user is redirected to a map view with the nearest affordable fuel station marked.","The user can find the nearest affordable fuel station."
