"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-UserRegistration-001","Verify user registration as vendor","User Registration","1, 2, 3, 4, 5, 6","User has the EcoFood app installed on an Android device with version superior to 8.1","Valid vendor details (name, store name, contact information, store location)","1. Open the EcoFood app
2. Navigate to the registration screen
3. Select the vendor option
4. Enter the required details
5. Submit the registration form","The user should be successfully registered as a vendor, and their store details should be saved in the app's database."
"TC-UserRegistration-002","Verify user registration as consumer","User Registration","1, 2, 3, 4, 5, 6","User has the EcoFood app installed on an Android device with version superior to 8.1","Valid consumer details (name, email, password)","1. Open the EcoFood app
2. Navigate to the registration screen
3. Select the consumer option
4. Enter the required details
5. Submit the registration form","The user should be successfully registered as a consumer, and their account should be created in the app's database."
"TC-StoreAddition-003","Verify store addition by vendor","Store Addition","1, 2, 3, 4, 5, 6","User is logged in as a vendor, and the EcoFood app is installed on an Android device with version superior to 8.1","Valid store details (store name, contact information, store location, store description, store category, store opening hours, store image)","1. Open the EcoFood app
2. Navigate to the store addition screen
3. Enter the required store details
4. Submit the store addition form","The store should be successfully added to the app's database, and it should be visible to other users."
"TC-StoreSearch-004","Verify store search by consumer","Store Search","1, 2, 3, 4, 5, 6","User is logged in as a consumer, and the EcoFood app is installed on an Android device with version superior to 8.1","Valid store name or location","1. Open the EcoFood app
2. Navigate to the store search screen
3. Enter the store name or location
4. Search for the store","The searched store should be displayed, and the user should be able to view its details."
"TC-ProductReviewandComm-005","Verify product review and comment management","Product Review and Comment Management","1, 2, 3, 4, 5, 6","User is logged in as a consumer, and the EcoFood app is installed on an Android device with version superior to 8.1","Valid product, valid review and comment","1. Open the EcoFood app
2. Navigate to the product details screen
3. Write a review and comment for the product
4. Submit the review and comment","The review and comment should be successfully saved, and they should be visible to other users."
"TC-AccountManagementand-006","Verify account management and personalization","Account Management and Personalization","1, 2, 3, 4, 5, 6","User is logged in, and the EcoFood app is installed on an Android device with version superior to 8.1","Valid account details (email, password, name, phone number)","1. Open the EcoFood app
2. Navigate to the account management screen
3. Update the account details
4. Save the changes","The account details should be successfully updated, and the changes should be saved in the app's database."
"TC-BackgroundOperation-007","Verify background operation","Background Operation","1, 2, 3, 4, 5, 6","User is logged in, and the EcoFood app is installed on an Android device with version superior to 8.1","N/A","1. Open the EcoFood app
2. Perform an action that requires background operation (e.g., store search)
3. Minimize the app and perform other tasks on the device
4. Return to the app and verify the results","The background operation should be successfully completed, and the results should be displayed when the user returns to the app."
"TC-BugReportingandResol-008","Verify bug reporting and resolution","Bug Reporting and Resolution","1, 2, 3, 4, 5, 6","User is logged in, and the EcoFood app is installed on an Android device with version superior to 8.1","Valid bug report","1. Open the EcoFood app
2. Navigate to the bug reporting screen
3. Report a bug
4. Submit the bug report","The bug report should be successfully saved, and it should be forwarded to the development team for resolution. The user should be notified of the resolution status."
"TC-Registration-009","Vendor Registration","Registration","8,9","The app is installed on the device
The vendor has an active internet connection","Mail
Password
Name
Surname
Personal photo
Logo of the store
Store address","1. The user opens the app and is redirected to the registration module.
2. The user enters the required information in the registration form.
3. The user clicks on the ""Register"" button.","The account is registered and the user is granted access to the app."
"TC-Login-010","Vendor Login","Login","8,9,10","The app is installed on the device
The vendor has completed the registration in advance","Username
Password","1. The vendor opens the app and selects the ""Login"" option.
2. The vendor enters the username and password in the login fields.
3. The app verifies the authenticity of the credentials through the database.","If the credentials are correct, the user is granted access to the vendor's section of the app."
"TC-ProfileManagement-011","Vendor Profile Management","Profile Management","10,11","The vendor is authenticated in the app
The vendor's store profile is already created","Store information (name, address, etc.)
New images for the store","1. The vendor accesses the ""Manage Profile"" section from the main vendor screen.
2. The vendor modifies the store information.
3. The vendor uploads new images for the store.
4. The vendor saves the changes.","The changes to the store profile are saved in the database and are visible to consumers."
"TC-ProductPublication-012","Product Publication","Product Publication","11,12","The vendor is authenticated in the app
The vendor's store profile is complete
The store is already registered and visible in the app","Product name
Product description
Category
Price
Quantity available
Product images","1. The vendor selects the ""Add Product"" option in the store management section.
2. The vendor fills out the product publication form with the required information.
3. The vendor saves the new product.","The new product is saved in the database and is visible to consumers."
"TC-ProductUpdate-013","Product Update","Product Update","12","The vendor is authenticated in the app
The product to be updated is already published in the store","Updated product information (name, description, category, price, quantity available, images)","1. The vendor selects the product to be updated from the list of published products.
2. The vendor modifies the product information.
3. The vendor saves the changes.","The changes to the product are saved in the database and are visible to consumers."
"TC-ConsumerReviews-014","View Consumer Reviews","Consumer Reviews","Not specified (Future Idea)","The vendor is authenticated in the app","Consumer reviews and ratings for the vendor's products or store","1. The vendor accesses the ""View Consumer Reviews"" section.
2. The vendor views the consumer reviews and ratings for the vendor's products or store.","The vendor can view the consumer reviews and ratings for the vendor's products or store."
"TC-VendorDashboard-015","View Customer Reviews","Vendor Dashboard","13,14","Vendor is authenticated in the application. There are customer reviews available.","N/A","1. Vendor selects the ""View Reviews"" option in the Vendor Dashboard.
2. Vendor is presented with a list of customer reviews.
3. Vendor can scroll through the list of reviews.","Vendor can view customer reviews."
"TC-VendorDashboard-016","Handle Customer Complaints","Vendor Dashboard","14","Vendor is authenticated in the application. There are customer complaints available.","N/A","1. Vendor selects the ""Manage Complaints"" option in the Vendor Dashboard.
2. Vendor is presented with a list of customer complaints.
3. Vendor can respond to a customer complaint.","Vendor can handle customer complaints."
"TC-VendorDashboard-017","Create and Manage Promotions","Vendor Dashboard","15","Vendor is authenticated in the application. There are products available in the store.","Promotion name, description, products included, discount, start and end date.","1. Vendor selects the ""Add Promotion"" option in the Vendor Dashboard.
2. Vendor fills out the promotion form with the required information.
3. Vendor saves the promotion.","Promotion is created and visible to customers."
"TC-VendorDashboard-018","Manage Notifications","Vendor Dashboard","16","Vendor is authenticated in the application.","N/A","1. Vendor selects the ""Notifications"" option in the Vendor Dashboard.
2. Vendor can view all notifications received from the application.
3. Vendor can mark notifications as read, delete them, or configure notification preferences.","Vendor can manage notifications."
"TC-VendorDashboard-019","View Store Statistics","Vendor Dashboard","17","Vendor is authenticated in the application. There are store statistics available.","N/A","1. Vendor selects the ""Statistics"" option in the Vendor Dashboard.
2. Vendor can view store statistics such as sales, popular products, customer interactions, and promotion performance.","Vendor can view store statistics."
"TC-CustomerRegistration-020","Register as a Customer","Customer Registration","18","Application is installed on the device and the customer has internet access.","Name, surname, email, password.","1. Customer opens the application for the first time and selects the ""Register"" option.
2. Customer fills out the registration form with the required information.
3. Customer submits the registration form.","Customer is registered in the application and can log in."
"TC-CustomerLogin-021","Log In as a Customer","Customer Login","18","Customer is registered and has an active account in the application.","Email and password.","1. Customer selects the ""Login"" option from the application's main screen.
2. Customer enters their email and password in the provided fields.
3. Customer selects the ""Login"" button.","Customer is logged in and can access the application's features."
"TC-Registration-022","User Registration","Registration","19","None","User credentials","1. Select the ""Registrati"" option
2. Enter user credentials
3. Click on the ""Registrati"" button","The user is registered and can log in."
"TC-Login-023","User Login","Login","19","User is not logged in","User credentials","1. Enter user credentials
2. Click on the ""Accedi"" button","The user is logged in."
"TC-ProfileManagement-024","View and Edit User Profile","Profile Management","20","User is logged in","None","1. Select the ""Profilo"" option
2. Edit user profile information
3. Save changes","User profile information is updated."
"TC-Search-025","Search for Stores and Products","Search","20","User is logged in","Search keywords","1. Enter search keywords
2. Click on the ""Cerca"" button","Stores and products matching the search keywords are displayed."
"TC-StoreDetails-026","View Store Details","Store Details","21","User is logged in","None","1. Select a store from the search results
2. View store details","Store details are displayed."
"TC-ProductDetails-027","View Product Details","Product Details","21","User is logged in","None","1. Select a product from the store details
2. View product details","Product details are displayed."
"TC-Reviews-028","Leave a Review","Reviews","23","User is logged in","Review rating and text","1. Select a store or product
2. Click on the ""Lascia una recensione"" option
3. Enter review rating and text
4. Click on the ""Invia"" button","The review is published and visible to other users."
"TC-IncongruenceReportin-029","Report Incongruence","Incongruence Reporting","24","User is logged in","Incongruence details","1. Select a store or product
2. Click on the ""Segnala incongruenza"" option
3. Enter incongruence details
4. Click on the ""Invia"" button","The incongruence is reported and sent to the administrator."
"TC-Notifications-030","Manage Notifications","Notifications","25,26","User is authenticated in the application.
Internet connection is active.
System generates relevant notifications for the user (e.g., promotions, updates on preferred stores, or product alerts).","User is authenticated.
System generates notifications.","1. User accesses the ""Notifications"" section from the main menu or receives a push notification from the application.
2. User views the list of recent notifications, such as promotional offers, updates on preferred stores, resolved issues, or new reviews on purchased products.
3. User can manage notification preferences, choosing which types of notifications to receive (e.g., notifications on promotions, store updates, issues, or reviews) and deciding whether to receive them via push or only within the app.
4. User can also delete individual notifications, mark them as read, or disable all push notifications.","User can view, manage, and delete notifications as desired."
