item_type,item_text,rank,matched_testcase_id,similarity_score,matched_testcase_text
flow,"user -> reportmanager: association; label=""user""; explanation=""user interacts with reportmanager to generate reports.""",1,TC-System-001,0.7597173452377319,"test case id: tc-system-001 title: user generates a report successfully module: system source pages: 1,2,3,4,5,6,7,8,9 preconditions: a user is logged into the system. test data: user inputs valid report parameters. test steps: 1. user logs into the system. 2. user selects a report generation option. 3. user inputs valid report parameters. 4. reportmanager processes the request. 5. datamanager fetches the required data. 6. webserver displays the generated report. expected result: the system generates and displays the report correctly."
flow,"user -> reportmanager: association; label=""user""; explanation=""user interacts with reportmanager to generate reports.""",2,TC-System-016,0.7583070993423462,"test case id: tc-system-016 title: user generates a report with data compression issues module: system source pages: 1,2,3,4,5,6,7,8,9 preconditions: a user is logged into the system. test data: user inputs data that cannot be compressed. test steps: 1. user logs into the system. 2. user selects a report generation option. 3. user inputs data that cannot be compressed. 4. reportmanager processes the request. 5. datamanager attempts to fetch the required data but encounters compression issues. 6. webserver displays an error message. expected result: the system displays an error message indicating compression issues."
flow,"user -> reportmanager: association; label=""user""; explanation=""user interacts with reportmanager to generate reports.""",3,TC-System-013,0.7570085525512695,"test case id: tc-system-013 title: user generates a report with data validation errors module: system source pages: 1,2,3,4,5,6,7,8,9 preconditions: a user is logged into the system. test data: user inputs data with validation errors. test steps: 1. user logs into the system. 2. user selects a report generation option. 3. user inputs data with validation errors. 4. reportmanager processes the request. 5. datamanager attempts to fetch the required data but encounters validation errors. 6. webserver displays an error message. expected result: the system displays an error message indicating validation errors."
flow,"user -> reportmanager: association; label=""user""; explanation=""user interacts with reportmanager to generate reports.""",4,TC-System-005,0.7477160692214966,"test case id: tc-system-005 title: user generates a report with large data set module: system source pages: 1,2,3,4,5,6,7,8,9 preconditions: a user is logged into the system. test data: user inputs a large data set for the report. test steps: 1. user logs into the system. 2. user selects a report generation option. 3. user inputs a large data set for the report. 4. reportmanager processes the request. 5. datamanager fetches the required data. 6. webserver displays the generated report. expected result: the system generates and displays the report correctly, handling the large data set efficiently."
flow,"user -> reportmanager: association; label=""user""; explanation=""user interacts with reportmanager to generate reports.""",5,TC-System-011,0.7457646727561951,"test case id: tc-system-011 title: user generates a report with unexpected data format module: system source pages: 1,2,3,4,5,6,7,8,9 preconditions: a user is logged into the system. test data: user inputs data in an unexpected format. test steps: 1. user logs into the system. 2. user selects a report generation option. 3. user inputs data in an unexpected format. 4. reportmanager processes the request. 5. datamanager attempts to fetch the required data but encounters an unexpected format. 6. webserver displays an error message. expected result: the system displays an error message indicating an unexpected data format."
flow,"user -> reportmanager: association; label=""user""; explanation=""user interacts with reportmanager to generate reports.""",6,TC-System-004,0.7456005811691284,"test case id: tc-system-004 title: user generates a report with partial valid parameters module: system source pages: 1,2,3,4,5,6,7,8,9 preconditions: a user is logged into the system. test data: user inputs partially valid report parameters. test steps: 1. user logs into the system. 2. user selects a report generation option. 3. user inputs partially valid report parameters. 4. reportmanager processes the request. 5. datamanager fetches the available data. 6. webserver displays the generated report with the available data. expected result: the system generates and displays the report with the available data."
flow,"user -> reportmanager: association; label=""user""; explanation=""user interacts with reportmanager to generate reports.""",7,TC-System-018,0.7386177778244019,"test case id: tc-system-018 title: user generates a report with data integrity issues module: system source pages: 1,2,3,4,5,6,7,8,9 preconditions: a user is logged into the system. test data: user inputs data with integrity issues. test steps: 1. user logs into the system. 2. user selects a report generation option. 3. user inputs data with integrity issues. 4. reportmanager processes the request. 5. datamanager attempts to fetch the required data but encounters integrity issues. 6. webserver displays an error message. expected result: the system displays an error message indicating data integrity issues."
flow,"user -> reportmanager: association; label=""user""; explanation=""user interacts with reportmanager to generate reports.""",8,TC-System-003,0.7359479069709778,"test case id: tc-system-003 title: user generates a report with empty parameters module: system source pages: 1,2,3,4,5,6,7,8,9 preconditions: a user is logged into the system. test data: user inputs empty report parameters. test steps: 1. user logs into the system. 2. user selects a report generation option. 3. user inputs empty report parameters. 4. reportmanager processes the request. 5. datamanager attempts to fetch the required data but fails. 6. webserver displays an error message. expected result: the system displays an error message indicating empty input."
flow,"user -> reportmanager: association; label=""user""; explanation=""user interacts with reportmanager to generate reports.""",9,TC-System-014,0.7326140999794006,"test case id: tc-system-014 title: user generates a report with data encryption issues module: system source pages: 1,2,3,4,5,6,7,8,9 preconditions: a user is logged into the system. test data: user inputs data that cannot be encrypted. test steps: 1. user logs into the system. 2. user selects a report generation option. 3. user inputs data that cannot be encrypted. 4. reportmanager processes the request. 5. datamanager attempts to fetch the required data but encounters encryption issues. 6. webserver displays an error message. expected result: the system displays an error message indicating encryption issues."
flow,"user -> reportmanager: association; label=""user""; explanation=""user interacts with reportmanager to generate reports.""",10,TC-System-012,0.7290620803833008,"test case id: tc-system-012 title: user generates a report with data exceeding storage limits module: system source pages: 1,2,3,4,5,6,7,8,9 preconditions: a user is logged into the system. test data: user inputs data that exceeds storage limits. test steps: 1. user logs into the system. 2. user selects a report generation option. 3. user inputs data that exceeds storage limits. 4. reportmanager processes the request. 5. datamanager attempts to fetch the required data but encounters storage limits. 6. webserver displays an error message. expected result: the system displays an error message indicating storage limits exceeded."
