Test Case ID,Title,Module,Source UML Pages,Preconditions,Test Data,Test Steps,Expected Result
TC-USER-001,Validate Utente (User) Registration with Valid Data,User Management,1,"- System is running.
- No existing user with the same email.","- nome: ""Mario""
- cognome: ""Rossi""
- email: ""mario.rossi@example.com""
- password: ""SecurePass123!""
- isVenditore: false
- immagine: ""profile.jpg""","1. Navigate to user registration page.
2. Enter valid data as per Test Data.
3. Submit the form.","- User account is created successfully.
- `getNome()` returns ""Mario"", `getCognome()` returns ""Rossi"", `getEmail()` returns ""mario.rossi@example.com"", and `isVenditore()` returns `false`."
TC-USER-002,Validate Utente Registration with Invalid Email Format,User Management,1,- System is running.,"- nome: ""Luigi""
- cognome: ""Bianchi""
- email: ""invalid-email"" (missing @ and domain)
- password: ""Pass123""
- isVenditore: true","1. Navigate to user registration page.
2. Enter invalid email format.
3. Submit the form.","- System rejects registration.
- Error message: ""Invalid email format."""
TC-USER-003,Validate Utente Registration with Duplicate Email,User Management,1,"- System has a pre-existing user with email ""test@example.com"".","- nome: ""Test""
- cognome: ""User""
- email: ""test@example.com"" (duplicate)
- password: ""Pass123""
- isVenditore: false","1. Navigate to user registration page.
2. Enter duplicate email.
3. Submit the form.","- System rejects registration.
- Error message: ""Email already in use."""
TC-CLIENTE-001,Validate Cliente Notification Type Assignment,Client Notifications,"1, 5, 6",- A valid Utente is registered as a Cliente.,"- notifica: ""PROMOTION"" (enum value)","1. Log in as a registered Cliente.
2. Navigate to notification settings.
3. Set notification type to ""PROMOTION"".
4. Save settings.","- `getNotifica()` returns ""PROMOTION"".
- Notification preferences are updated in the system."
TC-CLIENTE-002,Validate Cliente Notification Toggle (Push/In-App),Client Notifications,"5, 6",- A valid Cliente is logged in.,,"1. Navigate to notification management screen.
2. Toggle ""Push Notification"" to ON.
3. Toggle ""In App Notification"" to OFF.
4. Save changes.","- Push notifications are enabled for the user.
- In-app notifications are disabled for the user.
- System sends a confirmation message: ""Notification settings updated."""
TC-SEGNALAZIONE-001,Create Valid Segnalazione (Report) for a Venditore,Report Management,1,"- A Cliente and a Venditore are registered.
- The Cliente is logged in.","- titolo: ""Product Quality Issue""
- descrizione: ""The product is damaged upon delivery.""
- cliente: logged-in Cliente
- venditore: target Venditore","1. Log in as Cliente.
2. Navigate to ""Report a Problem"" section.
3. Select the Venditore associated with the product.
4. Enter titolo and descrizione.
5. Submit the report.","- Segnalazione is created successfully.
- `getTitolo()` returns ""Product Quality Issue"".
- `getDescrizione()` returns the entered text.
- Venditore receives a notification: ""New report submitted."""
TC-SEGNALAZIONE-002,Create Segnalazione with Empty Titolo,Report Management,1,- A Cliente is logged in.,"- titolo: """" (empty)
- descrizione: ""Product issue.""
- cliente: logged-in Cliente
- venditore: target Venditore","1. Log in as Cliente.
2. Navigate to ""Report a Problem"" section.
3. Leave titolo empty.
4. Enter descrizione.
5. Submit the report.","- System rejects the report.
- Error message: ""Titolo is required."""
TC-RECENSIONE-001,Create Valid Recensione (Review) for a Venditore,Review Management,1,"- A Cliente and a Venditore are registered.
- The Cliente is logged in.","- titolo: ""Great Service""
- descrizione: ""Fast delivery and friendly staff.""
- voto: 5 (valid range: 1-5)
- cliente: logged-in Cliente
- venditore: target Venditore","1. Log in as Cliente.
2. Navigate to ""Write a Review"" section.
3. Select the Venditore’s product.
4. Enter titolo, descrizione, and voto.
5. Submit the review.","- Recensione is created successfully.
- `getVoto()` returns 5.
- Venditore receives a notification: ""New review submitted."""
TC-RECENSIONE-002,Create Recensione with Invalid Voto (Out of Range),Review Management,1,- A Cliente is logged in.,"- titolo: ""Poor Quality""
- descrizione: ""Product broke after 2 days.""
- voto: 6 (invalid, max allowed: 5)
- cliente: logged-in Cliente
- venditore: target Venditore","1. Log in as Cliente.
2. Navigate to ""Write a Review"" section.
3. Enter titolo, descrizione, and voto=6.
4. Submit the review.","- System rejects the review.
- Error message: ""Voto must be between 1 and 5."""
TC-PRODOTTO-001,Add Valid Prodotto (Product) as Venditore,Product Management,"1, 4",- A Venditore is logged in.,"- nome: ""Organic Apples""
- categoria: ""Fruits""
- prezzo: 2.99
- descrizione: ""Freshly harvested organic apples.""
- scadenza: ""2024-12-31"" (valid future date)","1. Log in as Venditore.
2. Click on ""+"" button to add a product.
3. Fill all fields with valid data.
4. Click ""Aggiungi"" (Add).","- Prodotto is added successfully.
- `getNome()` returns ""Organic Apples"".
- `getPrezzo()` returns 2.99.
- Product appears in the Venditore’s inventory."
