"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Login-001","Successful Login","Login","3","User has valid credentials.","Username: testuser, Password: testpassword","1. Enter the username and password.
2. Click on the login button.
3. Verify that the system redirects to the main page.","User is successfully logged in and redirected to the main page."
"TC-Login-002","Incorrect Login Credentials","Login","3","User enters incorrect credentials.","Username: wronguser, Password: wrongpassword","1. Enter the incorrect username and password.
2. Click on the login button.
3. Verify that an error message is displayed.","An error message is displayed, and the user remains on the login page."
"TC-InserimentoInput-001","Valid Input and Successful Query Execution","InserimentoInput","4","User provides valid input.","Input: ""valid input""","1. Provide valid input.
2. Click on the submit button.
3. Verify that the query is executed successfully.
4. Check that there is no error message.","The query is executed successfully, and no error message is displayed."
"TC-InserimentoInput-002","Invalid Input and Query Failure","InserimentoInput","4","User provides invalid input.","Input: ""invalid input""","1. Provide invalid input.
2. Click on the submit button.
3. Verify that an error message is displayed.
4. Check that the query is not executed.","An error message is displayed, and the query is not executed."
"TC-CreazioneOggetto-001","Successful Creation and Database Insertion","CreazioneOggetto","5, 6","User has all necessary information to create an object.","Object details: name = ""test object"", description = ""test description""","1. Provide all necessary information to create an object.
2. Click on the submit button.
3. Verify that the query is executed successfully.
4. Check that there is no error message.","The object is created successfully, and no error message is displayed."
"TC-CreazioneOggetto-002","Failed Database Insertion and Retry","CreazioneOggetto","5, 6","User has all necessary information but the database insertion fails.","Object details: name = ""test object"", description = ""test description""","1. Provide all necessary information to create an object.
2. Click on the submit button.
3. Verify that an error message is displayed.
4. Check that the query is retried.","An error message is displayed, and the query is retried."
"TC-CreazioneServizio-001","Successful Creation and Database Insertion","CreazioneServizio","6","User has all necessary information to create a service.","Service details: name = ""test service"", description = ""test description""","1. Provide all necessary information to create a service.
2. Click on the submit button.
3. Verify that the query is executed successfully.
4. Check that there is no error message.","The service is created successfully, and no error message is displayed."
"TC-CreazioneServizio-002","Failed Database Insertion and Retry","CreazioneServizio","6","User has all necessary information but the database insertion fails.","Service details: name = ""test service"", description = ""test description""","1. Provide all necessary information to create a service.
2. Click on the submit button.
3. Verify that an error message is displayed.
4. Check that the query is retried.","An error message is displayed, and the query is retried."
"TC-CreazioneAnnuncio-001","Successful Creation and Database Insertion","CreazioneAnnuncio","7","User has all necessary information to create an announcement.","Announcement details: title = ""test announcement"", object_id = 1","1. Provide all necessary information to create an announcement.
2. Click on the submit button.
3. Verify that the query is executed successfully.
4. Check that there is no error message.","The announcement is created successfully, and no error message is displayed."
"TC-CreazioneAnnuncio-002","Failed Database Insertion and Retry","CreazioneAnnuncio","7","User has all necessary information but the database insertion fails.","Announcement details: title = ""test announcement"", object_id = 1","1. Provide all necessary information to create an announcement.
2. Click on the submit button.
3. Verify that an error message is displayed.
4. Check that the query is retried.","An error message is displayed, and the query is retried."
"TC-EliminazioneAnnuncio-001","Successful Deletion and Database Cancellation","EliminazioneAnnuncio","8","User selects an existing announcement to delete.","Announcement ID: 1","1. Select the announcement to delete.
2. Click on the delete button.
3. Verify that the query is executed successfully.
4. Check that there is no error message.","The announcement is deleted successfully, and no error message is displayed."
"TC-EliminazioneAnnuncio-002","Failed Database Deletion and Retry","EliminazioneAnnuncio","8","User selects an existing announcement but the database deletion fails.","Announcement ID: 1","1. Select the announcement to delete.
2. Click on the delete button.
3. Verify that an error message is displayed.
4. Check that the query is retried.","An error message is displayed, and the query is retried."
"TC-EliminazioneOggettoServizio-001","Successful Deletion and Database Cancellation","EliminazioneOggettoServizio","9","User selects an existing object or service to delete.","Object/Servizio ID: 1","1. Select the object or service to delete.
2. Click on the delete button.
3. Verify that the query is executed successfully.
4. Check that there is no error message.","The object or service is deleted successfully, and no error message is displayed."
"TC-EliminazioneOggettoServizio-002","Failed Database Deletion and Retry","EliminazioneOggettoServizio","9","User selects an existing object or service but the database deletion fails.","Object/Servizio ID: 1","1. Select the object or service to delete.
2. Click on the delete button.
3. Verify that an error message is displayed.
4. Check that the query is retried.","An error message is displayed, and the query is retried."
