"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Authentication-001","User Registration Validation","Authentication","7 (Modelli dei Casi d’uso)","User has opened the registration form in the app.","Valid email (e.g., test@example.com), valid password (8+ characters), valid name (e.g., ""John Doe"")","1. User enters valid email address in the email field.
2. User enters valid password in the password field.
3. User enters valid name in the name field.
4. User clicks the ""Register"" button.","System validates inputs and creates a new user account with the provided details. User receives a confirmation message."
"TC-Authentication-002","User Login with Valid Credentials","Authentication","7 (Modelli dei Casi d’uso)","User has registered and confirmed an account.","Registered email (e.g., test@example.com), correct password","1. User enters registered email in the email field.
2. User enters correct password in the password field.
3. User clicks the ""Login"" button.","System authenticates the user and grants access to the app’s main dashboard."
"TC-Authentication-003","User Login with Invalid Credentials","Authentication","7 (Modelli dei Casi d’uso)","User has opened the login screen.","Registered email (e.g., test@example.com), incorrect password","1. User enters registered email in the email field.
2. User enters incorrect password in the password field.
3. User clicks the ""Login"" button.","System displays an error message: ""Invalid email or password."""
"TC-CarbonFootprintTrack-004","Display User Carbon Footprint Summary","Carbon Footprint Tracking","16 (Requisiti funzionali)","User is logged in and has recorded at least one activity.","User with recorded activities (e.g., travel, energy usage)","1. User navigates to the ""Carbon Footprint"" section.
2. User selects the ""Summary"" option.","System displays a summary of the user’s total carbon footprint, broken down by activity type (e.g., travel, energy, food)."
"TC-CarbonFootprintTrack-005","Record New Activity for Carbon Footprint","Carbon Footprint Tracking","16 (Requisiti funzionali)","User is logged in and in the ""Add Activity"" screen.","Activity type (e.g., ""Travel""), distance (e.g., 100 km), transport method (e.g., ""Car"")","1. User selects ""Travel"" as the activity type.
2. User enters ""100"" in the distance field.
3. User selects ""Car"" as the transport method.
4. User clicks the ""Save"" button.","System calculates and records the carbon footprint for the activity. User sees a confirmation message: ""Activity saved successfully."""
"TC-EventHandling-006","System Event Trigger for Carbon Footprint Update","Event Handling","6 (Glossario), 7 (Modelli dei Casi d’uso)","User has recorded activities and the system is connected to the server.","System event triggered by a scheduled update (e.g., daily carbon footprint recalculation)","1. System detects a scheduled event for carbon footprint recalculation.
2. System fetches updated data from the server.","System recalculates the user’s carbon footprint and updates the database. User receives a notification: ""Your carbon footprint has been updated."""
"TC-DatabaseIntegration-007","Store User Activity Data in Database","Database Integration","31 (Appendice: Requisiti del Database)","User has recorded an activity and the system is connected to the server.","Activity details (e.g., type: ""Travel"", distance: 100 km, transport: ""Car""), user ID","1. User records an activity (as per TC-CARBONFOOTPRINT-002).
2. System sends activity data to the server.","Database stores the activity data under the user’s record with a unique ID. Data includes activity type, distance, transport method, and timestamp."
"TC-DatabaseIntegration-008","Retrieve User Carbon Footprint Data from Database","Database Integration","31 (Appendice: Requisiti del Database)","User is logged in and has recorded activities.","User ID with existing carbon footprint data","1. User requests to view carbon footprint summary.
2. System queries the database for user’s carbon footprint data.","System retrieves and displays the user’s carbon footprint data, including all recorded activities and their emissions."
"TC-ServerCommunication-009","Server API Response for Carbon Footprint Calculation","Server Communication","6 (Glossario: API), 21 (Requisiti di Prodotto: Efficienza)","User has recorded an activity and the system is connected to the server.","Activity details (e.g., type: ""Travel"", distance: 100 km), API endpoint for carbon calculation","1. System sends activity data to the server via API.
2. Server processes the request and returns a carbon footprint value.","System receives a valid JSON response with the calculated carbon footprint value (e.g., {""footprint"": 20.5}). System updates the user’s record accordingly."
"TC-Usability-010","Accessibility for Screen Reader Users","Usability","22 (Requisiti di Prodotto: Usabilità e accessibilità)","Screen reader software (e.g., TalkBack) is enabled on the device.","User with screen reader enabled","1. User navigates to the ""Carbon Footprint"" section using screen reader.
2. User requests screen reader to read the summary of carbon footprint data.","Screen reader accurately reads all displayed carbon footprint data, including activity types, values, and summary statistics."
