"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Suggestions-001","Verify location suggestions based on weather and history","Suggestions","5","User has logged in and granted location permissions","Current weather (e.g., rainy), user history (visited cafes)","1. User opens the app.
2. System detects location and weather conditions.
3. System displays a list of nearby suggestions.","Suggestions include weather-appropriate places (e.g., cafes for rainy days) and align with user history."
"TC-Map-002","Display suggested locations on map","Map","5","User has received location suggestions","List of 3 nearby places (e.g., restaurant, park, museum)","1. User selects ""Visualizza mappa"" (View Map).
2. System opens map view.
3. Suggested locations are marked on the map.","All suggested locations are correctly plotted with labels."
"TC-Preferences-003","Modify suggestion frequency for categories","Preferences","5","User has visited a place and rated it","User rates a restaurant as ""favorite""","1. User opens ""Modifica preferenze"" (Edit Preferences).
2. User selects ""restaurants"" category.
3. User sets frequency to ""always suggest.""","System updates preference and increases restaurant suggestions in future recommendations."
"TC-AIRecommendation-004","AI selects a location based on user questions","AI Recommendation","5,15","User has enabled AI interaction","User question: ""Where should I go for dinner?""","1. User opens ""Pathfinder"" system.
2. User selects ""Visualizza domanda"" (View Question) and enters input.
3. System asks follow-up questions (e.g., ""Do you prefer Italian?"").
4. User selects a response (e.g., ""Yes"").
5. System displays a suggested location.","AI provides a relevant location suggestion matching user input."
"TC-ExternalIntegration-005","Open Yelp page for a suggested location","External Integration","5,10","User has selected a location from suggestions","Suggested location: ""Pizza Place""","1. User selects a location from the list.
2. User taps ""Apertura pagina Yelp"" (Open Yelp Page).","Yelp page for the selected location opens in the browser."
"TC-ExternalIntegration-006","Initiate call to a suggested location","External Integration","5,10","User has selected a location with a phone number","Suggested location: ""Restaurant X"" with phone number +123456789","1. User selects a location from the list.
2. User taps ""Chiamata al luogo"" (Call Place).","System initiates a call to the location’s phone number."
"TC-Settings-007","Access settings page","Settings","5,12","User is logged in","None","1. User taps ""Accesso pagina impostazioni"" (Access Settings Page).","Settings page loads with options for preferences, account, and app settings."
"TC-Suggestions-008","Accesso pagina suggerimenti","Suggestions","9","L’applicazione deve essere installata sul dispositivo","Nessuno","1. Avviare l’applicazione","Vengono visualizzati i luoghi suggeriti e l’utente può scorrere tra i vari suggerimenti"
"TC-LocationDetails-009","Accesso schermata dettagliata","Location Details","9","Selezione pagina schermata dettagliata","Un luogo raccomandato selezionato","1. Cliccare su uno dei luoghi raccomandati","Vengono visualizzate informazioni dettagliate sul luogo selezionato"
"TC-LocationDetails-010","Visualizzazione mappa e dettagli luogo","Location Details","9","Selezione pagina schermata dettagliata","Un luogo raccomandato selezionato","1. Cliccare su uno dei luoghi raccomandati","Viene visualizzato il luogo su una mappa"
"TC-LocationDetails-011","Modifica preferenze luogo","Location Details","9","Selezione pagina schermata dettagliata","Un luogo raccomandato selezionato","1. Cliccare su uno dei luoghi raccomandati
2. Premere il tasto “visitato”
3. Premere i tasti like e dislike","L’utente può modificare le proprie preferenze"
"TC-LocationDetails-012","Chiamata al numero di telefono del luogo","Location Details","9","Aver aperto la pagina dettagliata di uno dei luoghi, il luogo ha un numero di telefono","Un luogo con numero di telefono","1. Cliccare sul tasto “Chiama business”","Viene avviata una chiamata al numero di telefono del luogo"
"TC-YelpIntegration-013","Apertura pagina Yelp su browser","Yelp Integration","10","Aver aperto la pagina dettagliata di uno dei luoghi","Un luogo con pagina Yelp associata","1. Cliccare sul link alla pagina Yelp del luogo","Viene aperto il browser di sistema e caricata la pagina web del luogo"
"TC-MapDisplay-014","Visualizza mappa con posizione utente e luogo","Map Display","11","Aver aperto la pagina dei suggerimenti o la pagina dettagliata di un luogo","Nessuno","1. Aprire la pagina dei suggerimenti o la pagina dettagliata di un luogo","Visualizza una mappa con segnate la posizione dell’utente e la posizione del luogo suggerito"
"TC-MapIntegration-015","Apertura mappa di sistema con destinazione impostata","Map Integration","12","Aver aperto una delle pagine che visualizza la mappa","Nessuno","1. Cliccare sul tasto per aprire la mappa di sistema","Viene aperta l’applicazione delle mappe di sistema e il luogo suggerito è impostato come destinazione"
"TC-UserSettings-016","Accesso pagina impostazioni","User Settings","12","Aver aperto la pagina dei suggerimenti (pagina principale)","Nessuno","1. Premere sul tasto delle impostazioni, posizionato a destra dell’header","Viene aperta la pagina delle impostazioni e visualizzata una lista delle preferenze dell’utente"
"TC-UserSettings-017","Modifica preferenze utente","User Settings","12","Aver aperto la pagina dei suggerimenti (pagina principale)","Nessuno","1. Premere sul tasto delle impostazioni, posizionato a destra dell’header
2. Selezionare una preferenza da modificare","L’utente ha la possibilità di modificare le proprie preferenze"
"TC-Pathfinder-018","Access Pathfinder System from Main Page","Pathfinder","14","User has opened the main suggestions page","None","1. User clicks the ""Pathfinder"" button located in the header’s right side.","The user is redirected to the Pathfinder page, and the system begins asking preference-based questions."
"TC-Pathfinder-019","Display Preference Question in Pathfinder","Pathfinder","14,15","User has opened the Pathfinder page and started a session","None","1. User accesses the Pathfinder page.","A question related to the user’s preferences is displayed."
"TC-Pathfinder-020","Select Response to Preference Question","Pathfinder","15","A question is displayed on the Pathfinder page","Valid response options (e.g., ""indoor,"" ""outdoor,"" ""cultural"")","1. User views the available response options.
2. User selects one response (e.g., ""outdoor"").","The selected response is registered, and the system proceeds to the next step (e.g., displaying a suggestion or another question)."
"TC-Suggestions-021","Load and Display Suggested Locations on App Launch","Suggestions","17","User opens the application","None","1. User launches the application.","The application immediately loads and displays a list of suggested locations."
"TC-Navigation-022","Send Coordinates to System Navigator","Navigation","18","User has selected a location from suggestions","Valid GPS coordinates of the selected location","1. User selects a location from the suggestions list.
2. User triggers the navigation action (e.g., clicks ""naviga"" or similar).","The system sends the location’s coordinates to the device’s navigation app for routing."
"TC-YelpIntegration-023","Open Yelp Page for Recommended Location","Yelp Integration","19","User has selected a recommended location within the app","A valid Yelp URL for the selected location (e.g., ""https://www.yelp.com/biz/location-name-city"")","1. User taps on the ""Open Yelp Page"" button for a recommended location.
2. The app verifies the Yelp URL is correctly formatted.
3. The app launches the default browser or Yelp app with the URL.","The Yelp page for the selected location opens successfully without errors."
"TC-Usability-024","Minimal Interface Components for First-Time Users","Usability","20","App is installed and launched for the first time","None","1. User opens the app without prior usage.
2. User navigates through the main screens (home, recommendations, preferences).","The interface contains only essential components (e.g., buttons, input fields) and is intuitive for first-time users."
"TC-Performance-025","Response Time for Core Functions","Performance","21","App is connected to the internet","None","1. User requests a list of nearby locations.
2. User submits preferences to Pathfinder.
3. User taps on a recommended location to open its details.","All actions complete within 2 seconds or less."
"TC-Reliability-026","Error Handling for API Communication Failures","Reliability","22","App is connected to the internet, then network is disrupted","Simulated API timeout or failure","1. User requests location data while offline or with a poor connection.
2. The app attempts to fetch data from the API.","The app displays a user-friendly error message (e.g., ""Unable to load data. Please check your connection."") and does not crash."
"TC-Reliability-027","Error Handling for Filesystem Operations","Reliability","22","App is installed, then storage permissions are revoked","Revoked storage permissions","1. User attempts to save preferences or cache data while storage permissions are denied.
2. The app attempts to perform a filesystem operation.","The app handles the error gracefully, notifies the user (e.g., ""Storage access required""), and continues functioning without crashing."
"TC-Compatibility-028","Compatibility with Supported OS Versions","Compatibility","23","App is installed on Android 5+ or iOS 13+","None","1. Install the app on a device running Android 5.0 or higher.
2. Install the app on a device running iOS 13.0 or higher.","The app installs and runs without compatibility issues on both platforms."
