"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Start-001","Verify start of the process","Initialization","1","No initial configuration has been performed","None","1. Start the application
2. Check if the initial configuration check is performed","The application should not have been initialized, and the process should proceed to the distributor list access."
"TC-Start-002","Verify initialization of the application","Initialization","1","Initial configuration has been performed","None","1. Start the application
2. Check if the initial configuration check is performed","The application should have been initialized, and the process should proceed to the distributor list access."
"TC-AddVehicle-001","Verify adding a vehicle manually","Vehicle Addition","1","No initial configuration has been performed","A valid vehicle data","1. Start the application
2. Check if the initial configuration check is not performed
3. Choose to add a vehicle manually
4. Enter the vehicle data
5. Check if the vehicle is added to the list","The vehicle should be added to the list."
"TC-AddVehicle-002","Verify adding a vehicle from the dataset","Vehicle Addition","1","No initial configuration has been performed","A valid vehicle data","1. Start the application
2. Check if the initial configuration check is not performed
3. Choose to select a vehicle from the dataset
4. Search for the vehicle in the dataset
5. Check if the vehicle is found in the dataset
6. Select the vehicle and add it to the list
7. Check if the vehicle is added to the list","The vehicle should be added to the list."
"TC-AddVehicle-003","Verify adding an invalid vehicle","Vehicle Addition","1","No initial configuration has been performed","An invalid vehicle data","1. Start the application
2. Check if the initial configuration check is not performed
3. Choose to add a vehicle manually
4. Enter the invalid vehicle data
5. Check if an error message is displayed","An error message should be displayed, and the vehicle should not be added to the list."
"TC-AddVehicle-004","Verify adding multiple vehicles","Vehicle Addition","1","No initial configuration has been performed","Multiple valid vehicle data","1. Start the application
2. Check if the initial configuration check is not performed
3. Choose to add a vehicle manually
4. Enter the first vehicle data
5. Check if the vehicle is added to the list
6. Choose to add another vehicle
7. Enter the second vehicle data
8. Check if the second vehicle is added to the list
9. Repeat steps 6-8 for additional vehicles
10. Check if all vehicles are added to the list","All vehicles should be added to the list."
"TC-DistributorList-001","Verify accessing the distributor list","Distributor List Access","1","Initial configuration has been performed","None","1. Start the application
2. Check if the initial configuration check is performed
3. Proceed to the distributor list access","The distributor list should be displayed."
"TC-DistributorList-002","Verify sorting the distributor list","Distributor List Access","2","Initial configuration has been performed","None","1. Start the application
2. Check if the initial configuration check is performed
3. Proceed to the distributor list access
4. Choose to modify the sorting parameters
5. Customize the sorting parameters
6. Check if the distributor list is updated according to the new parameters","The distributor list should be updated according to the new parameters."
"TC-DistributorList-003","Verify selecting a distributor","Distributor List Access","2","Initial configuration has been performed","A valid distributor","1. Start the application
2. Check if the initial configuration check is performed
3. Proceed to the distributor list access
4. Choose a valid distributor
5. Check if the navigation app is opened automatically","The navigation app should be opened automatically, and the user should be navigated to the selected distributor."
"TC-DistributorList-004","Verify navigating to other pages","Distributor List Access","2","Initial configuration has been performed","None","1. Start the application
2. Check if the initial configuration check is performed
3. Proceed to the distributor list access
4. Choose to see other diagrams","The other diagrams should be displayed."
"TC-Settings-001","Verify accessing the settings page","Settings","3","Initial configuration has been performed","None","1. Start the application
2. Check if the initial configuration check is performed
3. Proceed to the settings page","The settings page should be displayed."
"TC-Settings-002","Verify modifying the vehicle list","Vehicle List Modification","3","Initial configuration has been performed","A valid vehicle data","1. Start the application
2. Check if the initial configuration check is performed
3. Proceed to the settings page
4. Choose to modify the vehicle list
5. Modify the vehicle list
6. Check if the modification is saved","The vehicle list should be modified, and the modification should be saved."
"TC-Settings-003","Verify viewing the confirmation pop-up","Confirmation Pop-Up","3","Initial configuration has been performed","None","1. Start the application
2. Check if the initial configuration check is performed
3. Proceed to the settings page
4. Choose to modify the vehicle list
5. Modify the vehicle list
6. Check if the confirmation pop-up is displayed","The confirmation pop-up should be displayed."
"TC-Settings-004","Verify changing the screen","Screen Change","3","Initial configuration has been performed","None","1. Start the application
2. Check if the initial configuration check is performed
3. Proceed to the settings page
4. Choose to access the distributor list page","The distributor list page should be displayed."
"TC-Settings-005","Verify accessing the statistical pages","Statistical Pages","3","Initial configuration has been performed","None","1. Start the application
2. Check if the initial configuration check is performed
3. Proceed to the settings page
4. Choose to access the statistical pages","The statistical pages should be displayed."
"TC-Settings-006","Verify accessing the settings pages","Settings Pages","3","Initial configuration has been performed","None","1. Start the application
2. Check if the initial configuration check is performed
3. Proceed to the settings page
4. Choose to access the settings pages","The settings pages should be displayed."
