"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-UserRegistration-001","User Registration","User Registration","8, 19","User is not registered","Valid user data","1. Open the Barattopoly app
2. Tap on the ""Register"" button
3. Enter the required user data
4. Tap on the ""Register"" button","User is successfully registered and can log in"
"TC-Login-002","User Login","Login","9, 20","User is registered","Valid user credentials","1. Open the Barattopoly app
2. Tap on the ""Login"" button
3. Enter the user credentials
4. Tap on the ""Login"" button","User is successfully logged in"
"TC-PersonalBachecaManag-003","Manage Personal Bacheca","Personal Bacheca Management","21, 37, 41","User is logged in","Valid items to add, remove or update in the personal bacheca","1. Open the Barattopoly app
2. Log in with valid credentials
3. Navigate to the personal bacheca section
4. Add, remove or update items in the personal bacheca","Items are successfully added, removed or updated in the personal bacheca"
"TC-OffersExploration-004","Explore Offers","Offers Exploration","12, 23, 45","User is logged in","None","1. Open the Barattopoly app
2. Log in with valid credentials
3. Navigate to the offers section
4. Browse through the available offers","User can browse through the available offers"
"TC-SwapProposal-005","Propose Swap","Swap Proposal","12, 23, 46","User is logged in and has items in the personal bacheca","Valid items to swap","1. Open the Barattopoly app
2. Log in with valid credentials
3. Navigate to the personal bacheca section
4. Select the items to swap
5. Tap on the ""Propose Swap"" button","Swap proposal is successfully created and sent to the selected user"
"TC-ViewSwapProposals-006","View Swap Proposals","View Swap Proposals","13, 24, 47","User is logged in and has received swap proposals","None","1. Open the Barattopoly app
2. Log in with valid credentials
3. Navigate to the swap proposals section
4. View the received swap proposals","User can view the received swap proposals"
"TC-AcceptRejectSwapProp-007","Accept/Reject Swap Proposals","Accept/Reject Swap Proposals","14, 25, 49","User is logged in and has received swap proposals","Valid swap proposals","1. Open the Barattopoly app
2. Log in with valid credentials
3. Navigate to the swap proposals section
4. Select a swap proposal
5. Tap on the ""Accept"" or ""Reject"" button","Swap proposal is successfully accepted or rejected"
"TC-FiltersforSearch-008","Use Filters for Search","Filters for Search","15, 26, 50","User is logged in","Valid filters for search","1. Open the Barattopoly app
2. Log in with valid credentials
3. Navigate to the offers section
4. Apply filters for search","Offers matching the applied filters are displayed"
"TC-ModifyPersonalData-009","Modify Personal Data","Modify Personal Data","16, 26, 51","User is logged in","Valid personal data","1. Open the Barattopoly app
2. Log in with valid credentials
3. Navigate to the personal data section
4. Modify the personal data","Personal data is successfully modified"
"TC-UserLogin-010","User Login","User Login","10","The user has a valid account","Username
Password","1. Start the application
2. Enter the login credentials
3. The system checks the validity of the data and, if correct, grants access to the application","The system retrieves the user data from the database and makes it available for viewing and interaction by the user."
