"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Navigation-001","Navigate to Open in Browser","Navigation","2","User is on the homepage.","N/A","1. Click on ""Navigate.""
2. Click on ""Open in Browser.""","User is directed to open the current page in an external browser."
"TC-Navigation-002","Call Business after Navigating","Navigation","2","User is on the homepage.","N/A","1. Click on ""Navigate.""
2. Click on ""Call Business.""","User is prompted to call a business number."
"TC-Navigation-003","Like/Dislike Option After Calling Business","Navigation","2","User has clicked ""Call Business.""","N/A","1. Click on ""Like/Dislike.""","User can like or dislike the business."
"TC-Navigation-004","Return to Homepage After Like/Dislike","Navigation","2","User has liked or disliked a business.","N/A","1. Click on ""Homepage.""","User returns to the homepage."
"TC-Navigation-005","Modify Preferences from Homepage","Navigation","2","User is on the homepage.","N/A","1. Click on ""Homepage.""
2. Click on ""Modifica preferenze.""","User can modify their preferences."
"TC-Pathfinder-006","Access Pathfinder Page","Pathfinder","3","User is on a page with a link to the Pathfinder page.","N/A","1. Click on the link to access the Pathfinder page.","User is redirected to the Pathfinder page."
"TC-Pathfinder-007","Navigate Back from Pathfinder Page","Pathfinder","3","User is on the Pathfinder page.","N/A","1. Click on the ""Indietro"" button.","User is redirected back to the previous page."
"TC-Navigation-008","Negative Test Case - Invalid Input for Preferences","Navigation","2","User is on the homepage.","Invalid preference input (e.g., special characters, numbers instead of text).","1. Click on ""Homepage.""
2. Click on ""Modifica preferenze.""
3. Enter invalid preference data.","System displays an error message indicating invalid input."
"TC-Navigation-009","Edge Case - Multiple Consecutive Navigations","Navigation","2","User is on the homepage.","N/A","1. Click on ""Navigate.""
2. Click on ""Open in Browser.""
3. Click on ""Call Business.""
4. Click on ""Like/Dislike.""
5. Click on ""Homepage.""
6. Click on ""Modifica preferenze.""
7. Click on ""Homepage.""","User successfully navigates through all steps without errors."
"TC-Pathfinder-010","Edge Case - Rapid Backward Navigation","Pathfinder","3","User is on the Pathfinder page.","N/A","1. Click on the ""Indietro"" button multiple times rapidly.","User is redirected back to the previous page without any errors or unexpected behavior."
"TC-Navigation-011","Negative Test Case - Missing Link to Pathfinder","Navigation","2, 3","User is on a page without a link to the Pathfinder page.","N/A","1. Attempt to click on the link to access the Pathfinder page.","System displays an error message indicating that the link is missing or unavailable."
"TC-Navigation-012","Positive Test Case - Valid Preference Input","Navigation","2","User is on the homepage.","Valid preference input (e.g., ""Dark Mode"").","1. Click on ""Homepage.""
2. Click on ""Modifica preferenze.""
3. Enter valid preference data.","User's preferences are updated successfully."
"TC-Navigation-013","Negative Test Case - Empty Preference Input","Navigation","2","User is on the homepage.","Empty preference input.","1. Click on ""Homepage.""
2. Click on ""Modifica preferenze.""
3. Leave preference input fields empty.","System displays an error message indicating that the input cannot be empty."
"TC-Navigation-015","Negative Test Case - Nonexistent Business Number","Navigation","2","User is on the homepage.","N/A","1. Click on ""Navigate.""
2. Click on ""Call Business.""","System displays an error message indicating that the business number does not exist or is invalid."
