"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Homepage-001","Verify Homepage Initialization","Homepage","1","None","None","1. Open the application.
2. Verify that the Homepage is displayed.","The Homepage is displayed."
"TC-Navigate-001","Verify Navigate Button Functionality","Navigate","1","Homepage is displayed","None","1. Click the ""Navigate"" button on the Homepage.
2. Verify that the application navigates to the next page.","The application navigates to the next page."
"TC-OpenInBrowser-001","Verify Open in Browser Button Functionality","Open in Browser","1","A detailed page is displayed","None","1. Click the ""Open in Browser"" button on the detailed page.
2. Verify that the page opens in the default browser.","The page opens in the default browser."
"TC-CallBusiness-001","Verify Call Business Button Functionality","Call Business","1","A detailed page is displayed","None","1. Click the ""Call Business"" button on the detailed page.
2. Verify that the business is called.","The business is called."
"TC-Homepage-004","Verify Homepage After Like/Dislike","Homepage","1","A detailed page is displayed and like/dislike is performed","None","1. Click the ""Homepage"" button.
2. Verify that the Homepage is displayed.","The Homepage is displayed."
"TC-ModificaPreferenze-001","Verify Modifica Preferenze Button Functionality","Modifica Preferenze","1","Homepage is displayed","None","1. Click the ""Modifica preferenze"" button on the Homepage.
2. Verify that the preference modification interface is displayed.","The preference modification interface is displayed."
"TC-Pathfinder-001","Verify Pathfinder Page Initialization","Pathfinder","3","User clicks on Pathfinder link","None","1. Click the Pathfinder link.
2. Verify that the Pathfinder page is displayed.","The Pathfinder page is displayed."
"TC-Pathfinder-002","Verify Pathfinder Page Back Button Functionality","Pathfinder","3","Pathfinder page is displayed","None","1. Click the ""Indietro"" button on the Pathfinder page.
2. Verify that the previous page is displayed.","The previous page is displayed."
"TC-Pathfinder-003","Verify Pathfinder Page with Invalid Input","Pathfinder","3","User clicks on Pathfinder link with invalid input","Invalid input","1. Click the Pathfinder link with invalid input.
2. Verify that an error message is displayed.","An error message is displayed."
"TC-Navigate-003","Verify Navigate Button Functionality with Invalid Input","Navigate","1","Homepage is displayed","Invalid page number","1. Click the ""Navigate"" button on the Homepage.
2. Provide the required input (Invalid page number).
3. Verify that an error message is displayed.","An error message is displayed."
"TC-CallBusiness-003","Verify Call Business Button Functionality with Invalid Input","Call Business","1","A detailed page is displayed","Invalid business ID","1. Click the ""Call Business"" button on the detailed page.
2. Provide the required input (Invalid business ID).
3. Verify that an error message is displayed.","An error message is displayed."
"TC-LikeDislike-003","Verify Like/Dislike Button Functionality with Invalid Input","Like/Dislike","1","A detailed page is displayed","Invalid user token","1. Click the ""Like/Dislike"" button on the detailed page.
2. Provide the required input (Invalid user token).
3. Verify that an error message is displayed.","An error message is displayed."
"TC-ModificaPreferenze-003","Verify Modifica Preferenze Button Functionality with Invalid Input","Modifica Preferenze","1","Homepage is displayed","Invalid preference setting","1. Click the ""Modifica preferenze"" button on the Homepage.
2. Provide the required input (Invalid preference setting).
3. Verify that an error message is displayed.","An error message is displayed."
