"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-MapInteraction-001","Interaction with the map","Map Interaction","7,8","The app is installed","User location","1. Launch the app
2. Navigate the map to find the data of interest
3. (Optional) Perform a text search to find a specific location quickly
4. (Optional) Select filters to get the type of data desired","The user can view the data of interest on the map"
"TC-Notifications-002","Receiving notifications","Notifications","7","The app is installed and running in the background","Notification data","1. The app is running in the background
2. A notification is received","The user is notified about the received data"
"TC-Suggestions-003","Suggestions","Suggestions","8","The app is installed and running","User location and data","1. Launch the app
2. The app suggests data based on the user's location","The user can view the suggested data"
"TC-Widgets-004","Adding widget","Widgets","8","The app is installed and running","Widget data","1. Launch the app
2. Add a new widget
3. Configure the widget with the desired data","The widget is added to the app and displays the desired data"
"TC-UserInterface-005","Visualize AQI in real-time","User Interface","10","User has the application installed","None","1. Open the application
2. Select a location
3. Check the AQI displayed on the screen","AQI is displayed in real-time for the selected location"
"TC-Notifications-006","Receive notifications","Notifications","7,8","User has allowed the application to send notifications","None","1. Check if the application is running
2. Wait for a change in air quality that exceeds a certain threshold
3. Check if a notification is received","A notification is received when there is a change in air quality that exceeds a certain threshold"
"TC-Widget-007","Implement widget feature","Widget","9,11","User has the application installed","None","1. Open the application
2. Navigate to the home screen
3. Select a widget from the application to add to the home screen
4. Select the area and data of interest
5. Check if the selected data is displayed","The selected data is displayed on the home screen"
"TC-DataManagement-008","Visualize and update data automatically","Data Management","10,11","User has the application installed","None","1. Open the application
2. Check if the data is displayed on the screen
3. Wait for the data to update automatically","The data is updated automatically and displayed on the screen"
"TC-DataUpdate-009","Data update upon user request","Data Update","17","User is logged in and has internet connection","User requests data update","1. User requests data update
2. Application updates data","Data is updated"
"TC-DeliverablesDelivery-010","Deliverables delivery following deadlines","Deliverables Delivery","17","None","None","1. Check if deliverables are delivered following the deadlines set by the professor","Deliverables are delivered following the deadlines"
"TC-DataRemoval-011","Data removal upon application uninstall","Data Removal","13","Application is uninstalled","None","1. Application is uninstalled
2. Check if all data related to the application is removed","All data related to the application is removed"
"TC-InterfaceCompatibili-012","Interface compatibility across multiple devices","Interface Compatibility","16","None","None","1. Test the interface on at least 3 different devices","The interface is navigable without errors on all devices"
"TC-ConcurrentRequests-013","Handling multiple simultaneous requests","Concurrent Requests","17","Multiple users are using the application simultaneously","None","1. Check if the application handles at least 2 simultaneous requests without blocking or losing data","The application handles at least 2 simultaneous requests without blocking or losing data"
"TC-OfflineErrorHandling-014","Error messages upon use of offline features","Offline Error Handling","17","User tries to use a feature requiring internet connection without internet","None","1. User tries to use a feature requiring internet connection without internet
2. Check if the application sends an error message","The application sends an error message"
"TC-GPSFunctionality-015","GPS functionality for location determination","GPS Functionality","17","User has GPS enabled","None","1. Check if the application uses GPS for location determination","The application uses GPS for location determination"
"TC-SystemAdaptability-016","System adaptability across platforms and devices","System Adaptability","16","None","None","1. Check if the system can adapt to different platforms and devices, maintaining the same effectiveness and usability","The system can adapt to different platforms and devices, maintaining the same effectiveness and usability"
"TC-CodeStructure-017","Java and XML code for the project","Code Structure","18","None","None","1. Check if the project code is written entirely in Java and XML","The project code is written entirely in Java and XML"
"TC-FutureIntegration-018","Future integration of additional features","Future Integration","18","None","None","1. Check if the application is designed to integrate additional features in future versions","The application is designed to integrate additional features in future versions"
"TC-ParameterExpansion-019","Expansion of monitored parameters","Parameter Expansion","18","None","None","1. Check if the application can expand the set of monitored parameters, including additional pollutants or environmental conditions","The application can expand the set of monitored parameters, including additional pollutants or environmental conditions"
"TC-APIIntegration-020","Improved access to data through API integration","API Integration","18","None","None","1. Check if the application can integrate with additional APIs or local and international datasets to provide more accurate and diverse data","The application can integrate with additional APIs or local and international datasets to provide more accurate and diverse data"
"TC-UserInterface-021","Enhanced user interface","User Interface","18","None","None","1. Check if future updates to the user interface can make the user experience more intuitive","Future updates to the user interface can make the user experience more intuitive"
"TC-Notifications-022","User can activate notifications","Notifications","19","Notifications are not yet activated","N/A","1. Open the application
2. Navigate to the settings
3. Find and select the notifications option
4. Enable notifications","The user can receive notifications without opening the application"
"TC-Widgets-023","User can add widgets to the home screen","Widgets","20","The user has not added a widget","N/A","1. Open the application
2. Navigate to the home screen
3. Find and select the add widget option
4. Choose a widget to add","The user can add widgets to the home screen without having to open the application"
"TC-NANoexplicitmodulefo-024","N/A (No explicit test case found in the provided pages)","N/A (No explicit module found in the provided pages)","21","N/A (No explicit preconditions found in the provided pages)","N/A (No explicit test data found in the provided pages)","N/A (No explicit test steps found in the provided pages)","N/A (No explicit expected result found in the provided pages)
Note: The provided PDF pages do not contain enough information to create a third test case. The test case structure and rules were followed for the first two test cases."
