"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Authentication-001","User can successfully log in with valid credentials","Authentication","4,5","User has created an account and received login credentials.","Username: testuser, Password: testpassword","1. Open the application
2. Tap on the 'Login' button
3. Enter the username and password
4. Tap on the 'Login' button","User is redirected to the home screen."
"TC-UserManagement-002","User can create a new account","User Management","4,5","None","New username: newuser, New password: newpassword, Confirm password: newpassword","1. Open the application
2. Tap on the 'Create Account' button
3. Enter the new username and password
4. Confirm the password
5. Tap on the 'Create Account' button","A success message is displayed indicating the account creation was successful."
"TC-UserManagement-003","User can view their profile","User Management","4,5","User has logged in and created an account.","None","1. Log in as a user
2. Tap on the profile icon
3. Verify the profile details are displayed correctly","Profile details such as username, email, and other relevant information are displayed."
"TC-Reporting-004","User can submit a bug report","Reporting","4,5","User is logged in.","Bug description: ""App crashes when tapping on the logout button.""","1. Log in as a user
2. Navigate to the reporting section
3. Fill out the bug report form with the provided description
4. Submit the report","The bug report is submitted successfully, and a confirmation message is displayed."
"TC-ServiceManagement-005","User can post a service offer","Service Management","4,5","User is logged in.","Service name: Gardening, Description: ""Need help with gardening tasks.""","1. Log in as a user
2. Navigate to the service offer section
3. Fill out the service offer form with the provided details
4. Submit the offer","The service offer is posted successfully, and a confirmation message is displayed."
"TC-NeedsManagement-006","User can view the list of needs","Needs Management","4,5","User is logged in.","None","1. Log in as a user
2. Navigate to the needs listing section
3. Verify the list of needs is displayed","A list of needs posted by other users is displayed."
"TC-Authentication-007","User can log out of the application","Authentication","4,5","User is logged in.","None","1. Log in as a user
2. Tap on the logout button","The user is logged out, and the login screen is displayed.
Note: The above test cases are based on the explicit requirements and descriptions provided in the PDF. Some sections were skipped due to lack of detailed information required to generate valid test cases. <|assistant|>"
"TC-UserManagement-008","User Account Creation","User Management","8,9","The application has been downloaded and installed on a device with Android OS. An internet connection is available.","Username, email, password, date of birth, residential address, neighborhood, type of residence, family nucleus.","1. Enter username, email, and password in the registration form.
2. Enter personal information such as date of birth, residential address, neighborhood, type of residence, family nucleus.
3. Confirm and submit the entered information.
4. System provides a confirmation screen indicating successful registration.","User information is saved in the database. The user can access the application in the future using email and password without needing to enter additional information."
"TC-UserAuthentication-009","User Login","User Authentication","8,10","A user account has been created previously. An internet connection is available.","Email, password.","1. Enter email and password.
2. Confirm and submit the entered information.
3. Application allows the user to access its main functionalities.","A token is generated and stored both in the database and on the device."
"TC-ReportManagement-010","Access Report Page","Report Management","9,10","Successful login.","None.","1. Select the corresponding option from the home page.
2. List of reports and the ability to create new ones are presented.","The list of neighborhood reports is displayed on the screen."
"TC-ReportManagement-011","Create New Report","Report Management","9,10","Access to the report page.","Description of the report, category, location.","1. Select the corresponding option in the report page.
2. Enter a description of the report.
3. Select the category of the report.
4. Enter a location associated with the report.
5. Confirm and submit the entered information.
6. Application collects the provided data and sends the corresponding notification to all users in the neighborhood.","A record is created in the database with the provided information."
"TC-NeedManagement-012","Access Need Page","Need Management","10,11","Successful login.","None.","1. Select the corresponding option from the home page.
2. List of needs and the ability to publish new service requests are presented.","The list of neighborhood needs is displayed on the screen."
"TC-NeedManagement-013","Request Service","Need Management","10,11","Access to the need page.","Description of the need, location.","1. Select the corresponding option in the need page.
2. Enter a description of the need.
3. Enter a location associated with the request.
4. Confirm and submit the entered information.
5. Application collects the provided data and sends the corresponding service request to all users in the neighborhood.","A record is created in the database with the provided information."
"TC-NeedManagement-014","Offer Help","Need Management","11,12","Access to the need page.","None.","1. View the list of needs.
2. Press the button next to the desired item.
3. Confirmation notification.","The name of the person who will fulfill the request is added to the database record of the need. A new entry is added to the table related to taken requests."
"TC-ServiceManagement-015","Access Offer Services Page","Service Management","11,12","Successful login.","None.","1. Select the corresponding option from the home page.
2. List of offered services and the ability to offer more are presented.","The list of neighborhood services offered is displayed on the screen. <|end|>"
"TC-AccountManagement-016","Create User Account","Account Management","13,14","None","None","1. Navigate to the registration page
2. Fill in personal details and login credentials
3. Submit the form","A new user account is created and the user is redirected to the login page."
"TC-Authentication-017","User Login","Authentication","13,14","User has a valid account","Email and password","1. Enter email and password
2. Click login button","User is logged in and a unique token is generated."
"TC-ProfileManagement-018","View Profile","Profile Management","13,14","User is logged in","None","1. Click on the profile view option
2. Profile details are displayed","Profile details are correctly displayed on the screen."
"TC-ProfileManagement-019","Modify Profile Settings","Profile Management","13,14","User is logged in and on the profile view page","Updated profile information","1. Select the option to modify settings
2. Fill in the updated information in the form
3. Confirm and submit the changes
4. Verify the updated information on the profile view page","Updated profile information is displayed on the profile view page."
"TC-ServiceManagement-020","Create Service Offer","Service Management","13","User is on the service offer page","Service description, availability details, optional location","1. Select the corresponding option on the service offer page
2. Enter the service description and any additional details
3. Optionally enter a location associated with the service
4. Confirm and submit the information
5. Verify that the service offer is sent to all users in the neighborhood","A record is created in the database with the provided information."
"TC-ServiceManagement-021","Contact Supplier","Service Management","13","User selects an advertisement on the service offer page","None","1. Select a method of contact
2. Open the associated application for the chosen contact method","The user is able to contact the supplier via the selected method."
"TC-Authentication-022","User Logout","Authentication","13,14","User is on the profile view page","None","1. Click the logout button
2. Redirect to the login page","The user session is terminated and the token is invalidated. Ingegneria del Software 2022/23 – docente: prof. Agostino Cortesi <|end|>"
"TC-AccessoPaginaBisogni-023","Contrassegnare bisogni come risolti","Accesso Pagina Bisogni","19","User is logged in and has published a need.","None","1. Navigate to the list of published needs.
2. Select a need to mark as resolved.
3. Confirm the action.","The selected need is marked as resolved and removed from the list."
"TC-Richiestaservizio-024","Pubblicare una richiesta di servizio","Richiesta servizio","19","User is logged in.","Description of the service request and location.","1. Click on the ""New Service Request"" button.
2. Enter the description and location details.
3. Submit the request.","The service request is saved in the database and displayed in the list of requests."
"TC-Richiestaservizio-025","Modificare una richiesta di servizio","Richiesta servizio","20","User has created a service request.","Updated description and location.","1. Navigate to the list of service requests.
2. Select the request to edit.
3. Update the description and location.
4. Save the changes.","The updated service request is saved in the database."
"TC-Offriaiuto-026","Rispondere ad una richiesta di servizio","Offri aiuto","20","User is logged in and a service request exists.","None","1. Navigate to the list of service requests.
2. Select a request to offer help for.
3. Confirm the action.","The user's identifier is added to the request in the database."
"TC-AccessoPaginaOfferta-027","Visualizzare elenco di offerte di servizi","Accesso Pagina Offerta Servizi","21","User is logged in.","None","1. Navigate to the ""Service Offers"" page.
2. View the list of service offers.
3. Select an offer to view its details.","The selected service offer is displayed with its details."
