"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-USER-001","Test User Creation","User","1","None","Valid email, familyCode, fullName, and pictureUrl","1. Create a new User instance with the provided data
2. Verify that the User instance has been created correctly","The User instance is created successfully with the provided data"
"TC-ALLATTAMENTO-001","Test Allattamento Creation","Allattamento","1","User instance created","Valid data, left, and right values","1. Create a new Allattamento instance with the provided data
2. Verify that the Allattamento instance has been created correctly","The Allattamento instance is created successfully with the provided data"
"TC-FAMIGLIA-001","Test Family Creation","Famiglia","1","User instance created","None","1. Create a new Famiglia instance
2. Verify that the Famiglia instance has been created correctly","The Famiglia instance is created successfully"
"TC-USER-ALLATTAMENTO-FAMIGLIA-001","Test Parent-Child-Family Relationship","User, Allattamento, Famiglia","1","User, Allattamento, and Famiglia instances created","Valid parent-child relationship and family relationship","1. Associate the User instance with the Allattamento instance
2. Associate the User instance with the Famiglia instance
3. Verify that the relationships have been established correctly","The User instance is associated with both the Allattamento and Famiglia instances"
"TC-HOME-001","Test Home Activity","HomeActivity","2","User instance logged in","None","1. Launch the HomeActivity
2. Verify that the HomeActivity is displayed correctly
3. Navigate to the Monitoring section
4. Navigate to the Notes section
5. Return to the HomeActivity","The HomeActivity navigates correctly between the Monitoring and Notes sections"
"TC-PROFILE-001","Test Profile Activity","ProfileActivity","Not available (not described in the provided UML)","User instance logged in","None","1. Launch the ProfileActivity
2. Verify that the ProfileActivity is displayed correctly
3. Navigate to the GraphSonnoFragment
4. Navigate to the GraphAllattamentoFragment
5. Navigate to the GraphCrescitaFragment","The ProfileActivity navigates correctly between the GraphSonnoFragment, GraphAllattamentoFragment, and GraphCrescitaFragment"
"TC-ALLATTAMENTOFRAGMENT-001","Test AllattamentoFragment","AllattamentoFragment","Not available (not described in the provided UML)","User instance logged in","None","1. Launch the AllattamentoFragment
2. Verify that the AllattamentoFragment is displayed correctly
3. Start and stop the left and right timers
4. Reset the left and right values
5. Change the left and right colors","The AllattamentoFragment functions correctly, allowing the user to start, stop, reset, and change the colors of the left and right timers"
"TC-SONNOFRAGMENT-001","Test SonnoFragment","SonnoFragment","Not available (not described in the provided UML)","User instance logged in","None","1. Launch the SonnoFragment
2. Verify that the SonnoFragment is displayed correctly","The SonnoFragment is displayed correctly"
"TC-CRESITAFRAGMENT-001","Test CrescitaFragment","CrescitaFragment","Not available (not described in the provided UML)","User instance logged in","None","1. Launch the CrescitaFragment
2. Verify that the CrescitaFragment is displayed correctly","The CrescitaFragment is displayed correctly"
"TC-LOGINACTIVITY-001","Test LoginActivity","LoginActivity","Not available (not described in the provided UML)","None","Valid GoogleSignInAccount","1. Launch the LoginActivity
2. Perform the login process with the provided GoogleSignInAccount
3. Verify that the LoginActivity transitions to the FamilyActivity","The LoginActivity transitions successfully to the FamilyActivity after a successful login"
"TC-FAMILYACTIVITY-001","Test FamilyActivity","FamilyActivity","Not available (not described in the provided UML)","LoginActivity transitions to FamilyActivity","None","1. Verify that the FamilyActivity is displayed correctly","The FamilyActivity is displayed correctly"
"TC-JOINFAMILYACTIVITY-001","Test JoinFamilyActivity","JoinFamilyActivity","Not available (not described in the provided UML)","User instance logged in","Valid family code","1. Launch the JoinFamilyActivity
2. Enter a valid family code
3. Verify that the user is added to the family","The user is added successfully to the family after entering a valid family code"
"TC-CREAFAMILYACTIVITY-001","Test CreateFamilyActivity","CreaFamilyActivity","Not available (not described in the provided UML)","None","Valid name, surname, MaleFemale, date, and family code","1. Launch the CreaFamilyActivity
2. Create a new family with the provided data
3. Verify that the family has been created correctly","The family is created successfully with the provided data"
"TC-HOMEFRAGMENT-001","Test HomeFragment","HomeFragment","Not available (not described in the provided UML)","User instance logged in","None","1. Launch the HomeActivity
2. Verify that the HomeFragment is displayed correctly","The HomeFragment is displayed correctly"
"TC-MONITORFRAGMENT-001","Test MonitorFragment","MonitorFragment","Not available (not described in the provided UML)","User instance logged in","None","1. Launch the HomeActivity
2. Navigate to the MonitorFragment
3. Verify that the MonitorFragment is displayed correctly","The MonitorFragment is displayed correctly"
