"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Login-001","Successful Login","Login","1","User has registered and is logged out.","Valid username and password.","1. Navigate to the login page.
2. Enter the valid username.
3. Enter the valid password.
4. Click the ""Login"" button.","The user is logged in and redirected to the home page."
"TC-Login-002","Unsuccessful Login (Invalid Username)","Login","1","User has registered and is logged out.","Invalid username and valid password.","1. Navigate to the login page.
2. Enter the invalid username.
3. Enter the valid password.
4. Click the ""Login"" button.","An error message is displayed, and the user remains on the login page."
"TC-Login-003","Unsuccessful Login (Invalid Password)","Login","1","User has registered and is logged out.","Valid username and invalid password.","1. Navigate to the login page.
2. Enter the valid username.
3. Enter the invalid password.
4. Click the ""Login"" button.","An error message is displayed, and the user remains on the login page."
"TC-Login-004","Unsuccessful Login (Blank Username)","Login","1","User has registered and is logged out.","Blank username and valid password.","1. Navigate to the login page.
2. Enter a blank username.
3. Enter the valid password.
4. Click the ""Login"" button.","An error message is displayed, and the user remains on the login page."
"TC-Login-005","Unsuccessful Login (Blank Password)","Login","1","User has registered and is logged out.","Valid username and blank password.","1. Navigate to the login page.
2. Enter the valid username.
3. Enter a blank password.
4. Click the ""Login"" button.","An error message is displayed, and the user remains on the login page."
"TC-Registration-001","Successful Registration","Registration","1","User is not registered.","Valid username, valid email, valid password, and matching password confirmation.","1. Navigate to the registration page.
2. Enter the valid username.
3. Enter the valid email.
4. Enter the valid password.
5. Enter the matching password confirmation.
6. Click the ""Register"" button.","The user is registered, and a confirmation message is displayed."
"TC-Registration-002","Unsuccessful Registration (Invalid Username)","Registration","1","User is not registered.","Invalid username, valid email, valid password, and matching password confirmation.","1. Navigate to the registration page.
2. Enter the invalid username.
3. Enter the valid email.
4. Enter the valid password.
5. Enter the matching password confirmation.
6. Click the ""Register"" button.","An error message is displayed, and the user remains on the registration page."
"TC-Registration-003","Unsuccessful Registration (Invalid Email)","Registration","1","User is not registered.","Valid username, invalid email, valid password, and matching password confirmation.","1. Navigate to the registration page.
2. Enter the valid username.
3. Enter the invalid email.
4. Enter the valid password.
5. Enter the matching password confirmation.
6. Click the ""Register"" button.","An error message is displayed, and the user remains on the registration page."
"TC-Registration-004","Unsuccessful Registration (Invalid Password)","Registration","1","User is not registered.","Valid username, valid email, invalid password, and matching password confirmation.","1. Navigate to the registration page.
2. Enter the valid username.
3. Enter the valid email.
4. Enter the invalid password.
5. Enter the matching password confirmation.
6. Click the ""Register"" button.","An error message is displayed, and the user remains on the registration page."
"TC-Registration-005","Unsuccessful Registration (Blank Username)","Registration","1","User is not registered.","Blank username, valid email, valid password, and matching password confirmation.","1. Navigate to the registration page.
2. Enter a blank username.
3. Enter the valid email.
4. Enter the valid password.
5. Enter the matching password confirmation.
6. Click the ""Register"" button.","An error message is displayed, and the user remains on the registration page."
"TC-Registration-006","Unsuccessful Registration (Blank Email)","Registration","1","User is not registered.","Valid username, blank email, valid password, and matching password confirmation.","1. Navigate to the registration page.
2. Enter the valid username.
3. Enter a blank email.
4. Enter the valid password.
5. Enter the matching password confirmation.
6. Click the ""Register"" button.","An error message is displayed, and the user remains on the registration page."
"TC-Registration-007","Unsuccessful Registration (Blank Password)","Registration","1","User is not registered.","Valid username, valid email, blank password, and matching password confirmation.","1. Navigate to the registration page.
2. Enter the valid username.
3. Enter the valid email.
4. Enter a blank password.
5. Enter the matching password confirmation.
6. Click the ""Register"" button.","An error message is displayed, and the user remains on the registration page."
"TC-Registration-008","Unsuccessful Registration (Mismatched Passwords)","Registration","1","User is not registered.","Valid username, valid email, valid password, and invalid password confirmation.","1. Navigate to the registration page.
2. Enter the valid username.
3. Enter the valid email.
4. Enter the valid password.
5. Enter an invalid password confirmation.
6. Click the ""Register"" button.","An error message is displayed, and the user remains on the registration page."
