item_type,item_text,rank,matched_testcase_id,similarity_score,matched_testcase_text
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",1,TC-Login-001,0.8163731694221497,"test case id: tc-login-001 title: user successfully logs into the admin system module: login source pages: 1 preconditions: user has a valid username and password. test data: - username: user123 - password: pass123 test steps: 1. user enters ""user123"" as the username. 2. user enters ""pass123"" as the password. 3. user clicks on the login button. 4. system verifies the credentials. 5. system displays a success message. expected result: user is logged into the admin system."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",2,TC-Login-002,0.7871407866477966,"test case id: tc-login-002 title: user fails to log into the admin system due to invalid credentials module: login source pages: 1 preconditions: user has an invalid username or password. test data: - username: wronguser - password: wrongpass test steps: 1. user enters ""wronguser"" as the username. 2. user enters ""wrongpass"" as the password. 3. user clicks on the login button. 4. system verifies the credentials. 5. system displays an error message. expected result: user is not logged into the admin system and receives an error message."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",3,TC-Logout-001,0.7769290208816528,"test case id: tc-logout-001 title: user successfully logs out of the admin system module: logout source pages: 1 preconditions: user is logged in. test data: test steps: 1. user logs in. 2. user clicks on the ""logout"" button. 3. system logs the user out. 4. system displays a success message. expected result: user is logged out of the admin system."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",4,TC-AddProduct-001,0.7611231803894043,"test case id: tc-addproduct-001 title: admin successfully adds a product to the system module: add product source pages: 1 preconditions: admin is logged in. test data: - product name: ""laptop"" - product description: ""high-performance laptop with 16gb ram"" test steps: 1. admin logs in. 2. admin clicks on the ""add product"" button. 3. admin enters ""laptop"" as the product name. 4. admin enters ""high-performance laptop with 16gb ram"" as the product description. 5. admin clicks on the ""save"" button. 6. system saves the product. 7. system displays a success message. expected result: product is added to the system."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",5,TC-AddProduct-002,0.7542755007743835,"test case id: tc-addproduct-002 title: admin fails to add a product due to missing required fields module: add product source pages: 1 preconditions: admin is logged in. test data: - product name: """" - product description: ""high-performance laptop with 16gb ram"" test steps: 1. admin logs in. 2. admin clicks on the ""add product"" button. 3. admin leaves the product name field empty. 4. admin enters ""high-performance laptop with 16gb ram"" as the product description. 5. admin clicks on the ""save"" button. 6. system checks the input fields. 7. system displays an error message. expected result: product is not added to the system and an error message is displayed."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",6,TC-EdgeCase-002,0.7466112375259399,"test case id: tc-edgecase-002 title: user attempts to add a product with a very long description module: add product source pages: 1 preconditions: admin is logged in. test data: - product name: ""laptop"" - product description: ""b"" * 256 test steps: 1. admin logs in. 2. admin clicks on the ""add product"" button. 3. admin enters ""laptop"" as the product name. 4. admin enters ""b"" * 256 as the product description. 5. admin clicks on the ""save"" button. 6. system checks the product description length. 7. system displays an error message. expected result: product is not added to the system and an error message is displayed."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",7,TC-AddItemToCart-001,0.7407940030097961,"test case id: tc-additemtocart-001 title: user successfully adds an item to their cart module: add item to cart source pages: 1 preconditions: user is logged in. test data: - item name: ""mouse"" - item price: 29.99 test steps: 1. user logs in. 2. user clicks on the ""add item"" button. 3. user selects ""mouse"" as the item name. 4. user enters ""29.99"" as the item price. 5. user clicks on the ""add"" button. 6. system adds the item to the cart. 7. system displays a success message. expected result: item is added to the user's cart."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",8,TC-CartOperations-001,0.7333457469940186,"test case id: tc-cartoperations-001 title: admin successfully adds an item to their cart module: admin cart operations source pages: 1 preconditions: admin is logged in. test data: - item name: ""headphones"" - item price: 49.99 test steps: 1. admin logs in. 2. admin clicks on the ""add item"" button. 3. admin selects ""headphones"" as the item name. 4. admin enters ""49.99"" as the item price. 5. admin clicks on the ""add"" button. 6. system adds the item to the admin's cart. 7. system displays a success message. expected result: item is added to the admin's cart."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",9,TC-Logout-002,0.7327890396118164,"test case id: tc-logout-002 title: user fails to log out due to unexpected system failure module: logout source pages: 1 preconditions: user is logged in. test data: test steps: 1. user logs in. 2. user clicks on the ""logout"" button. 3. system attempts to log the user out but encounters an error. 4. system displays an error message. expected result: user remains logged in and an error message is displayed."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",10,TC-EdgeCase-001,0.729121208190918,"test case id: tc-edgecase-001 title: user attempts to add a product with a very long name module: add product source pages: 1 preconditions: admin is logged in. test data: - product name: ""a"" * 256 - product description: ""high-performance laptop with 16gb ram"" test steps: 1. admin logs in. 2. admin clicks on the ""add product"" button. 3. admin enters ""a"" * 256 as the product name. 4. admin enters ""high-performance laptop with 16gb ram"" as the product description. 5. admin clicks on the ""save"" button. 6. system checks the product name length. 7. system displays an error message. expected result: product is not added to the system and an error message is displayed."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",11,TC-EdgeCase-004,0.7192103266716003,"test case id: tc-edgecase-004 title: user attempts to add an item with a very long price module: add item to cart source pages: 1 preconditions: user is logged in. test data: - item name: ""keyboard"" - item price: 12345678901234567890.00 test steps: 1. user logs in. 2. user clicks on the ""add item"" button. 3. user selects ""keyboard"" as the item name. 4. user enters ""12345678901234567890.00"" as the item price. 5. user clicks on the ""add"" button. 6. system checks the item price value. 7. system displays an error message. expected result: item is not added to the user's cart and an error message is displayed."
flow,"user -> admin — type=association; label=""login""; explanation=""user logs in to admin system""",12,TC-CartOperations-002,0.7179181575775146,"test case id: tc-cartoperations-002 title: admin fails to add an item to their cart due to invalid price module: admin cart operations source pages: 1 preconditions: admin is logged in. test data: - item name: ""speaker"" - item price: -20.00 test steps: 1. admin logs in. 2. admin clicks on the ""add item"" button. 3. admin selects ""speaker"" as the item name. 4. admin enters ""-20.00"" as the item price. 5. admin clicks on the ""add"" button. 6. system checks the item price. 7. system displays an error message. expected result: item is not added to the admin's cart and an error message is displayed."
