src_tc_id,best_ref_tc_id,best_similarity,src_embedding_text,best_ref_embedding_text
TC-User-001,TC-LoginActivity-001,0.9058725833892822,source: design test case id: tc-user-001 title: user login with valid credentials module: user source files or pages: 1 covered methods: preconditions: user is on the login page test data: - valid email: test@example.com - valid password: password123 test steps: 1. enter the email and password 2. click the login button test steps: expected result: user is logged in successfully unit: project:,"source: code test case id: tc-loginactivity-001 title: test login with valid credentials module: loginactivity source files or pages: [""app/src/main/java/com/seaguard/ui/auth/loginactivity.java""] covered methods: [""login""] preconditions: [""the user is not logged in""] test data: [""valid email and password""] test steps: [""enter valid email and password in the login form"", ""click the login button""] expected result: [""the user is logged in and redirected to the main screen""] unit: app_01 project: code_file6"
TC-User-002,TC-LoginActivity-002,0.9149398803710938,"source: design test case id: tc-user-002 title: user login with invalid credentials module: user source files or pages: 1 covered methods: preconditions: user is on the login page test data: - invalid email: invalidemail - valid password: password123 test steps: 1. enter the email and password 2. click the login button test steps: expected result: login fails, and an error message is displayed unit: project:","source: code test case id: tc-loginactivity-002 title: test login with invalid credentials module: loginactivity source files or pages: [""app/src/main/java/com/seaguard/ui/auth/loginactivity.java""] covered methods: [""login""] preconditions: [""the user is not logged in""] test data: [""invalid email and password""] test steps: [""enter invalid email and password in the login form"", ""click the login button""] expected result: [""the user is not logged in and an error message is displayed""] unit: app_01 project: code_file6"
TC-User-003,TC-RegisterActivity-001,0.8808743953704834,source: design test case id: tc-user-003 title: user registration with valid credentials module: user source files or pages: 2 covered methods: preconditions: user is on the registration page test data: - valid email: test@example.com - valid password: password123 test steps: 1. enter the email and password 2. click the register button test steps: expected result: user is registered successfully unit: project:,"source: code test case id: tc-registeractivity-001 title: test signup method with valid credentials module: registeractivity source files or pages: [""app/src/main/java/com/seaguard/ui/auth/registeractivity.java""] covered methods: [""signup""] preconditions: [""the user has entered valid credentials in the name, email, password, and confirm password fields""] test data: [""valid email address"", ""valid password"", ""valid confirm password"", ""valid name""] test steps: [""click the sign up button"", ""verify that the progress bar is displayed"", ""verify that the user is signed in"", ""verify that the user's profile is updated with the name""] expected result: [""the user is redirected to the home screen"", ""the progress bar is hidden"", ""the user is signed in"", ""the user's profile is updated with the name""] unit: com_04 project: code_file6"
TC-User-004,TC-RegisterActivity-002,0.886207103729248,"source: design test case id: tc-user-004 title: user registration with invalid credentials module: user source files or pages: 2 covered methods: preconditions: user is on the registration page test data: - invalid email: invalidemail - valid password: password123 test steps: 1. enter the email and password 2. click the register button test steps: expected result: registration fails, and an error message is displayed unit: project:","source: code test case id: tc-registeractivity-002 title: test signup method with invalid credentials module: registeractivity source files or pages: [""app/src/main/java/com/seaguard/ui/auth/registeractivity.java""] covered methods: [""signup""] preconditions: [""the user has entered invalid credentials in the name, email, password, and confirm password fields""] test data: [""invalid email address"", ""invalid password"", ""invalid confirm password"", ""invalid name""] test steps: [""click the sign up button"", ""verify that the progress bar is displayed"", ""verify that the user is not signed in"", ""verify that the user's profile is not updated""] expected result: [""the user is not redirected to the home screen"", ""the progress bar is hidden"", ""the user is not signed in"", ""the user's profile is not updated""] unit: com_04 project: code_file6"
TC-Area-001,TC-AddReportActivity-001,0.8078497648239136,source: design test case id: tc-area-001 title: user creates an area module: area source files or pages: 1 covered methods: preconditions: user is logged in test data: - description: test area - location: test location test steps: 1. navigate to the area creation page 2. enter the description and location 3. click the create button test steps: expected result: the area is created successfully unit: project:,"source: code test case id: tc-addreportactivity-001 title: test case 1: check that the activity is created correctly module: addreportactivity source files or pages: [""app/src/main/java/com/seaguard/ui/home/addreportactivity.java""] covered methods: [""oncreate""] preconditions: [""the activity is launched""] test data: [""no report to edit""] test steps: [""launch the activity""] expected result: [""the activity is created correctly""] unit: home_08 project: code_file6"
TC-Area-002,TC-DbHelper-003,0.7926772832870483,source: design test case id: tc-area-002 title: user deletes an area module: area source files or pages: 1 covered methods: preconditions: user is logged in and has an area test data: - area id: 1 test steps: 1. navigate to the area management page 2. select the area to delete 3. click the delete button test steps: expected result: the area is deleted successfully unit: project:,"source: code test case id: tc-dbhelper-003 title: test delete method module: dbhelper source files or pages: [""app/src/main/java/com/seaguard/database/dbhelper.java""] covered methods: [""delete""] preconditions: [""dbmodel elem is not null""] test data: [""dbmodel elem with valid data""] test steps: [""call delete method with elem and onfailure callback""] expected result: [""onfailure callback is called with exception""] unit: app_01 project: code_file6"
TC-Category-001,TC-AddReportActivity-005,0.8455449342727661,source: design test case id: tc-category-001 title: user creates a category module: categories source files or pages: 1 covered methods: preconditions: user is logged in test data: - description: test category - name: test category name test steps: 1. navigate to the category creation page 2. enter the description and name 3. click the create button test steps: expected result: the category is created successfully unit: project:,"source: code test case id: tc-addreportactivity-005 title: test case 5: check that the categories are set correctly module: addreportactivity source files or pages: [""app/src/main/java/com/seaguard/ui/home/addreportactivity.java""] covered methods: [""oncreate""] preconditions: [""the activity is launched""] test data: [""no report to edit""] test steps: [""check that the categories are set correctly""] expected result: [""the categories are set correctly""] unit: app_01 project: code_file6"
TC-Category-002,TC-DbHelper-003,0.802186131477356,source: design test case id: tc-category-002 title: user deletes a category module: categories source files or pages: 1 covered methods: preconditions: user is logged in and has a category test data: - category id: 1 test steps: 1. navigate to the category management page 2. select the category to delete 3. click the delete button test steps: expected result: the category is deleted successfully unit: project:,"source: code test case id: tc-dbhelper-003 title: test delete method module: dbhelper source files or pages: [""app/src/main/java/com/seaguard/database/dbhelper.java""] covered methods: [""delete""] preconditions: [""dbmodel elem is not null""] test data: [""dbmodel elem with valid data""] test steps: [""call delete method with elem and onfailure callback""] expected result: [""onfailure callback is called with exception""] unit: app_01 project: code_file6"
TC-Report-001,TC-ReportsViewModel-001,0.8530670404434204,source: design test case id: tc-report-001 title: user creates a report module: reports source files or pages: 1 covered methods: preconditions: user is logged in and has an area and a category test data: - description: test report test steps: 1. navigate to the report creation page 2. enter the description 3. select the area and category 4. click the create button test steps: expected result: the report is created successfully unit: project:,"source: code test case id: tc-reportsviewmodel-001 title: reportsviewmodel constructor module: reportsviewmodel source files or pages: [""app/src/main/java/com/seaguard/ui/reports/reportsviewmodel.java""] covered methods: [""reportsviewmodel""] preconditions: [""reportsviewmodel instance is created""] test data: [""""] test steps: [""1. create a reportsviewmodel instance""] expected result: [""reportsviewmodel instance is created""] unit: ui_14 project: code_file6"
TC-Report-002,TC-ReportActivity-007,0.8229230046272278,source: design test case id: tc-report-002 title: user deletes a report module: reports source files or pages: 1 covered methods: preconditions: user is logged in and has a report test data: - report id: 1 test steps: 1. navigate to the report management page 2. select the report to delete 3. click the delete button test steps: expected result: the report is deleted successfully unit: project:,"source: code test case id: tc-reportactivity-007 title: test case 7: on destroy module: reportactivity source files or pages: [""app/src/main/java/com/seaguard/ui/home/reportactivity.java""] covered methods: [""ondestroy""] preconditions: [""the reportactivity is created and the comment fields are not empty""] test data: [""valid comment fields and a valid rating""] test steps: [""call ondestroy()""] expected result: [""the reportactivity is destroyed and the comment fields are not empty""] unit: ui_14 project: code_file6"
