"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-PuntinaMappa-001","Set and Get Longitude","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewLongitude = 45.0","1. Call Set.Longitudine(newLongitude).
2. Call Get.Longitudine().","The returned value matches the set longitude."
"TC-PuntinaMappa-002","Set and Get Latitude","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewLatitude = 12.0","1. Call Set.Latitudine(newLatitude).
2. Call Get.Latitudine().","The returned value matches the set latitude."
"TC-PuntinaMappa-003","Set and Get Quality of Air","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewQualityOfAir = 50","1. Call Set.QualitàAria(newQualityOfAir).
2. Call Get.QualitàAria().","The returned value matches the set quality of air."
"TC-PuntinaMappa-004","Set and Get Temperature","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewTemperature = 25","1. Call Set.Temperatura(newTemperature).
2. Call Get.Temperatura().","The returned value matches the set temperature."
"TC-PuntinaMappa-005","Set and Get Weather State","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewWeatherState = ""Rainy""","1. Call Set.StatoMeteo(newWeatherState).
2. Call Get.StatoMeteo().","The returned value matches the set weather state."
"TC-PuntinaMappa-006","Set and Get Humidity","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewHumidity = 70","1. Call Set.Umidità(newHumidity).
2. Call Get.Umidità().","The returned value matches the set humidity."
"TC-PuntinaMappa-007","Set and Get Wind Speed","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewWindSpeed = 10.5","1. Call Set.Vento(newWindSpeed).
2. Call Get.Vento().","The returned value matches the set wind speed."
"TC-PuntinaMappa-008","Set and Get Pressure","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewPressure = 1013","1. Call Set.Pressione(newPressure).
2. Call Get.Pressione().","The returned value matches the set pressure."
"TC-PuntinaMappa-009","Set and Get Category","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewCategory = ""Moderate""","1. Call Set.Categoria(newCategory).
2. Call Get.Categoria().","The returned value matches the set category."
"TC-PuntinaMappa-010","Invalid Input for Longitude","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewLongitude = ""abc""","1. Attempt to call Set.Longitudine(newLongitude).","An error is thrown due to invalid input."
"TC-PuntinaMappa-011","Invalid Input for Latitude","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewLatitude = ""def""","1. Attempt to call Set.Latitudine(newLatitude).","An error is thrown due to invalid input."
"TC-PuntinaMappa-012","Invalid Input for Quality of Air","PuntinaMappa","1","An instance of PuntinaMappa is created.","NewQualityOfAir = ""ghi""","1. Attempt to call Set.QualitàAria(newQualityOfAir).","An error is thrown due to invalid input."
