"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Login-001","Login with Google Account","Login","5","The application is correctly installed on the device","Google account credentials","1. The user opens the application
2. The user clicks on ""Login with Google""
3. The user enters their Google account credentials","The user is logged in and can access all the application's features"
"TC-Payment-002","Add a Payment Method","Payment","5","The user has logged in","Credit/Debit card details","1. The user navigates to the payment method section
2. The user enters their credit/debit card details","The payment method is added and can be used for future payments"
"TC-QRCodeScanner-003","Scan QR Code to Unlock Stroller","QR Code Scanner","Not mentioned in the provided pages","The user has logged in and added a payment method","QR code of a stroller","1. The user navigates to the QR code scanner section
2. The user scans the QR code of a stroller","The stroller is unlocked and can be used by the user"
"TC-QRCodeScanner-004","Scan Invalid QR Code","QR Code Scanner","Not mentioned in the provided pages","The user has logged in and added a payment method","Invalid QR code","1. The user navigates to the QR code scanner section
2. The user scans an invalid QR code","The system displays an error message and the stroller remains locked"
"TC-QRCodeScanner-005","Scan QR Code with Insufficient Balance","QR Code Scanner","Not mentioned in the provided pages","The user has logged in, added a payment method, and has insufficient balance","QR code of a stroller","1. The user navigates to the QR code scanner section
2. The user scans the QR code of a stroller","The system displays an error message indicating insufficient balance and the stroller remains locked"
"TC-Authentication-006","User Login","Authentication","7,8","User has an account and has granted access to the application through Google.","User credentials (email, password)","1. User clicks on the ""Login"" button.
2. User enters email and password.
3. User clicks on the ""Login"" button again.","User is logged in and redirected to the home screen."
"TC-Payment-007","Credit/Debit Card Payment","Payment","7,8","User has logged in and has a valid credit/debit card.","Credit/Debit card details (card number, expiration date, CVV)","1. User clicks on the ""Add Payment Method"" button.
2. User selects ""Credit/Debit Card"" as the payment method.
3. User enters card details.
4. User clicks on the ""Save"" button.","Card is saved as a payment method and user is redirected to the home screen."
"TC-Payment-008","Prepaid Card Payment","Payment","7,8","User has logged in and has a valid prepaid card.","Prepaid card details (card number, PIN)","1. User clicks on the ""Add Payment Method"" button.
2. User selects ""Prepaid Card"" as the payment method.
3. User enters card details.
4. User clicks on the ""Save"" button.","Card is saved as a payment method and user is redirected to the home screen."
"TC-Payment-009","Balance Recharge","Payment","7","User has logged in and has a valid payment method.","Amount to recharge","1. User clicks on the ""Recharge Balance"" button.
2. User enters the amount to recharge.
3. User clicks on the ""Recharge"" button.","Balance is recharged with the entered amount."
"TC-Payment-010","Verify the ability to add funds to the account","Payment","13,14,15,16,17,18","User has logged in","Credit/Debit/Prepaid card details","1. Navigate to the payment section
2. Enter the card details
3. Confirm the payment","The account balance is updated with the added funds"
"TC-Search-011","Verify the ability to search for available scooters","Search","13,14,15,16,17,18","User has logged in","None","1. Navigate to the search section
2. Enter the location
3. Click on the search button","A list of available scooters in the specified location is displayed"
"TC-Rental-012","Verify the ability to rent a scooter","Rental","13,14,15,16,17,18","User has logged in, Scooter is available","None","1. Navigate to the scooter details page
2. Click on the rent button
3. Scan the QR code","The scooter is rented to the user"
"TC-Rental-013","Verify the ability to return a scooter","Rental","13,14,15,16,17,18","User has logged in, Scooter is rented by the user","None","1. Navigate to the scooter details page
2. Click on the return button
3. Confirm the return","The scooter is returned and the user's account is charged for the rental period"
"TC-Support-014","Verify the ability to report a problem with a scooter","Support","13,14,15,16,17,18","User has logged in","Scooter details, photo of the scooter, QR code","1. Navigate to the support section
2. Report the problem
3. Attach the required details","The problem is reported and the support team is notified"
"TC-History-015","Verify the ability to view the rental history","History","13,14,15,16,17,18","User has logged in, User has rented a scooter before","None","1. Navigate to the history section","The user can view the details of their past rentals"
"TC-SystemPerformance-016","Verify the system's ability to handle multiple users simultaneously","System Performance","16,17,18","Multiple users are logged in","None","1. Simulate multiple users searching for and renting scooters","The system handles the requests without crashing or freezing"
