"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Access-001","User Access - First Access - Registration Process","Access","1","User has not accessed the app before.","Valid user details for registration.","1. User accesses the app.
2. System checks if it's the first access.
3. System prompts for registration.
4. User enters valid registration details.
5. System processes the registration.
6. System redirects to the home page.","User is successfully registered and redirected to the home page."
"TC-Access-002","User Access - Already Registered - Login Process","Access","1","User has already registered.","Valid login credentials.","1. User accesses the app.
2. System checks if it's the first access.
3. System prompts for login.
4. User enters valid login credentials.
5. System processes the login.
6. System redirects to the home page.","User is successfully logged in and redirected to the home page."
"TC-Journey-001","Journey Process - Ongoing Journey - Emissions Calculation","Journey","2","User is currently on a journey.","Valid journey details.","1. User is on the home page.
2. System checks if a journey is ongoing.
3. System starts the journey.
4. System checks if the journey is completed.
5. System calculates emissions.
6. System redirects to the home page.","Emissions are calculated and the user is redirected to the home page."
"TC-Journey-002","Journey Process - No Ongoing Journey - Section Change","Journey","2","User is not on a journey.","Valid section change request.","1. User is on the home page.
2. System checks if a journey is ongoing.
3. System prompts for section change.
4. User selects a valid section change.
5. System provides a horizontal menu.
6. System redirects to the home page.","User is shown a horizontal menu and redirected to the home page."
"TC-Statistics-001","Statistics - View Weekly Report","Statistics","3","User is on the statistics menu.","Valid weekly report request.","1. User is on the statistics menu.
2. System prompts to view a weekly report.
3. User requests to view the weekly report.
4. System generates the weekly report.
5. System returns to the statistics menu.","Weekly report is generated and the user is returned to the statistics menu."
"TC-Statistics-002","Statistics - No Weekly Report Request","Statistics","3","User is on the statistics menu.","No weekly report request.","1. User is on the statistics menu.
2. System prompts to view a weekly report.
3. User declines to view the weekly report.
4. System returns to the statistics menu.","The user is returned to the statistics menu without generating a report."
"TC-Profile-001","Profile Management - Update Account Data","Profile","4","User is on the profile management menu.","Valid new account data.","1. User is on the profile management menu.
2. System prompts to update account data.
3. User confirms to update account data.
4. User enters valid new data.
5. System updates the account data.
6. System returns to the profile management menu.","Account data is updated and the user is returned to the profile management menu."
"TC-Profile-002","Profile Management - Logout","Profile","4","User is on the profile management menu.","Valid logout request.","1. User is on the profile management menu.
2. System prompts to update account data.
3. User declines to update account data.
4. User requests to logout.
5. System logs the user out.
6. System returns to the home page.","User is logged out and redirected to the home page."
"TC-Login-001","Login Process - Invalid Credentials","Access","1","User attempts to log in with invalid credentials.","Invalid login credentials.","1. User accesses the app.
2. System checks if it's the first access.
3. System prompts for login.
4. User enters invalid login credentials.
5. System processes the login attempt.
6. System displays an error message.","An error message is displayed indicating invalid credentials."
"TC-Login-002","Login Process - Empty Credentials","Access","1","User attempts to log in with empty credentials.","Empty login credentials.","1. User accesses the app.
2. System checks if it's the first access.
3. System prompts for login.
4. User enters empty login credentials.
5. System processes the login attempt.
6. System displays an error message.","An error message is displayed indicating empty credentials."
