"Test Case ID","Title","Module","Source UML Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Login-001","Successful Login Process","Login","1","User is not logged in.","Valid username: ""john_doe"", valid password: ""password123"".","1. User navigates to the login page.
2. User enters valid username and password.
3. User clicks the login button.
4. System verifies the credentials against the database.
5. System logs the user in successfully.","User is redirected to the HOME page."
"TC-Login-002","Unsuccessful Login Process","Login","1","User is not logged in.","Invalid username: ""invalid_user"", invalid password: ""wrong_password"".","1. User navigates to the login page.
2. User enters invalid username and password.
3. User clicks the login button.
4. System verifies the credentials against the database.
5. System fails to log the user in.","User remains on the login page with an error message displayed."
"TC-Registration-001","Successful Registration Process","Registration","1","User is not logged in.","Valid username: ""new_user"", valid password: ""password123"", valid email: ""new_user@example.com"".","1. User navigates to the registration page.
2. User fills out the registration form with valid details.
3. User clicks the register button.
4. System verifies the input data.
5. System creates a new user account in the database.
6. System logs the user in.","User is redirected to the HOME page."
"TC-Registration-002","Unsuccessful Registration Process","Registration","1","User is not logged in.","Invalid email: ""invalid_email"", valid password: ""password123"".","1. User navigates to the registration page.
2. User fills out the registration form with invalid email.
3. User clicks the register button.
4. System verifies the input data.
5. System fails to create a new user account in the database.","User remains on the registration page with an error message displayed."
"TC-ProposalHandling-001","Handling Proposals - View Proposals","ProposalHandling","2","User is logged in.","N/A.","1. User navigates to the HOME page.
2. User clicks on the ""Proposte di scambio"" option.
3. System displays the list of received proposals.
4. User selects a proposal.
5. System displays the details of the selected proposal.","User sees the list of received proposals and can view the details of a selected proposal."
"TC-ProposalHandling-002","Handling Proposals - Accept Proposal","ProposalHandling","2","User is logged in.","N/A.","1. User navigates to the HOME page.
2. User clicks on the ""Proposte di scambio"" option.
3. System displays the list of received proposals.
4. User selects a proposal.
5. User clicks the ""Accept"" button.
6. System updates the proposal status to accepted.","Proposal status is updated to accepted and user sees a confirmation message."
"TC-PersonalBoard-001","Viewing Personal Board","PersonalBoard","3","User is logged in.","N/A.","1. User navigates to the HOME page.
2. User clicks on the ""Bachea personale"" option.
3. System displays the personal board.
4. User clicks on the ""Inserimento"" option.
5. System allows user to add a new item.
6. User adds a new item.
7. System displays the list of items.","User sees the personal board with the added item listed."
"TC-PersonalBoard-002","Deleting an Item from Personal Board","PersonalBoard","3","User is logged in and has items in the personal board.","N/A.","1. User navigates to the HOME page.
2. User clicks on the ""Bachea personale"" option.
3. System displays the personal board.
4. User selects an item to delete.
5. User confirms the deletion.
6. System removes the selected item from the board.","Selected item is removed from the personal board."
"TC-ItemManagement-001","Inserting a New Item","ItemManagement","9, 10","User is logged in.","Valid item name: ""New Item"", valid item description: ""This is a new item"".","1. User navigates to the HOME page.
2. User clicks on the ""Insert new item"" button.
3. System prompts user to provide item details.
4. User provides valid item details.
5. System inserts the new item into the database.
6. System shows the updated list of items.","New item is added to the list of items."
"TC-ItemManagement-002","Deleting an Existing Item","ItemManagement","10, 11","User is logged in and has items in the list.","N/A.","1. User navigates to the HOME page.
2. User clicks on the ""Delete item"" button.
3. System prompts user to confirm deletion.
4. User confirms the deletion.
5. System deletes the selected item from the database.
6. System shows the updated list of items.","Selected item is removed from the list of items."
