item_type,item_text,rank,matched_testcase_id,similarity_score,matched_testcase_text
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",1,TC-User-007,0.8480936288833618,"test case id: tc-user-007 title: user places an order module: user source pages: 1,6,7 preconditions: user is logged in and the menu is available. test data: - item: pizza - quantity: 2 test steps: 1. user selects ""pizza"" from the menu. 2. user enters ""2"" as the quantity. 3. user clicks on the order button. 4. server processes the order. 5. server sends an order confirmation to the user. expected result: user sees an order confirmation message."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",2,TC-Restaurant-001,0.8365603685379028,"test case id: tc-restaurant-001 title: restaurant views the menu module: restaurant source pages: 1,6,7 preconditions: restaurant is logged in. test data: - no specific data required. test steps: 1. restaurant clicks on the menu option. 2. server sends the menu details to the restaurant. expected result: restaurant sees the menu details."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",3,TC-Restaurant-002,0.8092796802520752,"test case id: tc-restaurant-002 title: restaurant processes payment module: restaurant source pages: 1,6,7 preconditions: restaurant is logged in and an order is placed. test data: - payment method: credit card - card number: 1234567890123456 - expiry date: 12/23 - cvv: 123 test steps: 1. restaurant clicks on the payment option. 2. server processes the payment. 3. server sends a payment confirmation to the restaurant. expected result: restaurant sees a payment confirmation message."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",4,TC-User-010,0.8069443106651306,"test case id: tc-user-010 title: user places an order with zero quantity module: user source pages: 1,6,7 preconditions: user is logged in and the menu is available. test data: - item: pizza - quantity: 0 test steps: 1. user selects ""pizza"" from the menu. 2. user enters ""0"" as the quantity. 3. user clicks on the order button. 4. server processes the order. 5. server returns an error message to the user. expected result: user sees an error message indicating that the quantity must be greater than zero."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",5,TC-User-006,0.8040626049041748,"test case id: tc-user-006 title: user views the menu module: user source pages: 1,6,7 preconditions: user is logged in. test data: - no specific data required. test steps: 1. user clicks on the menu option. 2. server sends the menu details to the user. expected result: user sees the menu details."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",6,TC-User-009,0.7989515066146851,"test case id: tc-user-009 title: user places an order with invalid quantity module: user source pages: 1,6,7 preconditions: user is logged in and the menu is available. test data: - item: pizza - quantity: -1 test steps: 1. user selects ""pizza"" from the menu. 2. user enters ""-1"" as the quantity. 3. user clicks on the order button. 4. server processes the order. 5. server returns an error message to the user. expected result: user sees an error message indicating that the quantity must be a positive number."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",7,TC-User-008,0.7907452583312988,"test case id: tc-user-008 title: user places an order with invalid item module: user source pages: 1,6,7 preconditions: user is logged in and the menu is available. test data: - item: nonexistentitem - quantity: 2 test steps: 1. user selects ""nonexistentitem"" from the menu. 2. user enters ""2"" as the quantity. 3. user clicks on the order button. 4. server processes the order. 5. server returns an error message to the user. expected result: user sees an error message indicating that the item does not exist."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",8,TC-Restaurant-004,0.7643635869026184,"test case id: tc-restaurant-004 title: restaurant processes payment with expired card module: restaurant source pages: 1,6,7 preconditions: restaurant is logged in and an order is placed. test data: - payment method: credit card - card number: 1234567890123456 - expiry date: 01/22 - cvv: 123 test steps: 1. restaurant clicks on the payment option. 2. server processes the payment. 3. server returns an error message to the restaurant. expected result: restaurant sees an error message indicating that the card has expired."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",9,TC-Database-005,0.7607561349868774,"test case id: tc-database-005 title: database handles a successful insert request module: database source pages: 6 preconditions: user has valid data to insert. test data: - data: ""insert into orders (item, quantity) values ('pizza', 2)"" test steps: 1. user sends an insert request to the server. 2. server forwards the request to the database. 3. database processes the insert request. 4. database returns a success message to the server. 5. server returns a success message to the user. expected result: user sees a success message indicating that the data was inserted."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",10,TC-Restaurant-003,0.7573659420013428,"test case id: tc-restaurant-003 title: restaurant processes payment with invalid card number module: restaurant source pages: 1,6,7 preconditions: restaurant is logged in and an order is placed. test data: - payment method: credit card - card number: 1234567890123457 - expiry date: 12/23 - cvv: 123 test steps: 1. restaurant clicks on the payment option. 2. server processes the payment. 3. server returns an error message to the restaurant. expected result: restaurant sees an error message indicating that the card number is invalid."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",11,TC-Database-003,0.7567093968391418,"test case id: tc-database-003 title: database handles a successful query request module: database source pages: 6 preconditions: user has a valid query. test data: - query: ""select * from orders"" test steps: 1. user sends a query request to the server. 2. server forwards the request to the database. 3. database processes the query. 4. database returns the query results to the server. 5. server returns the query results to the user. expected result: user receives the query results."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",12,TC-Restaurant-005,0.7427904605865479,"test case id: tc-restaurant-005 title: restaurant processes payment with invalid cvv module: restaurant source pages: 1,6,7 preconditions: restaurant is logged in and an order is placed. test data: - payment method: credit card - card number: 1234567890123456 - expiry date: 12/23 - cvv: 1234 test steps: 1. restaurant clicks on the payment option. 2. server processes the payment. 3. server returns an error message to the restaurant. expected result: restaurant sees an error message indicating that the cvv is invalid."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",13,TC-Verification-001,0.7341253757476807,test case id: tc-verification-001 title: verification process succeeds module: verification source pages: 3 preconditions: information is correct. test data: - information: correct test steps: 1. verifier checks the information. 2. verifier grants access. 3. access is granted to the user. 4. reward is offered to the user. 5. user accesses the marketplace. expected result: user is granted access to the marketplace.
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",14,TC-Database-004,0.7132326364517212,"test case id: tc-database-004 title: database handles an unsuccessful query request module: database source pages: 6 preconditions: user has an invalid query. test data: - query: ""select * from non_existent_table"" test steps: 1. user sends a query request to the server. 2. server forwards the request to the database. 3. database processes the query. 4. database returns an error message to the server. 5. server returns an error message to the user. expected result: user sees an error message indicating that the table does not exist."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",15,TC-Verification-002,0.7002359628677368,test case id: tc-verification-002 title: verification process fails module: verification source pages: 3 preconditions: information is incorrect. test data: - information: incorrect test steps: 1. verifier checks the information. 2. verifier denies access. 3. user is denied access. expected result: user is denied access.
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",16,TC-User-003,0.6925053596496582,"test case id: tc-user-003 title: user logs out successfully module: user source pages: 6,7,8 preconditions: user is logged in. test data: - no specific data required. test steps: 1. user clicks on the logout button. 2. server handles the logout request. 3. server returns a success message to the user. expected result: user is logged out successfully and sees a success message."
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",17,TC-Database-001,0.691677451133728,test case id: tc-database-001 title: database handles a successful login request module: database source pages: 6 preconditions: user has valid credentials. test data: - username: testuser - password: testpassword test steps: 1. user sends a login request to the server. 2. server forwards the request to the database. 3. database verifies the credentials. 4. database returns a success message to the server. 5. server returns a success message to the user. expected result: user is logged in successfully.
flow,"user -> restaurant — type=association; label=""place order""; explanation=""user places an order with the restaurant.""",18,TC-User-001,0.6912863254547119,"test case id: tc-user-001 title: user logs in successfully module: user source pages: 6,7,8 preconditions: user has a valid username and password. test data: - username: testuser - password: testpassword test steps: 1. user enters ""testuser"" as the username. 2. user enters ""testpassword"" as the password. 3. user clicks on the login button. 4. server handles the login request. 5. server verifies the credentials. 6. server returns a success message to the user. expected result: user is logged in successfully and sees a success message."
