"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-Mapping-001","Verify Real-Time Localization of Commercial Activities","Mapping","5,6","User is logged in and has location services enabled","User’s current location within the app’s defined neighborhood boundaries","1. Open the app and navigate to the map view.
2. Ensure the user’s current location is marked on the map.
3. Search for nearby commercial activities (e.g., shops, professionals).
4. Verify that the searched activities are displayed on the map with correct markers.","The map displays the user’s location and nearby commercial activities accurately, with markers labeled correctly."
"TC-Mapping-002","Verify GPS-Based Localization Accuracy","Mapping","5,6","User has GPS enabled and is within the app’s neighborhood boundaries","User’s known physical location (e.g., home address)","1. Open the app and navigate to the map view.
2. Allow the app to access GPS location.
3. Confirm the app’s displayed location matches the user’s known physical location.","The app accurately reflects the user’s GPS-based location on the map."
"TC-Messaging-003","Verify Instant Messaging Functionality Between Users","Messaging","6","Two users are registered and logged in","Two test user accounts (User A and User B)","1. User A sends a text message to User B via the app’s messaging feature.
2. User B opens the app and navigates to the messaging section.
3. User B reads the message sent by User A.
4. User B replies to User A’s message.","Messages are successfully sent, received, and displayed in real-time between the two users."
"TC-Commerce-004","Verify Unsold Goods Sharing Functionality","Commerce","5","User is logged in as a commercial activity owner","Sample unsold goods (e.g., expired products, surplus items)","1. User posts an item for sharing (e.g., ""Free: 5 kg of rice"").
2. Another user searches for shared items and finds the posted item.
3. The second user requests the item.
4. The owner confirms the request.","The item is listed, searched, requested, and confirmed successfully."
"TC-Commerce-005","Verify Group Purchase Management","Commerce","5","Multiple users are logged in","Sample group purchase (e.g., bulk purchase of vegetables)","1. User A creates a group purchase request (e.g., ""Group buy: 20 kg of potatoes"").
2. User B and User C join the group purchase.
3. User A finalizes the purchase and shares the details with participants.","The group purchase is created, joined by users, and finalized without errors."
"TC-Commerce-006","Verify Appointment Scheduling for Local Services","Commerce","5","User is logged in as a professional/service provider","Sample appointment slot (e.g., ""Haircut at 3 PM"")","1. User A (professional) posts an available appointment slot.
2. User B searches for available appointments and selects the slot.
3. User A confirms the booking.","The appointment is posted, searched, selected, and confirmed successfully."
"TC-Social-007","Verify Tool/Equipment Sharing Functionality","Social","5","User is logged in and owns a tool/equipment","Sample tool (e.g., ""Ladder for rent"")","1. User A lists a tool for sharing (e.g., ""Ladder available for rent"").
2. User B searches for shared tools and finds the listed tool.
3. User B requests to borrow the tool.
4. User A approves the request.","The tool is listed, searched, requested, and approved successfully."
"TC-Authentication-008","Verify User Registration with Residency Validation (if implemented)","Authentication","6","User has valid residency documents (if required)","Valid residency proof (e.g., utility bill, ID)","1. User attempts to register with residency proof.
2. The app validates the residency document.
3. User completes registration.","The app accepts the residency proof and completes registration successfully."
"TC-PlatformCompatibilit-009","Verify Cross-Platform Compatibility for Android and iOS","Platform Compatibility","12","Flutter SDK installed, Android Studio/XCode configured","None","1. Build the app using Flutter for Android.
2. Install the APK on an Android device.
3. Launch the app and verify it loads without crashes.
4. Repeat steps 1–3 for iOS using Xcode and an iOS device.","App launches successfully on both Android and iOS devices without errors."
"TC-DataSynchronization-010","Validate Real-Time Data Exchange Between Devices","Data Synchronization","12","Two devices (Android/iOS) with the app installed, active internet connection","Sample data (e.g., user profile, location updates)","1. Log in as two different users on Device A and Device B.
2. Update data (e.g., location, status) on Device A.
3. Verify Device B reflects the updated data within 5 seconds.
4. Repeat with Device B initiating changes.","Data synchronizes in real-time across both devices without delays or conflicts."
"TC-UserRoles-011","Verify Role-Based Access for ""Abitante"" User","User Roles","12","App installed, test account for ""abitante"" role created","Credentials for ""abitante"" user","1. Log in with ""abitante"" credentials.
2. Navigate to all available menus/interfaces.
3. Attempt actions restricted to ""professionista"" (e.g., data entry, admin functions).","Only ""abitante""-specific features are accessible; restricted actions are blocked."
"TC-UserRoles-012","Verify Role-Based Access for ""Professionista/Esercente"" User","User Roles","12","App installed, test account for ""professionista"" role created","Credentials for ""professionista"" user","1. Log in with ""professionista"" credentials.
2. Navigate to all available menus/interfaces.
3. Attempt actions restricted to ""abitante"" (e.g., read-only views).","Only ""professionista""-specific features are accessible; restricted actions are blocked."
"TC-GeographicalScope-013","Validate Quarter-Level Activity Confinement","Geographical Scope","12","App installed, geolocation enabled, user logged in","Test user located in ""Quarter X""","1. Log in and verify the app displays only data relevant to ""Quarter X.""
2. Attempt to access data from another quarter (e.g., via search or map).
3. Confirm no data from outside ""Quarter X"" is visible.","App restricts all actions/data to the user’s assigned quarter."
"TC-DataQuery-014","Test Nominative Search Functionality","Data Query","12","App installed, sample user data populated","Valid username/ID of an existing user","1. Log in as an ""abitante"" or ""professionista.""
2. Use the search function to input the username/ID.
3. Verify the correct user profile/data is displayed.","Search returns accurate, relevant results for the input query."
"TC-DataQuery-015","Test Geographical Search Functionality","Data Query","12","App installed, sample location-based data populated","Valid geographical query (e.g., ""near school,"" ""in Quarter Y"")","1. Log in and access the search/map feature.
2. Input a geographical query.
3. Verify results are filtered to matching locations within the user’s quarter.","Search returns location-specific data without cross-quarter results."
"TC-Localization-016","Verify Accessibility for Users with Language Barriers","Localization","12","App installed, language settings configured","None","1. Change app language to a non-native language (e.g., English for Italian user).
2. Navigate through all primary interfaces (login, dashboard, search).
3. Confirm all UI elements (buttons, labels, errors) are translated.","App displays content in the selected language without missing translations."
"TC-NetworkDependency-017","Validate Mandatory Internet Connectivity","Network Dependency","12","App installed, device with toggleable internet","None","1. Launch the app with active internet.
2. Disable internet and attempt to perform a data-dependent action (e.g., search, update).
3. Re-enable internet and retry the action.","App blocks actions requiring internet; error message appears. Action succeeds after reconnection."
"TC-NetworkDependency-018","Validate Mandatory Geolocation","Network Dependency","12","App installed, device with toggleable geolocation","None","1. Launch the app with geolocation enabled.
2. Disable geolocation and attempt to access quarter-specific features.
3. Re-enable geolocation and retry.","App blocks geolocation-dependent features; error message appears. Features work after re-enabling."
"TC-ErrorManagement-019","Verify Exception Handling for Technical Failures","Error Management","12","App installed, test environment with forced errors (e.g., mock API failures)","None","1. Simulate a backend/API failure (e.g., timeout, 500 error).
2. Attempt an action requiring backend communication (e.g., data update).
3. Observe app behavior (crash, freeze, or graceful degradation).","App displays user-friendly error message; no crash or data corruption occurs."
"TC-PrototypeTesting-020","Validate Demo Functionality Scope","Prototype Testing","9,12","Demo version of the app installed","None","1. Launch the demo version.
2. Attempt to use all available features (limited to demo scope).
3. Attempt to access features not included in the demo (e.g., full database, sensors).","Demo works as specified; restricted features are inaccessible or grayed out."
"TC-SystemIntegration-021","Verify Sensor Integration in Final Version","System Integration","12","Final app version installed, device with active sensors (e.g., GPS, accelerometer)","None","1. Launch the app and grant sensor permissions.
2. Perform an action requiring sensor input (e.g., location tracking, motion detection).
3. Verify sensor data is accurately captured and displayed.","App integrates sensor data correctly without errors or delays."
"TC-DevelopmentEnvironme-022","Verify IDE Compatibility for Flutter Development","Development Environment","17","Android Studio, VSCode, or XCode with Flutter/Dart plugins installed on a test machine.","None","1. Open Android Studio/VSCode/XCode with Flutter/Dart plugins.
2. Create a new Flutter project.
3. Verify the project structure matches Flutter conventions (e.g., `lib/`, `pubspec.yaml`).
4. Run the default Flutter app on an emulator or connected Android device (6.0+).","Project initializes successfully, app compiles and runs without errors, and emulator/device displays the default Flutter screen."
"TC-Backend-023","Verify Firebase Integration for Data Persistence","Backend","17","Firebase project set up with a database enabled, Flutter app linked to Firebase.","Sample user data (e.g., `{""name"": ""TestUser"", ""email"": ""test@example.com""}`).","1. Add Firebase SDK to the Flutter project (`pubspec.yaml`).
2. Initialize Firebase in the app’s main Dart file.
3. Write a function to save sample data to Firebase Realtime Database/Firestore.
4. Retrieve the saved data and display it in the app UI.","Data is successfully saved and retrieved without errors, and the UI reflects the retrieved data."
"TC-HardwareCompatibilit-024","Verify Minimum Android Device Compatibility","Hardware Compatibility","17","Android device with OS 6.0+, 1GB RAM, 100MB storage, GPS, and Google Play Services 11.0+.","None","1. Install the Flutter-built APK on the test device.
2. Open the app and verify it launches without crashes.
3. Test basic app functionality (e.g., UI rendering, button clicks).
4. Enable GPS and check if location-based features (if any) work.","App installs and runs smoothly, UI is responsive, and location services (if used) function as expected."
"TC-CodeQuality-025","Verify Adherence to OOP and Modularity Standards","Code Quality","17,18","Flutter project with multiple Dart files implementing features.","Code snippets violating OOP principles (e.g., no encapsulation, redundant code).","1. Review a Dart file for adherence to OOP (e.g., classes with private fields, inheritance, polymorphism).
2. Check for modularity (e.g., separate files for UI, logic, and data models).
3. Verify variable names are descriptive (e.g., `userName` instead of `un`).
4. Confirm comments explain non-trivial logic.","Code follows OOP principles, is modular, uses clear naming, and includes necessary comments."
"TC-VersionControl-026","Verify Branch and Commit Workflow","Version Control","18","GitHub repository with a `main` branch, local Flutter project cloned.","Modified Dart file (e.g., updated UI widget).","1. Create a new branch (`git checkout -b feature/new-ui`).
2. Make changes to a Dart file and stage them (`git add .`).
3. Commit changes with a descriptive message (`git commit -m ""Updated login screen""`).
4. Push the branch to GitHub (`git push origin feature/new-ui`).
5. Create a pull request (PR) from the branch to `main`.","Branch is created, changes are committed with a clear message, pushed successfully, and PR is created without errors."
"TC-Testing-027","Verify Integration Test Execution","Testing","18","Flutter project with at least two integrated modules (e.g., UI + Firebase).","Test script covering UI-Firebase interaction (e.g., login flow).","1. Write an integration test in Flutter’s `integration_test` package.
2. Test a user flow (e.g., login → navigate to dashboard).
3. Verify data is saved/retrieved from Firebase during the flow.
4. Run the test (`flutter test integration_test/login_flow_test.dart`).","Test passes without failures, and the app behaves as expected during the tested flow."
