"Test Case ID","Title","Module","Source Pages","Preconditions","Test Data","Test Steps","Expected Result"
"TC-UserRegistration-001","Successful User Registration with Valid Credentials","User Registration","9","User is on the registration page of the app.","Valid email (e.g., testuser@example.com), valid password (e.g., Password123!), valid name (e.g., John Doe), valid date of birth (e.g., 01/01/2000)","1. Enter valid email address in the email field.
2. Enter valid password in the password field.
3. Re-enter the same password in the confirm password field.
4. Enter valid first name and last name.
5. Enter valid date of birth.
6. Click the ""Register"" button.","User account is successfully created, and the user is redirected to the login page with a confirmation message."
"TC-UserRegistration-002","User Registration with Invalid Email Format","User Registration","9","User is on the registration page of the app.","Invalid email (e.g., testuser@example), valid password (e.g., Password123!), valid name (e.g., John Doe), valid date of birth (e.g., 01/01/2000)","1. Enter invalid email address in the email field.
2. Enter valid password in the password field.
3. Re-enter the same password in the confirm password field.
4. Enter valid first name and last name.
5. Enter valid date of birth.
6. Click the ""Register"" button.","Error message appears stating ""Invalid email format. Please enter a valid email address."""
"TC-UserLogin-003","Successful User Login with Valid Credentials","User Login","10","User has a registered account.","Valid email (e.g., testuser@example.com), valid password (e.g., Password123!)","1. Enter valid email address in the email field.
2. Enter valid password in the password field.
3. Click the ""Login"" button.","User is successfully logged in and redirected to the home page."
"TC-UserLogin-004","Failed User Login with Invalid Password","User Login","10","User has a registered account.","Valid email (e.g., testuser@example.com), invalid password (e.g., WrongPassword123!)","1. Enter valid email address in the email field.
2. Enter invalid password in the password field.
3. Click the ""Login"" button.","Error message appears stating ""Invalid email or password."""
"TC-TripRegistration-005","Successful Trip Registration with Valid Data","Trip Registration","11","User is logged in.","Valid trip name (e.g., Venice Exploration), valid destination (e.g., Venice), valid start date (e.g., 15/05/2024), valid end date (e.g., 20/05/2024), valid interests (e.g., History, Food)","1. Click on the ""Register Trip"" button.
2. Enter valid trip name in the trip name field.
3. Enter valid destination in the destination field.
4. Select valid start date and end date.
5. Select valid interests from the provided options.
6. Click the ""Save"" button.","Trip is successfully registered, and the user is redirected to the trip overview page with a confirmation message."
"TC-TripRegistration-006","Trip Registration with Invalid End Date (Before Start Date)","Trip Registration","11","User is logged in.","Valid trip name (e.g., Venice Exploration), valid destination (e.g., Venice), valid start date (e.g., 20/05/2024), invalid end date (e.g., 15/05/2024), valid interests (e.g., History, Food)","1. Click on the ""Register Trip"" button.
2. Enter valid trip name in the trip name field.
3. Enter valid destination in the destination field.
4. Select start date as 20/05/2024 and end date as 15/05/2024.
5. Select valid interests from the provided options.
6. Click the ""Save"" button.","Error message appears stating ""End date must be after the start date."""
"TC-UpdateTripData-007","Successful Update of Trip Data","Update Trip Data","12","User is logged in and has an existing trip.","Existing trip name (e.g., Venice Exploration), updated destination (e.g., Florence), updated start date (e.g., 22/05/2024), updated end date (e.g., 25/05/2024), updated interests (e.g., Art, Nature)","1. Navigate to the trip overview page.
2. Select the trip to update.
3. Click the ""Edit"" button.
4. Enter updated destination in the destination field.
5. Select updated start date and end date.
6. Select updated interests from the provided options.
7. Click the ""Save Changes"" button.","Trip data is successfully updated, and the user is redirected to the trip overview page with a confirmation message."
"TC-ViewTrip-008","Successful Viewing of Registered Trip","View Trip","13","User is logged in and has an existing trip.","Existing trip name (e.g., Venice Exploration)","1. Navigate to the trip overview page.
2. Select the trip to view.","Trip details (name, destination, start date, end date, interests) are displayed correctly."
"TC-RemoveTrip-009","Successful Removal of Registered Trip","Remove Trip","14","User is logged in and has an existing trip.","Existing trip name (e.g., Venice Exploration)","1. Navigate to the trip overview page.
2. Select the trip to remove.
3. Click the ""Delete"" button.
4. Confirm deletion in the confirmation dialog.","Trip is successfully removed, and the user is redirected to the trip overview page with a confirmation message."
"TC-ViewUserProfile-010","Successful Viewing of User Profile","View User Profile","15","User is logged in.","None","1. Navigate to the profile section.","User profile details (name, email, date of birth) are displayed correctly."
"TC-ChangeUserProfile-011","Successful Update of User Profile","Change User Profile","15","User is logged in.","Updated name (e.g., John Smith), updated date of birth (e.g., 02/02/2000)","1. Navigate to the profile section.
2. Click the ""Edit Profile"" button.
3. Enter updated name in the name field.
4. Enter updated date of birth.
5. Click the ""Save Changes"" button.","User profile is successfully updated, and the user is redirected to the profile page with a confirmation message."
"TC-UserLogout-012","Successful User Logout","User Logout","16","User is logged in.","None","1. Click the ""Logout"" button.","User is logged out successfully and redirected to the login page."
"TC-Authentication-013","Successful User Registration","Authentication","9","User has downloaded the app on their device.","Valid username, password, name, email (e.g., username: ""johndoe"", password: ""SecurePass123"", name: ""John Doe"", email: ""johndoe@example.com"")","1. Launch the app for the first time.
2. Press the ""Sign in"" button.
3. Select the registration option (if prompted).
4. Fill in the registration form with the provided test data.
5. Submit the form.","Account is created in the database, and the user is logged into the application."
"TC-Authentication-014","User Registration with Missing Fields","Authentication","9","User has downloaded the app on their device.","Incomplete registration data (e.g., missing username, password, name, or email)","1. Launch the app for the first time.
2. Press the ""Sign in"" button.
3. Select the registration option (if prompted).
4. Fill in the registration form with missing fields.
5. Submit the form.","System displays error messages indicating which fields are missing or invalid."
"TC-Authentication-015","Successful User Login","Authentication","10","User has downloaded the app and has an existing account.","Valid email/username and password (e.g., email: ""johndoe@example.com"", password: ""SecurePass123"")","1. Launch the app.
2. Enter the valid email/username and password in the login form.
3. Press the ""Login"" button.","User is authenticated and redirected to the main application screen."
"TC-Authentication-016","Failed User Login with Incorrect Credentials","Authentication","10","User has downloaded the app and has an existing account.","Invalid email/username or password (e.g., email: ""wrongemail@example.com"", password: ""WrongPass123"")","1. Launch the app.
2. Enter the invalid email/username and password in the login form.
3. Press the ""Login"" button.","System displays an error message indicating invalid credentials."
"TC-TripManagement-017","Successful Trip Registration","Trip Management","11","User is logged into the app.","Valid trip details (e.g., start date: ""2024-06-01"", end date: ""2024-06-10"", country: ""Italy"", city: ""Rome"", places to visit: [""Colosseum (museum)"", ""Trevi Fountain (landmark)"", ""Vatican City (museum)""])","1. Navigate to the trip registration screen.
2. Press the ""Add Trip"" button.
3. Fill in the trip details form with the provided test data.
4. Submit the form.","Trip is planned by the system, data is saved in the database, and the user can view the trip later."
"TC-TripManagement-018","Trip Registration with Missing Fields","Trip Management","11","User is logged into the app.","Incomplete trip details (e.g., missing start date, end date, country, city, or places to visit)","1. Navigate to the trip registration screen.
2. Press the ""Add Trip"" button.
3. Fill in the trip details form with missing fields.
4. Submit the form.","System displays error messages indicating which fields are missing or invalid."
"TC-TripManagement-019","Successful Trip Update","Trip Management","12","User is logged into the app and has an existing trip.","Updated trip details (e.g., new start date: ""2024-06-15"", new end date: ""2024-06-20"", new country: ""France"", new city: ""Paris"", updated places to visit: [""Eiffel Tower (landmark)"", ""Louvre Museum (museum)""], deleted places: [""Colosseum""])","1. Navigate to the trip list or existing trip screen.
2. Press the ""Update Trip"" button for the existing trip.
3. Modify the trip details as per the test data (add, delete, or change fields).
4. Submit the updated form.","Trip data is updated in the database, and the user can view the updated trip details."
"TC-TripManagement-020","Update Trip Without Existing Trip","Trip Management","12","User is logged into the app but has no existing trips.","None","1. Navigate to the trip list or trip management screen.
2. Attempt to press the ""Update Trip"" button.","System displays a message or redirects the user to register a new trip."
"TC-TripManagement-021","View Existing Trip Details","Trip Management","13","User has the app installed, is logged in, and has at least one planned trip.","A pre-existing trip in the database (e.g., ""Paris Vacation"").","1. User opens the app and navigates to the ""View trips"" screen.
2. User selects the trip ""Paris Vacation"" from the list.","The detailed travel plan for ""Paris Vacation"" is displayed."
"TC-TripManagement-022","View Empty Trip List","Trip Management","13","User has the app installed and is logged in but has no planned trips.","None (user has no trips).","1. User opens the app and navigates to the ""View trips"" screen.","An empty list of trips is displayed, and a button to ""Add a new trip"" is shown."
"TC-TripManagement-023","Delete an Existing Trip","Trip Management","14","User has the app installed, is logged in, and has at least one planned trip.","A pre-existing trip in the database (e.g., ""London Business Trip"").","1. User opens the app and navigates to the ""View trips"" screen.
2. User selects the trip ""London Business Trip"" from the list.
3. User presses the ""Delete Trip"" button.
4. User confirms the deletion in the confirmation dialog.","The trip ""London Business Trip"" is removed from the database and the list."
"TC-TripManagement-024","Attempt to Delete Trip When No Trips Exist","Trip Management","14","User has the app installed and is logged in but has no planned trips.","None (user has no trips).","1. User opens the app and navigates to the ""View trips"" screen.
2. User attempts to press the ""Delete Trip"" button (if available).","An empty list is displayed, and a button to ""Add a new trip"" is shown (no deletion occurs)."
"TC-UserProfile-025","View User Profile Information","User Profile","15","User has the app installed and is logged in.","User profile data (e.g., name, email, registration date).","1. User opens the app and presses the ""My Profile"" button (person icon).","The user’s profile information (as per registration form) is displayed."
"TC-UserProfile-026","Redirect to Login for Unauthenticated User","User Profile","15","User has the app installed but is not logged in.","None (user has no active session).","1. User opens the app and attempts to press the ""My Profile"" button.","User is redirected to the Login Page."
"TC-UserProfile-027","Update User Profile Information","User Profile","15","User has the app installed and is logged in.","Updated profile fields (e.g., new email, phone number).","1. User opens the app and presses the ""My Profile"" button.
2. User presses the ""Update Profile"" button.
3. User modifies one or more fields (e.g., email to ""newemail@example.com"").
4. User submits the changes.","The updated information is saved in the database, and the profile reflects the changes."
"TC-Authentication-028","Log Out of User Account","Authentication","16","User has the app installed and is logged in.","None.","1. User opens the app and presses the ""Log Out"" button.","User is logged out and redirected to the Login Page."
"TC-UserRegistration-029","Verify User Registration Form Display on First Launch","User Registration","20","Application is installed on a device with Android 8.0 or newer, no prior user account exists.","None","1. Launch the application for the first time.
2. Observe the displayed screen.","A user registration form is displayed immediately upon first launch."
"TC-UserRegistration-030","Verify New User Account Creation in Database","User Registration","20","Application is launched for the first time, user registration form is displayed.","Valid email, password, name, and other required fields (e.g., ""testuser@example.com"", ""Password123"", ""Test User"").","1. Enter valid registration details into the form.
2. Submit the form.
3. Verify the submission action (e.g., button click or auto-submit).","A new user account is created and stored in the database."
"TC-ChangeUserProfile-031","Verify User Profile Modification","Change User Profile","20","User is logged in with an existing account.","Updated profile details (e.g., new phone number, address, or bio).","1. Navigate to the profile modification section.
2. Enter updated profile details.
3. Save the changes.","The user’s profile information is updated in the database and reflected in the application."
"TC-TripRegistration-032","Verify New Trip Creation","Trip Registration","21","User is logged in.","Valid trip details (e.g., destination ""Paris"", start date ""2024-10-01"", end date ""2024-10-10"").","1. Navigate to the trip creation section.
2. Enter trip details.
3. Submit the trip.","A new trip is created and stored in the user’s trip list."
"TC-ViewTrip-033","Verify Trip Information Display","View Trip","21","User is logged in and has at least one created trip.","None","1. Navigate to the trip viewing section.
2. Select an existing trip from the list.","The trip details (destination, dates, and other relevant information) are displayed correctly."
"TC-UserLogout-034","Verify User Logout Functionality","User Logout","21","User is logged in.","None","1. Navigate to the logout option.
2. Confirm logout (if prompted).","The user is logged out successfully, and the application returns to the initial registration/login screen."
"TC-UserLogin-035","Verify User Login with Valid Credentials","User Login","21","User has an existing account.","Valid credentials (e.g., registered email ""testuser@example.com"" and correct password ""Password123"").","1. Navigate to the login screen.
2. Enter valid email and password.
3. Submit the login request.","The user is logged in successfully and redirected to the main application screen."
"TC-UpdateTripData-036","Verify Trip Data Update","Update Trip Data","22","User is logged in and has at least one created trip.","Updated trip details (e.g., new destination ""London"", modified dates ""2024-11-01"" to ""2024-11-07"").","1. Navigate to the trip list.
2. Select an existing trip.
3. Edit the trip details.
4. Save the changes.","The trip data is updated in the database and reflected in the application."
"TC-RemoveTrip-037","Verify Trip Removal","Remove Trip","22","User is logged in and has at least one created trip.","None","1. Navigate to the trip list.
2. Select an existing trip.
3. Choose the option to remove the trip.
4. Confirm the removal (if prompted).","The selected trip is removed from the user’s trip list and deleted from the database."
"TC-DataSecurity-038","Verify GDPR Compliance for User Data Storage","Data Security","23","User registration and login are completed, user data is stored in the database.","None","1. Access the database (via admin tools or backend API if available).
2. Verify that user data (e.g., email, name, trip details) is stored securely.
3. Check if data encryption or access controls are in place.","User data is stored in compliance with GDPR, including encryption and secure access controls."
"TC-Compatibility-039","Verify Application Compatibility with Android 8.0+","Compatibility","24","Application is installed on a device with Android 8.0 or newer.","None","1. Launch the application on a device with Android 8.0.
2. Perform basic actions (e.g., login, create a trip, view trips).
3. Repeat on a device with Android 10+.","The application functions correctly on all tested Android versions (8.0 and above) without crashes or compatibility issues."
"TC-Reliability-040","Verify No Crashes During Database Communication","Reliability","24","User is logged in, network connection is stable.","None","1. Perform an action requiring database communication (e.g., create a trip, update profile).
2. Simulate a temporary network disruption (e.g., turn off Wi-Fi/mobile data).
3. Restore network connection and retry the action.","The application handles the disruption gracefully, displays an appropriate error message, and resumes functionality upon reconnection without crashing."
"TC-Performance-041","Verify application execution speed for core features","Performance","25","Application installed on a device with minimum recommended specifications","None","1. Launch the application.
2. Navigate to the main feature requiring data retrieval (e.g., activity recommendations).
3. Measure the time taken to load and display results.
4. Repeat for all primary features (e.g., login, search, weather fetch).","All operations complete within a reasonable timeframe (as defined by user acceptance criteria)."
"TC-Performance-042","Verify resource usage during execution","Performance","25","Application running on a device with monitoring tools (e.g., Android Profiler)","None","1. Open the application and perform a series of actions (e.g., search for activities, fetch weather data).
2. Monitor CPU, memory, and battery usage via device monitoring tools.
3. Note peak resource consumption during active usage.","Resource usage remains within acceptable limits (e.g., no excessive CPU/memory spikes or battery drain)."
"TC-Usability-043","Verify intuitive UI/UX for user interaction","Usability","26","Application installed on a test device; 5+ test users available","None","1. Provide test users with no prior knowledge of the app.
2. Ask users to complete a predefined task (e.g., ""Find activities for sunny weather in Paris"").
3. Observe user actions and note any confusion or difficulty.
4. Record time taken to complete the task.","All users complete the task without assistance; UI elements are self-explanatory and logically placed."
"TC-DataManagement-044","Verify Firebase database integration for data processing","Data Management","28","Application connected to a test Firebase database; sample data preloaded","Sample user data (e.g., destination, date, weather preferences)","1. Submit a request to fetch or store data (e.g., save user preferences, retrieve activity recommendations).
2. Verify data is correctly sent to/from Firebase in real-time.
3. Check for errors or timeouts during data operations.","Data is processed efficiently without errors; responses are received within acceptable latency."
"TC-ExternalRequirements-045","Verify application functionality with active internet connection","External Requirements","29","Application installed; device connected to a stable internet network","None","1. Launch the application.
2. Attempt to perform any feature requiring data retrieval (e.g., weather fetch, activity search).
3. Note any errors or failures.","All features function as expected; no errors related to connectivity occur."
"TC-ExternalRequirements-046","Verify error handling for lost internet connection","External Requirements","29","Application installed; device connected to internet; connection manually disabled","None","1. Launch the application and attempt to use a feature requiring internet (e.g., search activities).
2. Disable internet connection mid-operation.
3. Observe error messages or fallback behavior.","Application displays a clear error message (e.g., ""No internet connection"") and does not crash."
"TC-ExternalRequirements-047","Verify weather data retrieval for activity recommendations","External Requirements","29","Application installed; device connected to internet; valid destination/date input","Destination (e.g., ""New York""), Date (e.g., ""2024-12-25""), Weather condition (e.g., ""Rainy"")","1. Enter a destination and date in the app.
2. Request activity recommendations based on weather.
3. Verify weather data is fetched and used to generate relevant activities.","App displays activities suitable for the specified weather condition; no errors in data retrieval."
"TC-Security-048","Verify secure handling of sensitive user data","Security","30","Application installed; test user account with sensitive data (e.g., email, location history)","Sensitive user data (e.g., ""user@example.com"", ""Home Address: 123 Main St"")","1. Log in with a test account containing sensitive data.
2. Submit data to the app (e.g., save preferences, update profile).
3. Use a packet sniffer or developer tools to monitor data transmission.
4. Attempt to decrypt intercepted data (if possible).","Data is encrypted during transmission; no plaintext sensitive data is exposed in logs or network traffic."
"TC-Security-049","Verify secure communication channel for database interactions","Security","30","Application connected to Firebase; HTTPS enabled for database","None","1. Perform a data operation (e.g., login, fetch recommendations).
2. Check the connection type (HTTP/HTTPS) via developer tools.
3. Verify certificate validity for the database endpoint.","All communications use HTTPS; valid SSL/TLS certificate is present."
"TC-Authentication-050","First-time user registration and login flow","Authentication","34","The application is downloaded and installed correctly on the phone.","Valid email, password, phone number, residence","1. Launch the application for the first time.
2. Select the ""Register"" option.
3. Enter valid email, password, phone number, and residence.
4. Confirm registration by tapping the ""Register"" button.
5. Log out of the account.
6. Select the ""Login"" option.
7. Enter the previously registered email and password.
8. Tap the ""Login"" button.","User is successfully registered and logged in, able to navigate within the application."
"TC-Authentication-051","User login with existing account","Authentication","36","User has an existing account and is not already logged in.","Valid email and password for an existing account","1. Launch the application.
2. Select the ""Login"" option.
3. Enter the valid email and password for the existing account.
4. Tap the ""Login"" button.","User is successfully connected to the app account."
